,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge,new_addition
129,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2022-03-06 14:22:47.000,2022-03-06 14:20:17,408.0,3.0,331.0,160.0,70.0,223.0,8495.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,61.0,27,True,bpytop,conda-forge/bpytop,,1.0,,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,8927.0,9237.0,https://anaconda.org/conda-forge/bpytop,2021-12-22 23:07:43.371,4353.0,3.0,,,,,,,,,,,,,,,,,,,,
130,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2022-04-11 20:57:19.000,2022-03-16 16:52:34,228.0,15.0,120.0,51.0,35.0,63.0,5859.0,2022-02-15 23:36:40.000,2.1.2,16.0,18.0,28.0,27,True,icecream,conda-forge/icecream,,51.0,,https://pypi.org/project/icecream,2022-02-15 23:33:58.000,51.0,216274.0,216504.0,https://anaconda.org/conda-forge/icecream,2022-02-16 08:21:38.449,2766.0,3.0,,,,,,,,,,,,,,,,,,,,
131,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2022-03-23 17:52:19.000,2021-12-29 11:52:34,474.0,,75.0,8.0,56.0,50.0,905.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,40.0,27,True,pympler,conda-forge/pympler,,294.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000,294.0,1409904.0,1412947.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935,185664.0,3.0,,,,,,,,,,,,,,,,,,,,
132,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2022-03-30 13:46:46.605,2021-12-08 13:47:41,655.0,,52.0,12.0,42.0,38.0,902.0,2021-10-05 13:05:13.000,1.3.3,19.0,26.0,17.0,27,True,yappi,conda-forge/yappi,,919.0,578.0,https://pypi.org/project/yappi,2021-12-15 13:51:36.167,341.0,754181.0,755899.0,https://anaconda.org/conda-forge/yappi,2022-03-30 13:46:46.605,99684.0,3.0,,,,,,,,,,,,,,,,,,,,
133,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2022-04-25 16:11:37.000,2022-04-25 16:11:37,515.0,38.0,72.0,6.0,137.0,216.0,684.0,2022-03-01 18:18:27.000,0.18.1,43.0,29.0,40.0,27,True,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],188.0,,https://pypi.org/project/mkdocstrings,2022-03-01 18:18:27.000,188.0,165714.0,166539.0,https://anaconda.org/conda-forge/mkdocstrings,2022-04-03 13:20:29.744,14859.0,2.0,,,,,,,,,,,,,,,,,,,,
134,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2022-04-10 11:48:45.000,2020-12-27 17:36:40,439.0,,55.0,10.0,37.0,34.0,510.0,2019-08-04 15:14:24.000,1.3.1,36.0,17.0,36.0,27,False,autoflake,conda-forge/autoflake,,5045.0,4528.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000,517.0,1014075.0,1022261.0,https://anaconda.org/conda-forge/autoflake,2021-05-26 15:10:21.374,294730.0,2.0,,,,,,,,,,,,,,,,,,PyCQA/autoflake,,
135,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2022-03-05 07:00:04.729,2021-06-11 10:22:09,273.0,,38.0,7.0,35.0,49.0,461.0,2021-06-11 10:22:42.000,15.0.1,63.0,16.0,26.0,27,True,coloredlogs,anaconda/coloredlogs,,12942.0,11208.0,https://pypi.org/project/coloredlogs,2021-06-11 10:22:42.000,1734.0,3192484.0,3192559.0,https://anaconda.org/anaconda/coloredlogs,2022-03-05 07:00:04.729,4172.0,3.0,,,,,,,,,,,,,,,,,,,,
136,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2022-04-28 16:13:16.000,2022-04-28 16:13:15,387.0,18.0,64.0,20.0,268.0,100.0,450.0,2022-01-23 22:29:40.000,3.2.0,38.0,32.0,6.0,27,True,mypy-protobuf,conda-forge/mypy-protobuf,,50.0,,https://pypi.org/project/mypy-protobuf,2022-01-23 22:29:40.000,50.0,812590.0,814582.0,https://anaconda.org/conda-forge/mypy-protobuf,2022-01-24 01:32:53.849,33868.0,2.0,,,,,,,,,,,,,,,,,,nipunn1313/mypy-protobuf,,
137,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2022-04-20 14:45:47.000,2022-04-20 14:45:46,537.0,10.0,34.0,6.0,63.0,73.0,257.0,,,42.0,21.0,19.0,27,True,check-manifest,conda-forge/check-manifest,,10012.0,7440.0,https://pypi.org/project/check-manifest,2022-03-13 10:09:29.000,2572.0,175091.0,176157.0,https://anaconda.org/conda-forge/check-manifest,2022-03-13 13:01:22.255,42672.0,2.0,,,,,,,,,,,,,,,,,,,,
138,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000,2022-02-07 17:12:40.000,2022-02-07 06:40:37,237.0,4.0,33.0,7.0,84.0,41.0,210.0,2022-02-07 17:12:40.000,0.9.1,19.0,16.0,8.0,27,True,pytest-mypy,conda-forge/pytest-mypy,['pytest'],2038.0,1652.0,https://pypi.org/project/pytest-mypy,2022-02-07 17:12:40.000,386.0,1213122.0,1214052.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,24186.0,3.0,,,,,,,,,,,,,,,,,,,,
139,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2021-12-05 16:31:05.000,2019-12-22 18:11:19,86.0,,43.0,7.0,33.0,21.0,180.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,18.0,27,False,astunparse,conda-forge/astunparse,,43856.0,43573.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,283.0,6623057.0,6634851.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426,684103.0,3.0,,,,,,,,,,,,,,,,,,,,
140,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2022-04-23 11:02:20.000,2022-04-23 11:00:18,783.0,84.0,21.0,11.0,20.0,290.0,176.0,2022-04-10 08:45:45.000,0.28,43.0,30.0,131.0,27,True,py2app,,,827.0,,https://pypi.org/project/py2app,2022-04-10 08:25:14.000,827.0,11963.0,11963.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
141,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2022-04-26 14:58:37.000,2022-04-26 14:58:33,312.0,23.0,136.0,49.0,113.0,117.0,3741.0,2022-02-18 23:46:48.000,22.2.0,22.0,39.0,38.0,26,True,monkeytype,conda-forge/monkeytype,,25.0,,https://pypi.org/project/monkeytype,2022-02-18 23:46:48.000,25.0,43307.0,44064.0,https://anaconda.org/conda-forge/monkeytype,2022-02-19 14:25:33.147,38618.0,2.0,,,,,,,,,,,,,,,,,,,,
142,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2022-04-27 05:20:06.000,2022-04-27 05:15:22,6024.0,718.0,147.0,57.0,97.0,195.0,3635.0,2022-04-25 06:20:58.000,apple-codesign/0.14.0,12.0,42.0,275.0,26,True,pyoxidizer,,,,,https://pypi.org/project/pyoxidizer,2022-03-08 03:03:37.000,,1672.0,1762.0,,,,3.0,2446.0,,,,,,,,,,,,,,,,,,,
143,PDM,pdm-project/pdm,dependency-managers,A modern Python package manager with PEP 582 support.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2022-04-28 03:58:52.000,2022-04-27 00:56:40,1759.0,131.0,98.0,20.0,381.0,559.0,2349.0,2022-04-21 02:03:30.000,1.14.1,114.0,47.0,23.0,26,True,pdm,conda-forge/pdm,,1.0,,https://pypi.org/project/pdm,2022-04-08 02:38:49.000,1.0,29583.0,30270.0,https://anaconda.org/conda-forge/pdm,2022-04-21 05:52:48.702,4812.0,3.0,,,,,,,,,,,,,,,,,,,,
144,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2022-04-22 06:34:55.000,2022-01-03 17:23:29,683.0,,101.0,20.0,120.0,140.0,2082.0,2021-01-16 17:51:40.000,2.3,42.0,30.0,19.0,26,True,vulture,conda-forge/vulture,,1839.0,1622.0,https://pypi.org/project/vulture,2021-01-16 17:49:50.000,217.0,285274.0,286046.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062,52506.0,2.0,,,,,,,,,,,,,,,,,,,,
145,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2021-12-01 06:29:43.000,2020-11-16 01:36:32,316.0,,600.0,155.0,33.0,119.0,1800.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,171.0,26,False,uiautomator,,,277.0,210.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,67.0,57773.0,57773.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
146,beartype,beartype/beartype,linters,Unbearably fast O(1) runtime type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2022-04-28 07:28:43.000,2022-04-28 07:18:36,612.0,73.0,22.0,8.0,23.0,81.0,1127.0,2022-03-15 06:06:23.000,0.10.4,21.0,9.0,18.0,26,True,beartype,conda-forge/beartype,,30.0,,https://pypi.org/project/beartype,2022-03-15 06:06:23.000,30.0,98134.0,98687.0,https://anaconda.org/conda-forge/beartype,2022-03-15 09:40:26.391,12171.0,3.0,,,,,,,,,,,,,,,,,,,,
147,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2022-04-28 19:21:30.000,2022-04-28 19:21:30,701.0,3.0,47.0,18.0,304.0,117.0,890.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,64.0,26,True,pdbpp,conda-forge/pdbpp,,3393.0,2801.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,592.0,308209.0,309486.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419,71519.0,3.0,,,,,,,1.0,,,,,,,,,,,,,
148,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2022-02-06 13:37:43.385,2019-06-15 20:36:43,183.0,,50.0,12.0,48.0,42.0,638.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,39.0,26,False,pytest-watch,conda-forge/pytest-watch,['pytest'],4405.0,3831.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,574.0,271015.0,272150.0,https://anaconda.org/conda-forge/pytest-watch,2022-02-06 13:37:43.385,57914.0,3.0,,,,,,,,,,,,,,,,,,,,
149,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2022-04-27 09:19:13.000,2022-04-27 09:19:13,462.0,15.0,22.0,3.0,410.0,43.0,421.0,2022-01-10 17:14:34.000,3.11.0,29.0,16.0,6.0,26,True,pytest-randomly,conda-forge/pytest-randomly,,178.0,,https://pypi.org/project/pytest-randomly,2022-01-10 17:14:34.000,178.0,592713.0,597829.0,https://anaconda.org/conda-forge/pytest-randomly,2022-01-10 21:33:59.865,30699.0,3.0,,,,,,,,,,,,,,,,,,,,
150,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2022-03-26 16:05:41.000,2021-10-18 03:34:23,504.0,,37.0,7.0,56.0,94.0,406.0,2021-10-18 03:40:35.000,1.8.1,48.0,22.0,50.0,26,True,darglint,conda-forge/darglint,,2310.0,2257.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,53.0,318386.0,319450.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449,32989.0,3.0,,,,,,,,,,,,,,,,,,,,
151,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2022-01-23 20:02:29.000,2022-01-23 19:39:11,241.0,,66.0,14.0,107.0,72.0,373.0,2021-08-08 02:45:08.000,0.12.1,23.0,32.0,15.0,26,False,pep8-naming,conda-forge/pep8-naming,,12072.0,10363.0,https://pypi.org/project/pep8-naming,2021-08-08 02:45:08.000,1709.0,1270487.0,1273448.0,https://anaconda.org/conda-forge/pep8-naming,2021-08-08 04:41:02.577,219122.0,3.0,,,,,,,,,,,,,,,,,,,,
152,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2022-04-27 09:19:11.000,2022-04-27 09:19:10,425.0,14.0,16.0,5.0,375.0,35.0,348.0,2022-01-10 17:10:08.000,3.8.0,31.0,12.0,8.0,26,True,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],528.0,,https://pypi.org/project/flake8-comprehensions,2022-01-10 17:10:08.000,528.0,716492.0,724756.0,https://anaconda.org/conda-forge/flake8-comprehensions,2022-01-10 21:45:55.529,537223.0,3.0,,,,,,,,,,,,,,,,,,,,
153,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2022-04-27 20:16:45.000,2022-04-27 20:16:45,282.0,6.0,46.0,6.0,64.0,41.0,127.0,2021-10-14 11:43:49.000,4.1.1,33.0,33.0,11.0,26,True,flake8-isort,conda-forge/flake8-isort,['flake8'],6084.0,5472.0,https://pypi.org/project/flake8-isort,2021-10-14 11:43:49.000,612.0,630649.0,631191.0,https://anaconda.org/conda-forge/flake8-isort,2021-10-14 14:17:41.684,16281.0,3.0,,,,,,,,,,,,,,,,,,,,
154,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,112.0,23.0,221.0,161.0,1742.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,108.0,25,False,dephell,,,385.0,373.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000,12.0,5950.0,5955.0,,,,3.0,174.0,,,,,,,,,,,,,,,,,,,
155,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2022-04-28 10:16:11.000,2022-01-24 19:14:58,197.0,,79.0,28.0,107.0,71.0,1414.0,2022-01-24 19:19:34.000,1.0.1,58.0,35.0,30.0,25,True,shiv,,,12.0,,https://pypi.org/project/shiv,2022-01-24 19:17:52.000,12.0,14079.0,14084.0,,,,3.0,187.0,,,,,,,,,,,,,,,,,,,
156,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2022-04-02 14:58:10.000,2022-04-02 14:58:07,180.0,21.0,34.0,8.0,27.0,19.0,1172.0,2022-04-02 13:25:49.000,0.2.6,15.0,6.0,9.0,25,True,stackprinter,conda-forge/stackprinter,,124.0,102.0,https://pypi.org/project/stackprinter,2022-04-02 09:37:50.000,22.0,386905.0,386995.0,https://anaconda.org/conda-forge/stackprinter,2020-10-31 17:18:37.537,3081.0,3.0,,,,,,,,,,,,,,,,,,,,
157,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2022-02-23 21:20:41.000,2022-02-23 21:20:41,987.0,1.0,92.0,17.0,61.0,78.0,880.0,2021-04-17 19:47:26.000,3.4.1,42.0,35.0,78.0,25,True,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],3396.0,2840.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000,556.0,390780.0,408313.0,https://anaconda.org/conda-forge/pytest-benchmark,2021-04-18 21:19:04.860,1279953.0,3.0,,,,,,,,,,,,,,,,,,,,
158,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2022-04-26 08:52:23.000,2022-02-03 14:42:26,570.0,1.0,125.0,8.0,109.0,195.0,821.0,2021-08-03 14:51:19.000,0.10.0,34.0,57.0,91.0,25,True,pdoc3,anaconda/pdoc3,,1657.0,1540.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,117.0,242506.0,242528.0,https://anaconda.org/anaconda/pdoc3,2020-11-30 22:53:50.187,656.0,3.0,,,,,,,,,,,,,,,,,,,,
159,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2022-04-27 16:33:35.000,2022-04-25 17:11:11,805.0,23.0,64.0,22.0,107.0,59.0,446.0,2019-05-28 06:37:19.000,1.7.0,12.0,60.0,45.0,25,True,pytest-virtualenv,conda-forge/pytest-shutil,,63.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,63.0,40906.0,41346.0,https://anaconda.org/conda-forge/pytest-shutil,2021-10-18 17:46:27.844,19806.0,3.0,,,,,,,,,,,,,,,,,,,,
160,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2022-04-20 19:59:44.000,2021-03-14 13:43:08,285.0,,53.0,12.0,55.0,45.0,395.0,2022-04-20 19:59:44.000,2021.03.14,15.0,17.0,14.0,25,False,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],2586.0,,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000,2586.0,262720.0,264208.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297,89308.0,3.0,,,,,,,,,,,,,,,,,,,,
161,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2022-04-24 22:01:48.000,2021-12-27 17:39:09,174.0,,26.0,4.0,77.0,24.0,350.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,12.0,25,True,interrogate,,,1670.0,1635.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000,35.0,105768.0,105768.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
162,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2022-04-01 17:37:42.000,2020-08-04 12:21:12,274.0,,61.0,9.0,88.0,86.0,259.0,2019-03-04 08:39:11.000,0.18.1,34.0,40.0,13.0,25,False,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1138.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000,1138.0,367033.0,370224.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199,207443.0,3.0,,,,,,,,,,,,,,,,,,,,
163,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2021-12-15 15:00:09.741,2021-10-19 07:06:59,104.0,,33.0,4.0,61.0,41.0,137.0,2021-10-19 07:07:05.000,3.3.1,40.0,30.0,3.0,25,True,flake8-quotes,conda-forge/flake8-quotes,['flake8'],5680.0,4856.0,https://pypi.org/project/flake8-quotes,2021-12-15 15:00:09.741,824.0,674324.0,683250.0,https://anaconda.org/conda-forge/flake8-quotes,2021-10-19 22:36:39.426,598096.0,3.0,,,,,,,,,,,,,,,,,,,,
164,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,71.0,26.0,106.0,46.0,633.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,80.0,24,True,redbaron,,,497.0,381.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,116.0,29333.0,29333.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
165,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2022-03-30 11:58:53.000,2022-03-29 08:11:47,300.0,13.0,30.0,15.0,64.0,95.0,544.0,2022-03-11 11:58:28.000,1.3.1,45.0,16.0,25.0,24,True,pytest-testmon,conda-forge/pytest-testmon,['pytest'],54.0,,https://pypi.org/project/pytest-testmon,2022-03-11 11:58:28.000,54.0,119717.0,120389.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,33641.0,3.0,,,,,,,,,,,,,,,,,,,,
166,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2021-12-09 22:04:56.000,2020-11-16 12:31:58,468.0,,63.0,22.0,84.0,52.0,482.0,2020-11-16 12:36:24.000,0.11.2,21.0,22.0,45.0,24,False,mamba,,,556.0,438.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,118.0,22167.0,22167.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
167,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2021-06-21 14:55:20.000,2021-06-21 14:55:20,534.0,,79.0,14.0,84.0,93.0,449.0,2017-12-31 01:13:41.000,1.3.4,28.0,45.0,37.0,24,True,paver,conda-forge/paver,,961.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,961.0,35339.0,35708.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,23988.0,3.0,,,,,,,,,,,,,,,,,,,,
168,py2exe,py2exe/py2exe,packaging,A distutils extension to create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2022-02-13 22:46:23.000,2022-02-13 09:44:38,1013.0,4.0,51.0,19.0,24.0,97.0,391.0,2022-02-13 10:35:33.000,0.11.1.0,20.0,14.0,8.0,24,True,py2exe,,,1623.0,1447.0,https://pypi.org/project/py2exe,2022-02-13 10:37:10.000,176.0,15710.0,15944.0,,,,3.0,8668.0,,,,,,,,,,,,,,,,,,,
169,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2022-02-11 04:16:07.000,2022-02-11 04:16:07,443.0,2.0,36.0,11.0,34.0,22.0,274.0,2019-11-10 16:23:03.000,1.3.1,48.0,16.0,27.0,24,True,docformatter,conda-forge/docformatter,,1040.0,951.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000,89.0,127504.0,128353.0,https://anaconda.org/conda-forge/docformatter,2020-12-29 08:31:19.772,16146.0,3.0,,,,,,,,,,,,,,,,,,PyCQA/docformatter,,
170,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,52.0,14.0,100.0,29.0,269.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,46.0,24,True,baron,,,273.0,214.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000,59.0,30132.0,30132.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
