,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
41,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-11-16 11:25:32.000,2022-10-26 18:32:42,906.0,9.0,188.0,33.0,228.0,225.0,1351.0,2022-09-28 18:41:46.166,4.0.0,44.0,80.0,36,True,123.0,pytest-cov,conda-forge/pytest-cov,['pytest'],187600.0,157925.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,15887143.0,15971739.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,6852321.0,1.0,29675.0,,,,,,,,,,,,,,,,,,,,
42,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-12-01 12:45:16.522,2022-12-01 01:19:46,1047.0,4.0,281.0,33.0,501.0,394.0,1343.0,2022-12-01 01:51:31.000,4.0.2,51.0,108.0,36,True,50.0,twine,conda-forge/twine,,87925.0,75247.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,3560028.0,3568214.0,https://anaconda.org/conda-forge/twine,2022-12-01 12:45:16.522,622176.0,1.0,12678.0,,,,,,,,,,,,,,,,,,,,
43,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-10-12 12:20:58.000,2022-10-08 14:17:24,541.0,14.0,7519.0,35.0,258.0,124.0,21977.0,2022-10-08 14:12:04.684,1.5.0,23.0,74.0,35,True,69.0,numpydoc,conda-forge/numpydoc,['sphinx'],39182.0,34791.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,346700.0,367400.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1469712.0,2.0,4391.0,,,,,,,,,,,,,,,,,,,,
44,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-12-01 14:31:58.000,2022-11-26 10:15:34,10087.0,672.0,427.0,128.0,269.0,1398.0,7793.0,2022-11-20 12:15:00.547,1.2.2,221.0,125.0,35,True,214.0,nuitka,conda-forge/nuitka,,804.0,767.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,42787.0,48041.0,https://anaconda.org/conda-forge/nuitka,2022-11-26 16:22:28.447,420332.0,1.0,37.0,,,,,,,,,,,,,,,,,,,,
45,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-11-30 09:02:12.000,2022-11-29 21:40:01,241.0,10.0,195.0,25.0,71.0,49.0,1395.0,2022-07-11 14:10:01.875,2.0.4,24.0,56.0,35,True,38.0,python-json-logger,conda-forge/python-json-logger,,31890.0,31161.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,7112029.0,7136765.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1682073.0,2.0,729.0,,,,,,,,,,,,,,,,,,,,
46,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-11-30 16:58:18.000,2022-11-29 20:10:17,1045.0,44.0,182.0,45.0,330.0,300.0,1035.0,2022-10-25 15:59:13.353,3.0.2,60.0,86.0,35,True,210.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4683.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,6418969.0,6467892.0,https://anaconda.org/conda-forge/pytest-xdist,2022-10-25 19:57:12.738,3767086.0,2.0,4683.0,,,,,,,,,,,,,,,,,,,,
47,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-11-09 11:25:03.000,2022-11-09 11:25:03,956.0,50.0,97.0,22.0,65.0,198.0,791.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,35,True,9.0,progressbar2,conda-forge/progressbar2,,24845.0,23333.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,16219687.0,16228222.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,629666.0,2.0,1512.0,,1724.0,,,,,,,,,,,,,,,,,,
48,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-11-30 01:10:50.000,2022-11-08 00:49:03,583.0,8.0,188.0,28.0,345.0,215.0,438.0,2021-11-18 00:41:06.000,21.3,39.0,82.0,35,True,66.0,packaging,conda-forge/packaging,,533975.0,516458.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,124643889.0,124938739.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,22997145.0,1.0,17517.0,-1.0,618.0,,,,,,,,,,,,,,,,,,
49,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-11-29 22:50:27.000,2022-11-29 20:11:40,819.0,27.0,121.0,26.0,140.0,317.0,365.0,2022-11-09 20:45:23.777,0.38.4,71.0,66.0,35,True,40.0,wheel,conda-forge/wheel,,35368.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,174562088.0,175185118.0,https://anaconda.org/conda-forge/wheel,2022-11-10 03:42:20.427,47973338.0,2.0,35368.0,,,,,,,,,,,,,,,,,,,,
50,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-11-30 22:55:38.000,2022-11-30 22:52:34,13091.0,654.0,399.0,107.0,334.0,229.0,6147.0,2022-11-08 21:43:56.374,0.9.17,75.0,228.0,34,True,125.0,pyre-check,,,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,197117.0,197117.0,,,,2.0,33.0,,,,,,,,,,,,,,,,,,,,
51,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-11-29 13:08:41.000,2022-10-28 14:45:51,1289.0,2.0,486.0,59.0,350.0,435.0,4713.0,2022-03-04 07:43:44.000,1.7.4,35.0,160.0,34,True,183.0,bandit,conda-forge/bandit,,25305.0,23771.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,2795861.0,2800322.0,https://anaconda.org/conda-forge/bandit,2022-10-29 14:12:14.100,191422.0,1.0,1534.0,,528.0,,,,,,,,,,,,,,,,,,
52,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-11-27 04:07:20.000,2022-08-12 12:22:25,568.0,,235.0,34.0,214.0,173.0,3494.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,34,True,109.0,freezegun,conda-forge/freezegun,,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,5555361.0,5562292.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,561473.0,2.0,4479.0,,,,,,,,,,,,,,,,,,,,
53,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-11-20 00:46:01.000,2022-11-20 00:46:00,1193.0,13.0,211.0,45.0,256.0,163.0,2543.0,2022-11-03 17:20:34.545,2022.1.3,76.0,91.0,34,True,154.0,pudb,conda-forge/pudb,,4312.0,3573.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,244706.0,247020.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,178202.0,1.0,739.0,,,,,,,,,,,,,,,,,,,,
54,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2022-12-01 13:58:02.000,2022-12-01 13:58:01,1279.0,189.0,166.0,30.0,225.0,233.0,2289.0,2022-11-24 07:49:29.000,22.3.0,30.0,94.0,34,False,23.0,structlog,conda-forge/structlog,,939.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,3893650.0,3896988.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,257082.0,2.0,939.0,,,,,,,,,,,,,,,,,,,,
55,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2022-12-01 11:29:49.000,2022-12-01 11:27:06,1319.0,21.0,158.0,33.0,221.0,284.0,1732.0,2022-12-01 12:30:47.850,1.8.1,116.0,83.0,34,True,40.0,prospector,conda-forge/prospector,,4102.0,3430.0,https://pypi.org/project/prospector,2022-03-18 13:16:26.000,560637.0,561262.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,47504.0,1.0,672.0,5.0,,,,,,,,,,,,,,,,,,,
56,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-11-30 05:28:12.000,2022-11-30 05:28:11,8418.0,104.0,279.0,59.0,923.0,2704.0,1579.0,2022-07-30 21:59:57.000,4.4.0,29.0,145.0,34,True,653.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,358854.0,364166.0,https://anaconda.org/conda-forge/scons,2022-10-28 08:26:20.087,365271.0,2.0,48.0,,869.0,,,,,,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-11-29 20:09:44.000,2022-11-29 20:09:44,531.0,27.0,117.0,33.0,203.0,117.0,1486.0,2022-10-05 18:54:14.310,3.10.0,58.0,63.0,34,True,13.0,pytest-mock,conda-forge/pytest-mock,['pytest'],37121.0,32746.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,7748918.0,7772494.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1815373.0,2.0,4375.0,,,,,,,,,,,,,,,,,,,,
58,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-12-01 11:51:26.000,2022-12-01 09:37:03,2784.0,152.0,159.0,26.0,265.0,195.0,1453.0,2022-11-25 06:28:00.943,1.5.1,78.0,73.0,34,True,71.0,rope,conda-forge/rope,,1602.0,,https://pypi.org/project/rope,2022-06-22 07:57:01.000,614455.0,628110.0,https://anaconda.org/conda-forge/rope,2022-11-25 09:09:24.765,928541.0,1.0,1602.0,,,,,,,,,,,,,,,,,,,,
59,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-12-01 07:17:11.000,2022-12-01 07:16:53,2959.0,68.0,2590.0,384.0,883.0,1506.0,29686.0,2022-12-01 07:17:11.000,2.3.7,63.0,395.0,33,True,33.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,8698.0,8698.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
60,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-11-30 23:42:40.000,2022-11-30 23:42:39,593.0,30.0,649.0,113.0,667.0,834.0,7601.0,2022-11-16 22:23:01.967,1.28.0,88.0,29.0,33,True,32.0,playwright,,,2401.0,2325.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,1032066.0,1032066.0,,,,2.0,76.0,,,,,,,,,,,,,,,,,,,,
61,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-09-10 02:31:57.039,2021-09-14 17:41:07,402.0,,955.0,177.0,141.0,215.0,7456.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,33,False,419.0,pyautogui,conda-forge/pyautogui,,19288.0,18677.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,544933.0,547782.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,173826.0,2.0,611.0,-1.0,,,,,,,,,,,,,,,,,,,
62,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-11-30 09:42:33.000,2022-11-30 09:42:33,805.0,48.0,198.0,52.0,116.0,95.0,4927.0,2022-11-05 12:02:04.078,4.4.0,39.0,46.0,33,True,13.0,pyinstrument,conda-forge/pyinstrument,,1092.0,986.0,https://pypi.org/project/pyinstrument,2022-07-03 16:21:24.000,447650.0,449647.0,https://anaconda.org/conda-forge/pyinstrument,2022-11-05 17:20:23.957,149819.0,2.0,106.0,,,,,,,,,,,,,,,,,,,,
63,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-11-30 01:56:02.989,2022-11-29 22:22:20,5688.0,161.0,258.0,55.0,759.0,461.0,3998.0,2022-11-29 22:55:35.107,2022.11.29,156.0,87.0,33,True,107.0,pytype,conda-forge/pytype,,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,440045.0,444296.0,https://anaconda.org/conda-forge/pytype,2022-11-30 01:56:02.989,131808.0,2.0,101.0,,,,,,,,,,,,,,,,,,,,
64,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-11-29 00:21:23.000,2022-11-29 00:20:10,1265.0,52.0,230.0,56.0,1034.0,817.0,2178.0,2022-11-29 00:24:00.808,2.1.117,204.0,110.0,33,True,142.0,pex,,,132.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,448781.0,516357.0,,,,2.0,132.0,,1757000.0,,,,,,,,,,,,,,,,,,
65,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2022-11-21 13:18:14.000,2022-08-20 08:31:04,665.0,,165.0,32.0,148.0,134.0,1518.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,33,True,39.0,nodeenv,conda-forge/nodeenv,,31691.0,30790.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,8022323.0,8050422.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1770292.0,2.0,901.0,-1.0,,,,,,,,,,,,,,,,,,,
66,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-11-28 10:41:14.000,2022-11-08 14:21:19,598.0,34.0,117.0,19.0,73.0,115.0,1472.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,33,True,61.0,tabulate,conda-forge/tabulate,,6688.0,,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,43587356.0,43635840.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,3830290.0,2.0,6688.0,,,,,,,,,,,,,,,,,,,,
67,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,371.0,47.0,261.0,463.0,1354.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,447.0,nose,conda-forge/nose,,176554.0,131947.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,5394783.0,5426493.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2505095.0,2.0,44607.0,,,,,,,,,,,,,,,,,,,,
68,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-11-28 21:17:58.000,2022-11-27 09:37:10,1370.0,10.0,180.0,24.0,345.0,347.0,657.0,2022-07-11 12:53:19.170,7.0.5,78.0,111.0,33,True,96.0,setuptools_scm,conda-forge/setuptools_scm,,520.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,22882623.0,22898872.0,https://anaconda.org/conda-forge/setuptools_scm,2022-10-26 09:15:53.040,1316196.0,3.0,520.0,,,,,,,,,,,,,,,,,,,,
69,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-12-01 01:33:33.000,2022-09-12 21:01:02,458.0,6.0,336.0,107.0,270.0,178.0,9387.0,2022-09-07 22:01:08.223,0.3.14,38.0,30.0,32,True,97.0,py-spy,conda-forge/py-spy,,336.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,1109113.0,1118709.0,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,346349.0,2.0,40.0,,10736.0,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,221.0,402204.0,,
70,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2022-11-30 19:28:13.000,2022-11-30 19:28:11,2778.0,235.0,230.0,66.0,191.0,189.0,6724.0,2022-11-16 23:23:01.035,1.5.15,134.0,34.0,32,True,93.0,scalene,,,161.0,158.0,https://pypi.org/project/scalene,2022-04-29 20:48:31.000,16089.0,16089.0,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,
71,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-12-01 09:56:49.000,2022-12-01 09:56:45,3531.0,28.0,201.0,40.0,32.0,813.0,1875.0,2022-11-20 05:32:00.000,7.7.3,257.0,25.0,32,False,34.0,pyarmor,,,589.0,575.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,560213.0,560213.0,,,,2.0,14.0,,,,,,,,,,,,,,,,,,,,
72,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2022-10-28 10:53:26.838,2019-10-16 17:48:40,1195.0,,158.0,35.0,151.0,125.0,1427.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,32,False,64.0,logbook,conda-forge/logbook,,4819.0,3636.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,2118507.0,2120772.0,https://anaconda.org/conda-forge/logbook,2022-10-28 10:53:26.838,101794.0,2.0,1183.0,,282.0,,,,,,,,,,,,,,,,,,
73,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2022-11-29 14:59:54.000,2022-11-29 14:59:49,846.0,37.0,156.0,26.0,172.0,282.0,1406.0,2022-11-15 12:55:03.470,12.3.0,93.0,43.0,32,True,11.0,pdoc,,,1125.0,922.0,https://pypi.org/project/pdoc,2022-06-08 15:33:02.000,60961.0,60961.0,,,,2.0,203.0,,,,,,,,,,,,,,,,,,,,
74,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-11-07 12:45:30.000,2022-04-05 09:33:19,724.0,,175.0,21.0,305.0,212.0,973.0,2021-05-17 20:37:45.000,6.1.1,17.0,81.0,32,True,91.0,pydocstyle,conda-forge/pydocstyle,,40706.0,38311.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2480099.0,2493407.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,1024790.0,2.0,2395.0,,57.0,,,,,,,,,,,,,,,,,,
75,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-11-29 01:26:25.000,2022-11-29 01:26:22,1092.0,10.0,136.0,23.0,291.0,211.0,735.0,2022-07-16 16:40:18.561,0.12.0,28.0,74.0,32,True,51.0,nose2,conda-forge/nose2,,6510.0,5428.0,https://pypi.org/project/nose2,2022-02-13 00:26:17.000,576898.0,578259.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,74906.0,2.0,1082.0,,,,,,,,,,,,,,,,,,,,
76,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-05-06 18:17:17.000,2021-09-24 20:53:41,351.0,,180.0,21.0,79.0,54.0,668.0,2021-12-15 14:50:58.488,0.0.1,25.0,28.0,32,False,89.0,alabaster,conda-forge/alabaster,['sphinx'],85255.0,77575.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,5848586.0,5915019.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,5115408.0,2.0,7680.0,,,,,,,,,,,,,,,,,,,,
77,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2022-11-03 16:22:18.000,2022-11-03 16:22:18,1738.0,12.0,176.0,21.0,338.0,385.0,639.0,2022-06-20 18:54:02.000,4.34.0,64.0,105.0,32,True,136.0,breathe,conda-forge/breathe,,9124.0,8094.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,283933.0,289455.0,https://anaconda.org/conda-forge/breathe,2022-06-21 01:45:19.926,407215.0,2.0,1030.0,,415.0,,,,,,,,,,,,,,,,,breathe-doc/breathe,
78,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-11-29 02:01:45.000,2022-10-27 14:07:32,392.0,5.0,199.0,20.0,257.0,193.0,544.0,2022-11-11 08:16:56.000,3.2.0,45.0,46.0,32,True,134.0,pytest-html,conda-forge/pytest-html,['pytest'],27226.0,26543.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,2833082.0,2837926.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,324578.0,2.0,683.0,,,,,,,,,,,,,,,,,,,,
79,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-11-29 14:12:21.000,2022-11-29 14:12:18,9994.0,26.0,5017.0,1080.0,330.0,4765.0,25414.0,2022-10-06 09:52:06.098,1.6.10,85.0,121.0,31,True,59.0,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6529.0,6529.0,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,
80,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2022-11-16 06:25:05.000,2022-04-02 15:07:32,305.0,,918.0,234.0,112.0,97.0,15382.0,2022-04-02 15:00:56.000,1.1.1,57.0,27.0,31,True,19.0,pysnooper,conda-forge/pysnooper,,886.0,838.0,https://pypi.org/project/pysnooper,2022-04-02 15:00:56.000,206728.0,208036.0,https://anaconda.org/conda-forge/pysnooper,2022-04-04 02:05:04.609,56244.0,1.0,48.0,,,,,,,,,,,,,,,,,,,,
81,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2022-12-01 10:29:36.000,2022-12-01 10:25:17,531.0,4.0,263.0,65.0,399.0,405.0,5747.0,2022-05-28 04:17:00.000,1.1.0,51.0,82.0,31,True,118.0,pipx,conda-forge/pipx,,877.0,868.0,https://pypi.org/project/pipx,2022-05-28 04:17:00.000,446478.0,447651.0,https://anaconda.org/conda-forge/pipx,2022-11-01 08:11:28.547,14078.0,2.0,9.0,4.0,,,,,,,,,,,,,,,,,,,
82,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2022-12-01 10:58:51.000,2021-10-23 09:17:21,311.0,,316.0,59.0,132.0,95.0,4696.0,2021-12-15 16:10:13.225,0.1.0,40.0,51.0,31,False,133.0,pipreqs,conda-forge/pipreqs,,14659.0,14323.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,505692.0,506102.0,https://anaconda.org/conda-forge/pipreqs,2022-04-08 21:43:21.706,30770.0,2.0,336.0,,,,,,,,,,,,,,,,,,,,
