,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
85,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2024-02-13 16:25:09.000,2024-02-13 16:25:08,351.0,15.0,98.0,11.0,239.0,155.0,518.0,2024-02-08 02:24:00.000,2.0.0,45.0,54.0,32,True,,31.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],47183.0,47183.0,https://pypi.org/project/sphinx-autodoc-typehints,,,1744473.0,1759066.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2024-02-08 10:39:09.188,642133.0,2.0,,,,,,,,,,,,,,,,,
86,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2024-01-30 20:19:18.000,2023-11-06 14:59:27,469.0,,30.0,10.0,43.0,25.0,295.0,2023-10-29 10:17:10.000,2.0.1,33.0,10.0,32,True,,17.0,executing,conda-forge/executing,,150198.0,149972.0,https://pypi.org/project/executing,2023-10-29 10:17:10.000,226.0,26447849.0,26707930.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,10403262.0,1.0,,,,,,,,,,,,,,,,,
87,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2024-02-10 14:24:33.000,2024-02-10 14:24:28,10141.0,29.0,5335.0,1090.0,378.0,5053.0,29920.0,2024-01-03 22:20:06.000,1.8,9.0,134.0,31,False,,49.0,sqlmap,,,21.0,21.0,https://pypi.org/project/sqlmap,,,9349.0,9349.0,,,,2.0,,,,,,,,,,,,,,,,,
88,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2024-02-09 01:23:29.000,2023-12-16 00:50:19,486.0,1.0,377.0,111.0,314.0,190.0,11531.0,2022-09-07 22:01:08.223,0.3.14,38.0,37.0,31,True,,145.0,py-spy,conda-forge/py-spy,,3642.0,3590.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,51.0,1814919.0,1825411.0,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,508104.0,2.0,15249.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,444.0,409619.0,
89,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2024-02-04 22:27:07.000,2024-02-01 01:02:12,272.0,10.0,172.0,50.0,53.0,71.0,8192.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,31,True,,70.0,icecream,conda-forge/icecream,,202.0,21.0,https://pypi.org/project/icecream,2022-07-21 09:20:01.329,181.0,1249308.0,1250221.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,31075.0,2.0,,,,,,,,,,,,,,,,,
90,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2024-02-09 19:12:44.000,2024-01-25 20:03:15,1481.0,5.0,1584.0,167.0,711.0,622.0,4557.0,,,22.0,116.0,31,True,,177.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,3984913.0,4069164.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3707045.0,2.0,,,,,,,,,,-6.0,,,,,,,
91,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2024-02-15 05:37:27.000,2024-02-15 05:37:26,1149.0,79.0,44.0,13.0,46.0,199.0,2268.0,2024-02-14 06:47:55.000,0.17.2,36.0,20.0,31,True,,52.0,beartype,conda-forge/beartype,,213.0,,https://pypi.org/project/beartype,2024-02-14 06:47:55.000,213.0,2376240.0,2378054.0,https://anaconda.org/conda-forge/beartype,2024-02-14 08:46:20.588,79853.0,2.0,,,,,,,,,,,,,,,,,
92,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2024-01-30 17:24:50.000,2024-01-30 17:24:46,619.0,3.0,101.0,14.0,173.0,333.0,1501.0,2023-11-14 17:46:28.000,0.24.0,18.0,42.0,31,True,,44.0,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],11294.0,11294.0,https://pypi.org/project/mkdocstrings,,,825078.0,827687.0,https://anaconda.org/conda-forge/mkdocstrings,2023-11-15 01:17:08.478,104360.0,2.0,,,,,,,,,,,,,,,,,
93,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2024-02-13 00:09:12.000,2024-01-21 14:57:12,1094.0,9.0,198.0,56.0,340.0,206.0,1248.0,2022-11-09 16:51:21.000,6.1.1,7.0,61.0,31,True,,115.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3366.0,3366.0,https://pypi.org/project/pytest-bdd,,,833762.0,839994.0,https://anaconda.org/conda-forge/pytest-bdd,2023-12-02 22:25:37.629,56094.0,2.0,,,,,,,,,,,,,,,,,
94,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2024-02-12 17:48:32.000,2023-11-02 07:06:53,544.0,,143.0,24.0,422.0,276.0,1173.0,2023-04-23 03:14:01.967,2023.4.22,25.0,91.0,31,True,wntrblm/nox,63.0,nox,conda-forge/nox,['pytest'],5440.0,4976.0,https://pypi.org/project/nox,2023-04-23 03:14:01.967,464.0,1194643.0,1200527.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,258921.0,2.0,,,,,,,,,,,,,,,,,
95,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-12-03 13:55:50.000,2023-12-03 13:55:50,149.0,1.0,57.0,17.0,60.0,45.0,620.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,31,True,,14.0,mccabe,conda-forge/mccabe,,443608.0,427598.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,16010.0,32230398.0,32315559.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7834848.0,2.0,,,,,,,,,,,,,,,,,
96,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/sphinx-doc/sphinx-autobuild,https://github.com/sphinx-doc/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2024-02-04 08:41:06.492,2024-02-04 06:08:57,337.0,33.0,69.0,21.0,66.0,58.0,500.0,2024-02-04 06:10:03.000,2024.02.04,5.0,29.0,31,True,sphinx-doc/sphinx-autobuild,24.0,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],21826.0,21826.0,https://pypi.org/project/sphinx-autobuild,,,620834.0,627039.0,https://anaconda.org/conda-forge/sphinx-autobuild,2024-02-04 08:41:06.492,235818.0,2.0,,,,,,,,,,,,,,,,,
97,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2024-02-12 08:47:05.000,2024-02-12 08:47:04,813.0,37.0,36.0,6.0,57.0,156.0,237.0,2024-02-08 15:17:00.000,0.40.1,95.0,27.0,31,True,,21.0,griffe,conda-forge/griffe,,4451.0,4402.0,https://pypi.org/project/griffe,2024-02-08 15:16:50.000,49.0,1172458.0,1181559.0,https://anaconda.org/conda-forge/griffe,2024-02-08 18:51:30.938,209328.0,2.0,,,,,,,,,,,,,,,,,
98,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2024-02-12 13:47:54.000,2024-02-12 13:47:53,2788.0,107.0,318.0,46.0,1598.0,1132.0,5850.0,2023-12-21 16:59:19.000,2023.12.21,118.0,147.0,30,True,,453.0,,conda-forge/mamba,,,,,,,,230415.0,https://anaconda.org/conda-forge/mamba,2023-12-21 18:03:09.663,10368693.0,3.0,,,,,,,,,,,,,,,,,
99,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2024-01-16 22:08:41.000,2024-01-16 22:07:01,1237.0,7.0,216.0,49.0,281.0,177.0,2828.0,2024-01-16 22:18:37.000,2024.1,12.0,95.0,30,False,,143.0,pudb,conda-forge/pudb,,5908.0,5908.0,https://pypi.org/project/pudb,,,252586.0,255299.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,246906.0,2.0,,,,,,,,,,,,,,,,,
100,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,,147.0,28.0,84.0,130.0,1794.0,2023-03-09 15:41:00.602,0.13.13,46.0,58.0,30,True,,64.0,ipdb,conda-forge/ipdb,,61928.0,52910.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,9018.0,2798619.0,2803402.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,435267.0,2.0,,,,,,,,,,,,,,,,,
101,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000,2023-01-16 03:40:03,1483.0,,167.0,48.0,163.0,218.0,1753.0,,,10.0,65.0,30,False,,84.0,doit,conda-forge/doit,,1712.0,1712.0,https://pypi.org/project/doit,,,502137.0,505520.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,250401.0,3.0,,,,,,,,,,,,,,,,,
102,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2024-01-04 18:22:31.000,2023-10-06 10:02:00,544.0,,111.0,34.0,93.0,145.0,1575.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,30,True,,23.0,radon,conda-forge/radon,,5406.0,4746.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,660.0,456850.0,457754.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,68776.0,2.0,,,,,,,,,,,,,,,,,
103,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000,2016-03-04 01:16:26,1004.0,,382.0,48.0,262.0,466.0,1357.0,,,1.0,95.0,30,False,,400.0,nose,conda-forge/nose,,151027.0,151027.0,https://pypi.org/project/nose,,,5196023.0,5228536.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,3023789.0,2.0,,,,,,,,,,,,,,,,,
104,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2024-01-31 07:24:33.000,2023-12-18 14:36:24,755.0,35.0,72.0,15.0,92.0,60.0,1334.0,2023-12-07 08:53:23.000,1.6.0,24.0,31.0,30,True,,20.0,yappi,conda-forge/yappi,,1458.0,1107.0,https://pypi.org/project/yappi,2023-12-07 08:53:23.000,351.0,2397652.0,2401871.0,https://anaconda.org/conda-forge/yappi,2023-12-07 11:50:22.080,168792.0,2.0,,,,,,,,,,,,,,,,,
105,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2024-02-13 11:58:47.000,2024-01-19 17:05:01,1683.0,30.0,201.0,26.0,459.0,470.0,802.0,2023-10-02 15:08:38.000,8.0.4,55.0,132.0,30,True,,84.0,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,,,27551196.0,27598464.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2127093.0,3.0,,,,,,,,,,,,,,,,,
106,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2024-02-12 16:55:42.000,2024-01-31 00:34:09,1151.0,25.0,128.0,23.0,331.0,218.0,771.0,,,5.0,77.0,30,False,,49.0,nose2,conda-forge/nose2,,24570.0,24570.0,https://pypi.org/project/nose2,,,745580.0,747418.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,126823.0,2.0,,,,,,,,,,,,,,,,,
107,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2024-02-13 00:30:37.000,2023-11-04 22:55:07,654.0,,119.0,16.0,199.0,169.0,578.0,2023-10-23 13:09:34.000,2.5.5,56.0,70.0,30,True,pylint-dev/pylint-django,59.0,pylint-django,conda-forge/pylint-django,['pylint'],29818.0,28633.0,https://pypi.org/project/pylint-django,2023-10-23 13:09:34.000,1185.0,1243296.0,1247885.0,https://anaconda.org/conda-forge/pylint-django,2024-01-09 10:07:10.754,178778.0,2.0,278.0,,,,,,,,,,,,,,,,
108,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2024-02-07 21:16:00.000,2023-08-14 16:01:13,475.0,,190.0,9.0,230.0,146.0,545.0,2021-11-11 21:00:03.000,3.3.1,42.0,64.0,30,True,,27.0,coveralls,conda-forge/coveralls,['pytest'],42586.0,33008.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,9578.0,546964.0,559403.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1057331.0,2.0,,,,,,,,,,,,,,,,,
109,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2024-02-12 02:37:46.000,2023-10-18 07:06:19,437.0,,486.0,164.0,161.0,172.0,9611.0,2023-10-18 16:33:47.000,0.15.2.0,10.0,44.0,29,True,,145.0,gdbgui,,,356.0,356.0,https://pypi.org/project/gdbgui,,,12327.0,12718.0,,,,3.0,16827.0,,,,,,,,,,,,,,,,
110,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2024-02-11 07:20:05.000,2024-01-14 11:14:37,613.0,18.0,251.0,34.0,230.0,191.0,3915.0,2023-12-19 10:46:44.000,1.4.0,18.0,113.0,29,True,,111.0,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,,,9112966.0,9150078.0,https://anaconda.org/conda-forge/freezegun,2023-12-19 12:37:51.731,1521382.0,3.0,12.0,,,,,,,,,-6.0,,,,,,,
111,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2024-02-15 07:12:37.000,2024-01-12 20:26:20,1320.0,66.0,353.0,48.0,483.0,203.0,3359.0,2022-10-05 17:13:10.000,1.4.0,8.0,74.0,29,True,,102.0,detect-secrets,,,,,https://pypi.org/project/detect-secrets,,,464107.0,464107.0,,,,3.0,,,,,,,,,,,,,,,,,
112,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2024-01-28 10:24:07.000,2024-01-28 09:31:50,1187.0,8.0,125.0,33.0,277.0,284.0,2070.0,,,22.0,71.0,29,True,,103.0,flit,conda-forge/flit,,1732.0,1732.0,https://pypi.org/project/flit,,,332663.0,334756.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,175817.0,3.0,,,,,,,,,,,,,,,,,
113,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2024-02-01 17:33:17.000,2024-02-01 17:33:16,1002.0,23.0,176.0,27.0,307.0,335.0,1745.0,,,,48.0,29,True,,18.0,pdoc,,,2514.0,2514.0,https://pypi.org/project/pdoc,,,217493.0,217493.0,,,,2.0,,,,,,,,,,,,,,,,,
114,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2024-01-07 16:46:27.000,2023-12-15 12:49:52,1016.0,12.0,107.0,20.0,76.0,88.0,1169.0,,,5.0,41.0,29,True,,91.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],8247.0,8247.0,https://pypi.org/project/pytest-benchmark,,,1150079.0,1170628.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1952163.0,3.0,,,,,,,,,,,,,,,,,
115,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2024-01-22 03:44:28.000,2024-01-03 04:38:36,234.0,2.0,111.0,21.0,64.0,45.0,432.0,2024-01-03 04:48:22.000,1.7.1,24.0,38.0,29,True,,8.0,ddt,conda-forge/ddt,,5504.0,5504.0,https://pypi.org/project/ddt,,,569893.0,575277.0,https://anaconda.org/conda-forge/ddt,2024-01-03 06:36:38.303,91534.0,3.0,,,,,,,,,,,,,,,,,
116,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2024-02-15 06:12:16.000,2024-02-05 17:25:37,596.0,7.0,146.0,35.0,309.0,137.0,268.0,2023-09-26 00:23:25.000,1.6.0,15.0,81.0,29,False,,80.0,numpydoc,conda-forge/numpydoc,['sphinx'],42411.0,42411.0,https://pypi.org/project/numpydoc,,,539204.0,589152.0,https://anaconda.org/conda-forge/numpydoc,2023-12-08 17:48:59.802,2247694.0,2.0,,,,,,,,,,,,,,,,,
117,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2024-01-31 08:37:53.000,2024-01-31 04:04:12,1074.0,3.0,70.0,33.0,7.0,,234.0,2023-12-08 14:15:04.000,6.1.0,41.0,188.0,29,True,,,hacking,,['flake8'],4401.0,,https://pypi.org/project/hacking,2023-12-08 14:15:04.000,4401.0,108999.0,108999.0,,,,2.0,,,,,,,,,,9.0,,,,,,,
118,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2024-02-15 11:36:51.000,2024-02-10 21:52:43,112.0,4.0,39.0,5.0,67.0,45.0,171.0,2024-02-10 21:58:22.000,3.4.0,42.0,33.0,29,True,,6.0,flake8-quotes,conda-forge/flake8-quotes,['flake8'],21763.0,20829.0,https://pypi.org/project/flake8-quotes,2024-02-10 21:58:22.000,934.0,756265.0,779175.0,https://anaconda.org/conda-forge/flake8-quotes,2024-02-10 23:02:56.593,687306.0,2.0,,,,,,,,,,,,,,,,,
119,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-12-22 19:33:33.000,2023-11-03 11:07:13,382.0,,101.0,9.0,95.0,56.0,162.0,2023-11-03 11:07:04.000,6.1.1,43.0,38.0,29,True,,1.0,flake8-isort,conda-forge/flake8-isort,['flake8'],26130.0,25371.0,https://pypi.org/project/flake8-isort,2023-11-03 11:07:04.000,759.0,1176787.0,1178134.0,https://anaconda.org/conda-forge/flake8-isort,2023-11-03 12:57:59.437,57930.0,2.0,,,,,,,,,,,,,,,,,
120,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-12-07 18:19:12.000,2023-01-21 22:38:30,6697.0,,211.0,61.0,130.0,236.0,5059.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,28,False,,324.0,pyoxidizer,,,154.0,152.0,https://pypi.org/project/pyoxidizer,2023-01-02 16:18:55.910,2.0,13485.0,13761.0,,,,2.0,13546.0,,,,,,,,,,,,,,,,
121,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2024-01-18 19:45:29.000,2023-12-02 19:40:58,685.0,1.0,187.0,48.0,49.0,199.0,4917.0,,,20.0,7.0,28,True,,16.0,alive-progress,conda-forge/alive-progress,,2727.0,2727.0,https://pypi.org/project/alive-progress,,,577080.0,578219.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,48995.0,3.0,,,,,,,,,,,,,,,,,
122,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2024-02-05 04:33:35.000,2021-06-11 17:11:55,4487.0,,1295.0,101.0,3153.0,2374.0,3509.0,2017-05-22 15:58:37.000,0.11.0,17.0,483.0,28,False,,658.0,coala-bears,,,13.0,13.0,https://pypi.org/project/coala-bears,,,7351.0,7352.0,,,,2.0,176.0,,,,,,,,,,,,,,,,
123,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2024-01-29 17:35:28.000,2022-07-14 07:40:12,517.0,,100.0,30.0,363.0,67.0,2578.0,2021-08-23 20:42:56.000,1.3.0,6.0,19.0,28,False,,35.0,notifiers,conda-forge/notifiers,,1178.0,1178.0,https://pypi.org/project/notifiers,,,693502.0,694447.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,35920.0,3.0,,,,,,,,,,,,,,,,,
124,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-11-01 17:50:44.000,2023-11-01 17:50:44,3337.0,,600.0,90.0,534.0,170.0,1729.0,2016-11-25 22:13:29.000,4.0.515,36.0,387.0,28,True,,135.0,diamond,,,197.0,163.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,34.0,6282.0,6282.0,,,,3.0,,,,,,,,,,,,,,,,,
125,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2024-02-07 04:52:59.000,2024-01-20 01:21:27,603.0,12.0,131.0,33.0,312.0,123.0,1591.0,2024-01-20 03:14:55.000,3.0.1,20.0,41.0,28,True,,63.0,safety,conda-forge/safety,,31.0,31.0,https://pypi.org/project/safety,,,1328973.0,1341435.0,https://anaconda.org/conda-forge/safety,2024-02-02 00:53:23.094,89566.0,3.0,474940.0,,,,,,,,,,,,,,,,
126,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2024-01-25 09:16:59.000,2024-01-25 09:16:55,1094.0,40.0,101.0,22.0,71.0,213.0,834.0,2023-12-18 13:26:55.000,4.3.2,47.0,45.0,28,True,,4.0,progressbar2,conda-forge/progressbar2,,,,https://pypi.org/project/progressbar2,,,25014782.0,25040742.0,https://anaconda.org/conda-forge/progressbar2,2023-12-21 22:48:56.610,1141078.0,3.0,2159.0,,,,,,,,,,,,,,,,
127,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2024-01-11 17:49:41.000,2024-01-11 17:49:41,266.0,1.0,98.0,24.0,110.0,79.0,763.0,2019-12-10 01:50:33.000,0.8.1,14.0,34.0,28,True,,40.0,astor,conda-forge/astor,,2221.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2221.0,5441603.0,5469218.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2264447.0,2.0,,,,,,,,,,,,,,,,,
128,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2024-02-13 00:59:00.000,2024-01-18 10:45:13,649.0,4.0,105.0,25.0,162.0,65.0,736.0,2023-10-22 15:51:05.000,V2.1.0,10.0,43.0,28,False,,17.0,pyhamcrest,conda-forge/pyhamcrest,,36836.0,36836.0,https://pypi.org/project/pyhamcrest,,,1491077.0,1496233.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,479556.0,3.0,,,,,,,,,,,,,,,,,
