,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
42,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-03-06 15:13:38.000,2023-03-06 08:40:43,3132.0,180.0,165.0,25.0,343.0,71.0,223.0,1555.0,2023-01-17 02:39:01.107,1.7.0,81.0,78.0,36,True,rope,conda-forge/rope,,61290.0,59651.0,https://pypi.org/project/rope,2023-01-17 02:39:01.107,1639.0,629227.0,644052.0,https://anaconda.org/conda-forge/rope,2023-01-29 10:36:21.444,1052599.0,1.0,,,,,,,-1.0,,,,,,,,,,,,,
43,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-03-14 19:35:14.000,2023-03-14 19:35:14,853.0,30.0,126.0,27.0,158.0,33.0,330.0,389.0,2023-03-14 15:11:10.051,0.40.0,72.0,70.0,36,True,wheel,conda-forge/wheel,,233307.0,196902.0,https://pypi.org/project/wheel,2022-11-09 20:45:23.777,36405.0,150539807.0,151257416.0,https://anaconda.org/conda-forge/wheel,2023-03-14 16:43:24.949,57408745.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
44,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2023-03-15 17:25:55.000,2023-03-14 19:01:25,547.0,6.0,7840.0,34.0,265.0,74.0,126.0,22905.0,2022-10-08 14:12:04.684,1.5.0,23.0,76.0,35,True,numpydoc,conda-forge/numpydoc,['sphinx'],41943.0,37319.0,https://pypi.org/project/numpydoc,2022-10-08 14:12:04.684,4624.0,461631.0,484408.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1685522.0,2.0,,,,,,,,,,,,,,,,,,,,
45,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-03-16 09:00:41.000,2023-03-16 08:13:39,616.0,21.0,689.0,119.0,692.0,33.0,930.0,8211.0,2023-02-27 17:56:28.718,1.31.1,94.0,31.0,35,True,playwright,,,5363.0,5207.0,https://pypi.org/project/playwright,2023-01-25 17:35:13.011,156.0,1138808.0,1138808.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
46,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-03-15 15:58:13.000,2023-03-06 23:01:28,23481.0,85.0,1619.0,205.0,5296.0,668.0,796.0,5007.0,2022-12-04 12:01:05.939,3.7.0,121.0,836.0,35,True,buildbot,conda-forge/buildbot,,772.0,315.0,https://pypi.org/project/buildbot,2022-12-04 12:01:05.939,457.0,31368.0,33572.0,https://anaconda.org/conda-forge/buildbot,2022-12-04 16:31:50.847,74323.0,2.0,29536.0,,,,,,,,,,,,,,,,,,,
47,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-03-15 17:38:03.000,2023-03-12 22:44:08,8581.0,124.0,285.0,62.0,960.0,658.0,2715.0,1642.0,2023-03-07 04:54:08.000,4.5.1,31.0,148.0,35,True,scons,conda-forge/scons,,54.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,54.0,1072332.0,1078009.0,https://anaconda.org/conda-forge/scons,2023-03-07 20:12:00.674,406990.0,2.0,1215.0,,,,,,,,,,,,,,,,,,,
48,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-03-10 05:06:45.000,2022-11-08 14:21:19,598.0,,125.0,21.0,82.0,72.0,117.0,1583.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,35,True,tabulate,conda-forge/tabulate,,117456.0,110204.0,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,7252.0,47022556.0,47076726.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4441960.0,2.0,,,,,,,,,,,,,,,,,,,,
49,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-02-28 17:40:55.000,2023-02-28 17:40:55,262.0,21.0,201.0,26.0,78.0,3.0,89.0,1451.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,35,True,python-json-logger,conda-forge/python-json-logger,,43457.0,42663.0,https://pypi.org/project/python-json-logger,2022-07-11 14:10:01.875,794.0,14178389.0,14216224.0,https://anaconda.org/conda-forge/python-json-logger,2023-02-22 15:29:12.361,2686299.0,2.0,,,,,,,,,,,,,,,,,,,,
50,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-01-31 18:46:00.000,2023-01-31 18:45:58,555.0,2.0,169.0,26.0,288.0,56.0,444.0,1250.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,35,True,pyflakes,conda-forge/pyflakes,,223140.0,209402.0,https://pypi.org/project/pyflakes,2022-11-24 16:55:02.246,13738.0,21509513.0,21580603.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,5758322.0,2.0,,,,,,,,,,,,,,,,,,,,
51,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-03-14 10:52:24.000,2023-03-14 10:52:23,1073.0,21.0,192.0,48.0,349.0,218.0,314.0,1103.0,2023-03-12 15:10:53.764,3.2.1,63.0,89.0,35,True,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5143.0,,https://pypi.org/project/pytest-xdist,2022-12-03 14:34:08.213,5143.0,8517464.0,8571629.0,https://anaconda.org/conda-forge/pytest-xdist,2023-03-13 11:04:35.514,4333250.0,1.0,,,,,,,,,,,,,,,,,,,,
52,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-03-09 14:18:09.000,2023-03-05 18:15:35,374.0,20.0,182.0,32.0,85.0,61.0,54.0,683.0,2023-01-13 06:44:02.021,0.7.13,26.0,29.0,35,True,alabaster,conda-forge/alabaster,['sphinx'],97470.0,89757.0,https://pypi.org/project/alabaster,2023-01-13 06:44:02.021,7713.0,6616618.0,6687153.0,https://anaconda.org/conda-forge/alabaster,2023-01-13 21:36:23.432,5642855.0,2.0,,,,,,,,,,,,,sphinx-doc/alabaster,,,,,,,
53,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-02-06 13:53:24.000,2021-09-14 17:41:07,402.0,,1009.0,177.0,146.0,425.0,221.0,7775.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,pyautogui,conda-forge/pyautogui,,22199.0,21588.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,556775.0,559641.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,183480.0,2.0,,,,,,,,,,,,,,,,,,,,
54,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-02-22 05:49:22.000,2023-02-22 05:49:22,592.0,18.0,249.0,32.0,218.0,129.0,177.0,3607.0,2022-08-12 12:25:03.405,1.2.2,59.0,110.0,34,True,freezegun,conda-forge/freezegun,,4578.0,,https://pypi.org/project/freezegun,2022-08-12 12:25:03.405,4578.0,6750177.0,6759467.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,780374.0,2.0,,,,,,,,,,,,,,,,,,,,
55,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-03-16 14:15:26.000,2023-03-16 14:15:23,1315.0,35.0,173.0,31.0,230.0,29.0,238.0,2442.0,2022-11-24 07:49:29.000,22.3.0,30.0,96.0,34,False,structlog,conda-forge/structlog,,8865.0,7846.0,https://pypi.org/project/structlog,2022-11-24 07:45:37.941,1019.0,6886858.0,6890391.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,282714.0,2.0,,,,,,,,,,,,,,,,,,,,
56,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-03-14 06:45:46.000,2023-03-07 06:24:29,1352.0,19.0,161.0,35.0,248.0,52.0,302.0,1777.0,2023-02-15 20:46:15.689,1.9.0,121.0,87.0,34,True,prospector,conda-forge/prospector,,4835.0,4109.0,https://pypi.org/project/prospector,2023-01-10 19:32:09.781,726.0,645818.0,646597.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,61584.0,1.0,,,,,,,,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-03-14 10:51:15.000,2023-03-14 10:51:15,543.0,10.0,122.0,34.0,214.0,13.0,121.0,1550.0,2022-10-05 18:54:14.310,3.10.0,58.0,64.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],64650.0,59730.0,https://pypi.org/project/pytest-mock,2022-10-05 18:54:14.310,4920.0,9727160.0,9751520.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1948807.0,2.0,,,,,,,,,,,,,,,,,,,,
58,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-03-10 15:45:48.000,2023-02-28 12:05:33,910.0,2.0,192.0,35.0,234.0,125.0,235.0,1401.0,2022-09-28 18:41:46.166,4.0.0,44.0,82.0,34,True,pytest-cov,conda-forge/pytest-cov,['pytest'],272443.0,239376.0,https://pypi.org/project/pytest-cov,2022-09-28 18:41:46.166,33067.0,23066728.0,23159556.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,7797563.0,2.0,,,,,,,,,,,,,,,,,,,,
59,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-03-15 22:12:31.000,2023-03-15 22:12:02,448.0,122.0,83.0,16.0,74.0,10.0,224.0,1125.0,2023-03-15 22:15:09.294,3.0.1,51.0,25.0,34,True,typeguard,conda-forge/typeguard,,14509.0,13179.0,https://pypi.org/project/typeguard,2023-03-01 22:37:52.893,1330.0,6895137.0,6899545.0,https://anaconda.org/conda-forge/typeguard,2022-07-27 14:30:31.626,220429.0,1.0,,,,,,,1.0,,,,,,,,,,,,,
60,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-03-14 18:21:42.000,2023-03-14 18:21:42,1443.0,68.0,189.0,24.0,360.0,90.0,369.0,689.0,2022-12-17 16:09:02.919,7.1.0,79.0,115.0,34,True,setuptools_scm,conda-forge/setuptools_scm,,675.0,,https://pypi.org/project/setuptools_scm,2022-12-17 16:09:02.919,675.0,16867766.0,16885477.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1487783.0,3.0,,,,,,,1.0,,,,,,,,,,,,,
61,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2023-03-15 02:14:18.000,2022-12-01 18:31:00,393.0,,207.0,24.0,268.0,141.0,202.0,566.0,2022-11-11 08:16:56.000,3.2.0,46.0,47.0,34,True,pytest-html,conda-forge/pytest-html,['pytest'],31685.0,30938.0,https://pypi.org/project/pytest-html,2022-10-25 12:14:09.865,747.0,3272743.0,3278167.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,379729.0,2.0,,,,,,,,,,,,,,,,,,,,
62,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-03-10 16:38:06.000,2023-03-10 16:38:06,3068.0,83.0,2724.0,386.0,936.0,27.0,1546.0,31011.0,2023-03-10 06:04:26.000,2.3.15,71.0,414.0,33,True,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,11301.0,11301.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
63,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-03-16 10:17:26.000,2023-03-16 10:11:03,13775.0,482.0,412.0,113.0,350.0,137.0,232.0,6278.0,2023-02-14 01:01:23.450,0.9.18,76.0,235.0,33,True,pyre-check,,,39.0,,https://pypi.org/project/pyre-check,2022-11-08 21:43:56.374,39.0,58523.0,58523.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
64,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-03-13 19:09:40.000,2023-03-13 06:42:20,550.0,18.0,281.0,72.0,416.0,122.0,416.0,6135.0,2023-03-12 06:23:00.522,1.2.0,52.0,88.0,33,True,pipx,conda-forge/pipx,,1093.0,1081.0,https://pypi.org/project/pipx,2022-05-28 04:17:00.000,12.0,563364.0,564686.0,https://anaconda.org/conda-forge/pipx,2023-03-13 16:16:53.369,19836.0,2.0,32.0,,,,,,,,,,,,,,,,,,,
65,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-03-07 10:57:30.000,2023-03-07 07:22:37,2336.0,14.0,307.0,64.0,976.0,17.0,307.0,3926.0,2022-12-17 18:19:31.923,7.0.0,42.0,115.0,33,True,mimesis,conda-forge/mimesis,,1336.0,1275.0,https://pypi.org/project/mimesis,2022-12-17 18:19:31.923,61.0,120098.0,122827.0,https://anaconda.org/conda-forge/mimesis,2022-12-18 02:34:56.874,87214.0,2.0,386.0,,,,,,,,,,,,,,,,,,,
66,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-03-13 17:12:20.000,2023-03-13 17:12:20,1199.0,6.0,216.0,47.0,262.0,157.0,167.0,2610.0,2022-11-03 17:20:34.545,2022.1.3,76.0,91.0,33,True,pudb,conda-forge/pudb,,5275.0,4525.0,https://pypi.org/project/pudb,2022-11-03 17:20:34.545,750.0,230344.0,232822.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,198273.0,1.0,,,,,,,,,,,,,,,,,,,,
67,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-03-16 03:01:42.000,2023-03-04 16:42:56,2151.0,3.0,363.0,26.0,1540.0,115.0,954.0,2160.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,33,True,wemake-python-styleguide,,,14119.0,14069.0,https://pypi.org/project/wemake-python-styleguide,2022-09-27 22:22:25.120,50.0,241173.0,241173.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
68,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-03-16 10:43:15.000,2022-08-20 08:31:04,665.0,,173.0,33.0,151.0,49.0,134.0,1545.0,2022-06-25 15:42:15.000,1.7.0,70.0,85.0,33,True,nodeenv,conda-forge/nodeenv,,40904.0,39986.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,918.0,9922002.0,9955422.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,2205744.0,2.0,,,,,,,,,,,,,,,,,,,,
69,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-03-15 11:11:12.000,2023-03-15 11:11:11,890.0,44.0,166.0,27.0,206.0,15.0,297.0,1479.0,2023-02-19 18:13:07.217,13.0.0,95.0,47.0,33,True,pdoc,,,1884.0,1632.0,https://pypi.org/project/pdoc,2023-01-06 22:04:00.729,252.0,96850.0,96850.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
70,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,387.0,49.0,261.0,452.0,464.0,1356.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,nose,conda-forge/nose,,183966.0,139078.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44888.0,5244448.0,5276787.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2651866.0,2.0,,,,,,,,,,,,,,,,,,,,
71,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-02-27 20:00:54.000,2023-02-27 20:00:54,1021.0,25.0,189.0,55.0,311.0,124.0,190.0,1134.0,2022-11-09 16:51:21.000,6.1.1,95.0,54.0,33,True,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2882.0,2704.0,https://pypi.org/project/pytest-bdd,2022-11-08 17:18:53.914,178.0,726756.0,727892.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,52300.0,2.0,,,,,,,,,,,,,,,,,,,,
72,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-03-13 19:04:45.000,2023-02-25 06:50:39,388.0,32.0,118.0,36.0,279.0,33.0,206.0,1115.0,2022-12-08 12:30:00.681,0.20.3,35.0,41.0,33,True,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1007.0,,https://pypi.org/project/pytest-asyncio,2022-12-08 12:30:00.681,1007.0,5847416.0,5869108.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-12-08 19:33:40.469,1518093.0,2.0,72.0,,,,,,,,,,,,,,,,,,,
73,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-02-10 09:37:04.000,2023-01-17 20:27:44,742.0,18.0,188.0,19.0,313.0,111.0,221.0,1019.0,2023-01-17 20:31:11.783,6.3.0,22.0,89.0,33,True,pydocstyle,conda-forge/pydocstyle,,55470.0,52721.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2749.0,3123974.0,3139466.0,https://anaconda.org/conda-forge/pydocstyle,2023-01-17 23:20:42.339,1239382.0,2.0,60.0,,,,,,,,,,,,,,,,,,,
74,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-03-13 21:14:05.000,2023-03-13 21:14:01,973.0,9.0,95.0,22.0,65.0,9.0,199.0,807.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,33,True,progressbar2,conda-forge/progressbar2,,28267.0,26710.0,https://pypi.org/project/progressbar2,2022-11-01 15:41:03.059,1557.0,18042412.0,18052544.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,778152.0,2.0,1815.0,,,,,,,,,,,,,,,,,,,
75,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2023-03-15 19:43:55.000,2023-02-28 20:05:14,1758.0,20.0,183.0,21.0,346.0,146.0,388.0,659.0,2023-02-28 20:05:00.925,4.35.0,65.0,107.0,33,True,breathe,conda-forge/breathe,,10043.0,9002.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,1041.0,298271.0,304040.0,https://anaconda.org/conda-forge/breathe,2023-03-01 13:19:31.767,442694.0,2.0,464.0,,,,,,,,,,,,breathe-doc/breathe,,,,,,,
76,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-03-12 13:12:02.000,2023-02-14 00:43:52,1110.0,6.0,89.0,22.0,106.0,9.0,104.0,528.0,2021-11-30 21:05:47.000,0.8.3,26.0,46.0,33,True,parso,conda-forge/parso,,285137.0,279143.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5994.0,18083619.0,18284374.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,12647610.0,2.0,,,,,,,,,,,,,,,,,,,,
77,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-03-15 22:00:20.000,2023-03-15 22:00:16,10048.0,48.0,5191.0,1091.0,344.0,62.0,4838.0,26412.0,2023-02-01 12:55:19.826,1.7.2,89.0,124.0,32,True,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6.0,6934.0,6934.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
78,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-03-07 01:33:02.000,2022-12-09 01:08:31,462.0,,349.0,111.0,277.0,114.0,181.0,9850.0,2022-09-07 22:01:08.223,0.3.14,38.0,31.0,32,True,py-spy,conda-forge/py-spy,,2462.0,2419.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,42.0,1724072.0,1734550.6666666667,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,391488.0,2.0,11588.0,,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,667.6666666666666,404351.0,
79,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-03-11 17:54:19.000,2023-03-11 17:54:17,2943.0,134.0,247.0,71.0,213.0,121.0,213.0,7483.0,2023-02-27 21:09:00.886,1.5.20,139.0,37.0,32,True,scalene,,,348.0,344.0,https://pypi.org/project/scalene,2023-01-06 20:40:06.239,4.0,15928.0,15928.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
80,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-01-02 21:20:40.562,2023-01-01 22:00:05,639.0,44.0,171.0,43.0,45.0,17.0,167.0,4226.0,2023-01-02 21:20:40.562,3.0.1,28.0,7.0,32,True,alive-progress,conda-forge/alive-progress,,1768.0,1647.0,https://pypi.org/project/alive-progress,2023-01-02 21:20:40.562,121.0,272569.0,273301.0,https://anaconda.org/conda-forge/alive-progress,2023-01-02 01:24:09.927,27101.0,2.0,,,,,,,,,,,,,,,,,,,,
81,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-03-14 17:05:12.003,2023-03-14 00:43:28,5878.0,135.0,267.0,55.0,801.0,112.0,483.0,4155.0,2023-03-14 01:30:01.989,2023.3.13,167.0,90.0,32,True,pytype,conda-forge/pytype,,125.0,,https://pypi.org/project/pytype,2023-01-31 21:44:41.768,125.0,311147.0,315605.0,https://anaconda.org/conda-forge/pytype,2023-03-14 17:05:12.003,151583.0,2.0,,,,,,,,,,,,,,,,,,,,
82,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-03-16 12:32:22.115,2023-03-16 07:57:25,2170.0,97.0,203.0,29.0,628.0,38.0,934.0,4101.0,2023-03-16 07:59:00.398,2.4.9,151.0,100.0,32,True,pdm,conda-forge/pdm,,112.0,92.0,https://pypi.org/project/pdm,2023-03-02 07:45:03.847,20.0,139433.0,144567.0,https://anaconda.org/conda-forge/pdm,2023-03-16 12:32:22.115,92426.0,3.0,3.0,,,,,,,,,,,,,,,,,,,
