,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
41,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2026-01-23 19:01:45.611,2026-01-12 16:01:33,1513.0,6.0,1814.0,168.0,766.0,677.0,5019.0,2026-01-12 16:03:28.000,3.1.0,64.0,122.0,263.0,38,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,20329.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2026-01-12 16:03:28.000,20313.0,11311295.0,11382909.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2026-01-23 19:01:45.611,4869791.0,2.0,['sphinx'],,,,,,,,,,,,,,,,,,,
42,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2026-02-10 16:43:20.000,2026-02-10 16:43:17,1832.0,17.0,264.0,31.0,397.0,353.0,4564.0,2025-10-27 08:28:21.000,25.5.0,42.0,136.0,35.0,38,True,,structlog,conda-forge/structlog,31330.0,29147.0,https://pypi.org/project/structlog,2025-10-27 08:28:21.000,2183.0,51800469.0,51816371.0,https://anaconda.org/conda-forge/structlog,2025-10-28 14:11:51.489,970042.0,2.0,,,,,,,,,,,,,,,,,,,,
43,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2026-02-10 01:22:49.000,2026-02-10 01:22:48,763.0,12.0,149.0,36.0,393.0,154.0,2014.0,2025-09-16 16:40:09.000,3.15.1,66.0,82.0,13.0,38,True,,pytest-mock,conda-forge/pytest-mock,136413.0,127000.0,https://pypi.org/project/pytest-mock,2025-09-16 16:37:25.000,9413.0,65800977.0,65867829.0,https://anaconda.org/conda-forge/pytest-mock,2025-09-17 09:28:14.765,4545934.0,2.0,['pytest'],153.0,,,,,,,,,,,,,,,,,,
44,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2026-02-10 07:06:11.000,2026-02-10 07:06:09,1365.0,12.0,253.0,51.0,567.0,401.0,1792.0,2025-07-01 13:31:02.000,3.8.0,71.0,113.0,296.0,38,True,,pytest-xdist,conda-forge/pytest-xdist,133650.0,128033.0,https://pypi.org/project/pytest-xdist,2025-07-01 13:30:56.000,5617.0,73696153.0,73862314.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,11131856.0,2.0,['pytest'],398.0,,,,,,,,,,,,,,,,,,
45,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2025-12-27 20:06:33.000,2025-12-27 20:06:26,744.0,40.0,220.0,32.0,182.0,161.0,1771.0,2025-12-20 14:27:41.000,1.10.0,75.0,108.0,65.0,38,True,,nodeenv,conda-forge/nodeenv,131497.0,131088.0,https://pypi.org/project/nodeenv,2025-12-20 14:08:52.000,409.0,112739215.0,112850666.0,https://anaconda.org/conda-forge/nodeenv,2025-12-20 20:08:47.195,7578725.0,2.0,,,,,,,,,,,,,,,,,,,,
46,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2026-01-29 23:06:49.000,2026-01-29 23:06:47,1361.0,13.0,325.0,38.0,723.0,504.0,1753.0,2025-09-04 15:43:15.000,6.2.0,59.0,132.0,56.0,38,True,,twine,conda-forge/twine,154941.0,132018.0,https://pypi.org/project/twine,2025-09-04 15:43:15.000,22923.0,20218733.0,20242007.0,https://anaconda.org/conda-forge/twine,2025-09-04 19:22:15.675,1582522.0,2.0,,121.0,,,,,,,,,,,,,,,,,,
47,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,MIT,2015-07-01 17:57:56.000,2026-02-09 23:40:03.000,2026-02-04 17:44:43,2102.0,31.0,227.0,24.0,612.0,608.0,938.0,2025-10-19 22:08:04.000,9.2.2,99.0,154.0,40.0,38,True,,setuptools_scm,conda-forge/setuptools_scm,34898.0,32628.0,https://pypi.org/project/setuptools_scm,2025-10-19 22:08:04.000,2270.0,109877970.0,109968824.0,https://anaconda.org/conda-forge/setuptools_scm,2025-10-20 12:59:23.792,6268587.0,2.0,,604.0,,,,,,,,,,,,,,,,,,
48,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2026-02-11 23:41:07.000,2026-02-11 23:41:07,904.0,101.0,279.0,28.0,659.0,344.0,711.0,2026-01-21 21:03:25.000,26.0,51.0,131.0,102.0,38,False,,packaging,conda-forge/packaging,1835760.0,1818334.0,https://pypi.org/project/packaging,2026-01-21 20:50:37.000,17426.0,1248750905.0,1250000265.0,https://anaconda.org/conda-forge/packaging,2026-01-22 14:54:28.371,86205069.0,2.0,,966.0,,,,,,,,,,,,,,,,,,
49,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2026-01-16 11:15:00.482,2026-01-15 00:22:08,995.0,5.0,760.0,137.0,287.0,910.0,23584.0,2024-12-06 11:25:42.000,0.7.3,22.0,72.0,235.0,37,True,,loguru,conda-forge/loguru,159373.0,147885.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,11488.0,56984924.0,57042753.0,https://anaconda.org/conda-forge/loguru,2026-01-16 11:15:00.482,3990227.0,2.0,,,,,,,,,,,,,,,,,,,,
50,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2026-02-10 17:32:53.000,2026-02-10 17:32:52,3017.0,29.0,417.0,28.0,2419.0,1154.0,2818.0,2025-12-22 19:40:34.000,1.5.0,65.0,219.0,25.0,37,True,,wemake-python-styleguide,,17689.0,17584.0,https://pypi.org/project/wemake-python-styleguide,2025-12-22 19:39:09.000,105.0,218640.0,218640.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
51,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2026-02-07 06:24:55.000,2026-01-22 22:41:26,1419.0,13.0,430.0,58.0,508.0,217.0,14855.0,2025-10-16 02:25:26.000,1.19.1,34.0,61.0,45.0,36,True,,memray,conda-forge/memray,1987.0,1879.0,https://pypi.org/project/memray,2025-10-16 02:25:26.000,108.0,11196144.0,11209230.0,https://anaconda.org/conda-forge/memray,2025-12-15 18:21:46.247,601984.0,2.0,,,,,,,,,,,,,,,,,,,,
52,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2026-02-09 23:40:10.000,2026-01-23 05:47:01,849.0,8.0,507.0,75.0,780.0,729.0,12527.0,2025-09-30 06:35:16.000,1.8.0,66.0,169.0,160.0,36,True,,pipx,conda-forge/pipx,4772.0,4697.0,https://pypi.org/project/pipx,2025-09-30 06:35:05.000,75.0,6403197.0,6418142.0,https://anaconda.org/conda-forge/pipx,2025-10-26 18:37:15.671,195271.0,3.0,,861172.0,,,,,,,,,,,,,,,,,,
53,xonsh,xonsh/xonsh,shell,"Python-powered shell. Full-featured, cross-platform and AI-friendly.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2026-02-10 13:25:46.000,2026-02-10 13:25:46,11158.0,199.0,697.0,95.0,3037.0,2476.0,9220.0,2026-02-04 16:50:20.000,0.22.3,148.0,365.0,320.0,36,False,,xonsh,,177.0,,https://pypi.org/project/xonsh,2026-02-04 16:50:20.000,177.0,236539.0,236695.0,,,,1.0,,14226.0,-2.0,,,,,,,,,,,,,,,,,
54,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2026-01-06 08:16:02.000,2026-01-06 08:15:54,1214.0,13.0,256.0,49.0,227.0,165.0,7627.0,2026-01-04 18:37:22.000,5.1.2,55.0,76.0,27.0,36,True,,pyinstrument,conda-forge/pyinstrument,4263.0,4018.0,https://pypi.org/project/pyinstrument,2026-01-04 18:37:22.000,245.0,11230941.0,11246508.0,https://anaconda.org/conda-forge/pyinstrument,2026-01-04 23:17:44.124,1027469.0,2.0,,,,,,,,,,,,,,,,,,,,
55,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2025-10-20 02:48:25.000,2025-10-20 02:48:00,3746.0,,382.0,89.0,271.0,406.0,4710.0,2025-10-11 00:36:33.000,2.2.1,67.0,62.0,438.0,36,True,,invoke,conda-forge/invoke,33399.0,32190.0,https://pypi.org/project/invoke,2025-10-11 00:36:33.000,1209.0,60021306.0,60051687.0,https://anaconda.org/conda-forge/invoke,2025-10-11 01:29:11.650,1853243.0,2.0,,,,,,,,,,,,,,,,,,,,
56,beartype,beartype/beartype,linters,Unbearably fast near-real-time pure-Python runtime-static type-checker.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2026-02-12 07:08:22.000,2026-02-12 06:43:38,1744.0,76.0,71.0,12.0,75.0,360.0,3333.0,2025-12-13 06:50:28.000,0.22.9,64.0,30.0,108.0,36,True,,beartype,conda-forge/beartype,10114.0,9215.0,https://pypi.org/project/beartype,2025-12-13 06:50:28.000,899.0,30401300.0,30409679.0,https://anaconda.org/conda-forge/beartype,2025-12-14 12:37:53.323,569785.0,2.0,,,,,,,,,,,,,,,,,,,,
57,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2025-12-15 14:08:30.000,2025-11-08 11:59:21,1054.0,,229.0,40.0,283.0,295.0,2003.0,2025-09-09 10:57:00.000,7.0.0,53.0,101.0,157.0,36,True,,pytest-cov,conda-forge/pytest-cov,48176.0,,https://pypi.org/project/pytest-cov,2025-09-09 10:57:00.000,48176.0,118803727.0,119046925.0,https://anaconda.org/conda-forge/pytest-cov,2025-09-11 17:34:36.964,16780665.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
58,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2026-02-09 22:32:16.888,2026-02-09 15:40:11,1147.0,16.0,113.0,18.0,115.0,108.0,665.0,2026-02-09 15:45:21.000,0.8.6,29.0,51.0,13.0,36,True,,parso,conda-forge/parso,593524.0,592395.0,https://pypi.org/project/parso,2026-02-09 15:45:21.000,1129.0,94299474.0,94803769.0,https://anaconda.org/conda-forge/parso,2026-02-09 22:32:16.888,33787827.0,2.0,,,3.0,,,,,,,,,,,,,,,,,
59,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2026-02-11 16:23:12.000,2026-02-04 10:58:08,3601.0,75.0,3219.0,385.0,1249.0,1831.0,44256.0,2026-02-04 00:53:06.000,2.6.22,100.0,470.0,78.0,35,True,,pyenv,,21.0,21.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,,9859.0,9859.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
60,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2026-02-05 11:07:16.000,2026-02-05 10:10:10,10508.0,170.0,6181.0,1096.0,453.0,5349.0,36583.0,2026-02-01 21:57:56.000,1.10.2,130.0,151.0,56.0,35,True,,sqlmap,,33.0,21.0,https://pypi.org/project/sqlmap,2026-02-01 21:57:56.000,12.0,21929.0,21929.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
61,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2026-02-07 17:33:00.000,2026-02-07 17:33:00,3519.0,78.0,431.0,87.0,420.0,358.0,13273.0,2026-01-31 20:14:13.000,2.1.3,187.0,60.0,156.0,35,True,,scalene,,1028.0,965.0,https://pypi.org/project/scalene,2026-01-31 20:14:13.000,63.0,277325.0,277325.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
62,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2025-09-03 16:04:18.705,2023-06-07 11:16:23,408.0,,1378.0,195.0,185.0,254.0,12290.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,534.0,35,False,,pyautogui,conda-forge/pyautogui,56848.0,55814.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,1034.0,1722389.0,1728887.0,https://anaconda.org/conda-forge/pyautogui,2025-09-03 16:04:18.705,415880.0,2.0,,,,,,,,,,,,,,,,,,,,
63,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2026-02-07 00:51:34.000,2026-02-07 00:51:27,4910.0,48.0,352.0,46.0,52.0,1780.0,4945.0,2025-12-16 09:50:24.000,9.2.3,373.0,38.0,14.0,35,False,,pyarmor,,2110.0,2005.0,https://pypi.org/project/pyarmor,2025-12-16 09:50:05.000,105.0,616470.0,616470.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
64,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pex-tool/pex,https://github.com/pex-tool/pex,Apache-2.0,2014-07-21 17:06:12.000,2026-02-09 00:29:16.000,2026-02-08 23:41:00,1966.0,85.0,310.0,52.0,1658.0,1166.0,4182.0,2026-02-09 00:32:49.000,2.89.0,447.0,125.0,53.0,35,True,pex-tool/pex,pex,,64.0,,https://pypi.org/project/pex,2026-02-09 00:29:16.000,64.0,4089183.0,4130347.0,,,,2.0,,288153.0,,,,,,,,,,,,,,,,,,
65,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2026-02-11 15:10:07.000,2026-02-11 15:10:07,859.0,5.0,167.0,31.0,550.0,225.0,1951.0,2025-11-06 20:10:13.000,3.7.0,112.0,53.0,36.0,35,True,,safety,conda-forge/safety,20275.0,19221.0,https://pypi.org/project/safety,2025-12-02 20:57:47.000,1054.0,4538199.0,4554523.0,https://anaconda.org/conda-forge/safety,2025-11-07 13:05:02.116,157047.0,2.0,,979219.0,,,,,,,,,,,,,,,,,,
66,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/prettytable/prettytable,https://github.com/prettytable/prettytable,,2016-01-15 02:39:17.000,2026-01-26 12:17:40.000,2026-01-26 12:17:39,797.0,42.0,177.0,21.0,291.0,134.0,1616.0,2025-11-14 17:33:19.000,3.17.0,42.0,69.0,18.0,35,False,prettytable/prettytable,prettytable,conda-forge/prettytable,82683.0,79742.0,https://pypi.org/project/prettytable,2025-11-14 17:33:19.000,2941.0,33565585.0,33646071.0,https://anaconda.org/conda-forge/prettytable,2025-11-15 09:37:35.891,5070665.0,2.0,,,,,,,,,,,,,,,,,,,,
67,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2025-06-21 07:47:51.807,2025-06-20 18:44:19,579.0,,179.0,27.0,314.0,489.0,1444.0,2025-06-20 18:45:26.000,3.4.0,42.0,88.0,60.0,35,True,,pyflakes,conda-forge/pyflakes,331078.0,329773.0,https://pypi.org/project/pyflakes,2025-06-20 18:45:26.000,1305.0,49247081.0,49414195.0,https://anaconda.org/conda-forge/pyflakes,2025-06-21 07:47:51.807,9859730.0,2.0,,,,,,,,,,,,,,,,,,,,
68,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2026-02-09 18:31:34.000,2026-01-26 18:45:00,636.0,20.0,253.0,22.0,526.0,264.0,768.0,2026-01-19 11:30:07.000,4.2.0,59.0,65.0,187.0,35,True,,pytest-html,conda-forge/pytest-html,58946.0,57849.0,https://pypi.org/project/pytest-html,2026-01-19 11:25:25.000,1097.0,17545659.0,17560142.0,https://anaconda.org/conda-forge/pytest-html,2026-01-21 10:01:29.357,912477.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
69,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2026-02-05 01:36:01.000,2025-08-18 00:13:24,549.0,,490.0,109.0,406.0,227.0,14937.0,2025-07-31 19:34:11.519,0.4.1,40.0,53.0,206.0,34,True,,py-spy,conda-forge/py-spy,7925.0,7809.0,https://pypi.org/project/py-spy,2025-07-31 19:33:13.000,112.0,12566534.0,12582556.333333334,https://anaconda.org/conda-forge/py-spy,2025-08-01 00:41:54.066,765887.0,2.0,,45872.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2025-07-31 19:34:11.519,4.0,4011.3333333333335,453528.0,
70,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2025-12-22 21:54:22.000,2025-12-22 21:54:19,1519.0,3.0,751.0,110.0,545.0,672.0,5154.0,2025-03-29 17:33:29.000,2.13.0,23.0,137.0,105.0,34,True,,pycodestyle,conda-forge/pycodestyle,2210.0,,https://pypi.org/project/pycodestyle,2025-06-20 18:49:47.000,2210.0,64098149.0,64270951.0,https://anaconda.org/conda-forge/pycodestyle,2025-06-22 18:14:44.520,10195373.0,2.0,,,,,,,,,,,,,,,,,,,,
71,mimesis,lk-geimfari/mimesis,testing,Mimesis is a fast Python library for generating fake data in multiple languages.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2026-01-19 11:28:06.000,2026-01-18 21:51:11,2710.0,38.0,349.0,55.0,1288.0,354.0,4788.0,2026-01-11 09:14:55.000,19.1.0,64.0,130.0,11.0,34,True,,mimesis,conda-forge/mimesis,2337.0,2254.0,https://pypi.org/project/mimesis,2026-01-11 09:14:55.000,83.0,1778652.0,1784107.0,https://anaconda.org/conda-forge/mimesis,2026-01-11 13:15:04.094,365029.0,2.0,,867.0,,,,,,,,,,,,,,,,,,
72,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2025-11-24 13:53:51.000,2025-11-24 13:53:48,2967.0,2.0,289.0,68.0,270.0,393.0,4662.0,2025-01-14 14:46:15.000,2.3.2,82.0,64.0,124.0,34,True,,autopep8,conda-forge/autopep8,231996.0,230309.0,https://pypi.org/project/autopep8,2025-01-14 14:46:15.000,1687.0,8353037.0,8390003.0,https://anaconda.org/conda-forge/autopep8,2025-04-22 14:56:24.132,2513750.0,3.0,,,,,,,,,,,,,,,,,,,,
73,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2026-02-12 10:25:03.000,2026-02-12 10:25:02,5068.0,86.0,474.0,45.0,1517.0,808.0,3209.0,2025-12-04 08:06:24.000,0.3.26,61.0,195.0,186.0,34,True,,briefcase,,888.0,848.0,https://pypi.org/project/briefcase,2025-12-04 08:06:24.000,40.0,44268.0,44281.0,,,,2.0,,1017.0,,,,,,,,,,,,,,,,,,
74,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2026-01-04 14:49:29.000,2026-01-04 14:49:29,3393.0,3.0,175.0,25.0,395.0,262.0,2171.0,2025-07-12 17:46:05.000,1.14.0,95.0,84.0,120.0,34,True,,rope,conda-forge/rope,79249.0,78925.0,https://pypi.org/project/rope,2025-07-12 17:46:05.000,324.0,1009665.0,1045510.0,https://anaconda.org/conda-forge/rope,2025-07-13 00:41:35.626,2294077.0,1.0,,45.0,,,,,,,,,,,,,,,,,,
75,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/prospector-dev/prospector,https://github.com/prospector-dev/prospector,GPL-2.0,2013-08-05 07:26:30.000,2026-02-10 11:53:54.000,2026-02-10 11:53:48,1610.0,15.0,178.0,33.0,400.0,369.0,2064.0,2026-02-03 12:55:54.000,1.18.0,145.0,98.0,33.0,34,True,prospector-dev/prospector,prospector,conda-forge/prospector,5657.0,5364.0,https://pypi.org/project/prospector,2026-02-03 12:55:54.000,293.0,508814.0,512026.0,https://anaconda.org/conda-forge/prospector,2026-02-03 15:52:16.247,202375.0,1.0,,,,,,,,,,,,,,,,,,,,
76,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2026-02-10 07:04:07.000,2026-02-10 07:04:07,806.0,22.0,124.0,13.0,196.0,464.0,2055.0,2026-02-07 14:31:43.000,1.0.3,74.0,54.0,7.0,34,True,,mkdocstrings,conda-forge/mkdocstrings,25644.0,23747.0,https://pypi.org/project/mkdocstrings,2026-02-07 14:31:39.000,1897.0,6020780.0,6025477.0,https://anaconda.org/conda-forge/mkdocstrings,2026-02-08 13:03:02.624,300657.0,2.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
77,doit,pydoit/doit,build-tools,CLI task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2026-02-12 12:57:06.000,2026-02-12 12:52:51,1519.0,36.0,188.0,46.0,173.0,223.0,2022.0,2026-02-09 07:02:10.000,0.37.0,49.0,70.0,91.0,34,True,,doit,conda-forge/doit,2356.0,2214.0,https://pypi.org/project/doit,2026-02-09 07:02:10.000,142.0,686441.0,693319.0,https://anaconda.org/conda-forge/doit,2026-02-09 22:04:00.322,467712.0,3.0,,,3.0,,,,,,,,,,,,,,,,,
78,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2026-02-12 12:25:43.000,2026-02-04 00:06:30,1632.0,51.0,169.0,33.0,344.0,143.0,1494.0,2025-11-28 23:52:53.000,1.9.2,51.0,81.0,46.0,34,False,,logbook,conda-forge/logbook,7700.0,7417.0,https://pypi.org/project/logbook,2025-11-27 21:10:16.000,283.0,6239395.0,6245279.0,https://anaconda.org/conda-forge/logbook,2025-11-27 22:48:43.454,399907.0,2.0,,587.0,,,,,,,,,,,,,,,,,,
79,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2026-02-10 21:59:57.424,2026-02-10 04:22:01,741.0,12.0,173.0,18.0,629.0,368.0,1494.0,2026-02-10 04:38:57.000,2026.2.9,34.0,116.0,68.0,34,True,wntrblm/nox,nox,conda-forge/nox,8949.0,7410.0,https://pypi.org/project/nox,2026-02-10 04:38:57.000,1539.0,4684217.0,4692313.0,https://anaconda.org/conda-forge/nox,2026-02-10 21:59:57.424,550566.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
80,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the pytest runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2026-02-09 22:14:29.000,2025-12-06 13:26:29,1477.0,15.0,229.0,59.0,417.0,294.0,1428.0,2024-12-05 21:45:56.000,8.1.0,106.0,65.0,83.0,34,True,,pytest-bdd,conda-forge/pytest-bdd,4727.0,4621.0,https://pypi.org/project/pytest-bdd,2024-12-05 21:45:56.000,106.0,1949940.0,1952182.0,https://anaconda.org/conda-forge/pytest-bdd,2025-04-22 14:57:05.450,73995.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
81,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2026-02-12 14:26:33.157,2026-02-10 14:00:45,737.0,54.0,187.0,6.0,483.0,167.0,570.0,2025-11-07 19:19:42.000,4.0.2,47.0,66.0,38.0,34,True,,coveralls,conda-forge/coveralls,39059.0,36590.0,https://pypi.org/project/coveralls,2025-11-07 19:18:49.000,2469.0,1128382.0,1150055.0,https://anaconda.org/conda-forge/coveralls,2026-02-12 14:26:33.157,1452116.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
