,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,conda_id,labels,pypi_id,fork_count,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,licnese
0,Python.org Packaging,https://packaging.python.org/overview/,True,An Overview of Packaging for Python.,packaging,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Testing,https://github.com/ml-tooling/best-of-web-python,True,Testing libraries & tools for python web frameworks.,testing,0,True,ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2021-01-08 21:13:43.000,2021-01-08 21:13:36.000,2.0,2021-01-08 01:07:00.000,2021.01.08,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,pytest,https://github.com/pytest-dev/pytest,,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",testing,39,True,pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2021-01-08 23:56:41.000,2021-01-08 12:08:47.000,6889.0,2020-12-15 15:38:30.000,6.2.1,144.0,conda-forge/pytest,['pytest'],pytest,1606.0,606.0,3750.0,13308.0,401915.0,271331.0,689.0,https://pypi.org/project/pytest,2020-12-15 15:37:57.000,130584.0,12385597.0,12498529.0,https://anaconda.org/conda-forge/pytest,2020-12-15 18:03:38.863,6098362.0,1.0,,,,,,,,
3,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,38,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2021-01-07 18:41:16.000,2021-01-07 14:04:05.000,6789.0,2020-12-15 15:44:25.000,20.3.3,99.0,conda-forge/pip,,pip,2134.0,893.0,4499.0,11221.0,59265.0,40599.0,576.0,https://pypi.org/project/pip,2020-12-15 15:44:25.000,18666.0,58144548.0,58439383.0,https://anaconda.org/conda-forge/pip,2020-12-15 16:43:45.488,15921109.0,1.0,,,,,,,,
4,sphinx,https://github.com/sphinx-doc/sphinx,,Main repository for the Sphinx documentation builder.,documentation,37,True,sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2021-01-08 15:28:21.000,2021-01-07 16:18:53.000,3732.0,2021-01-07 16:17:19.000,3.4.3,141.0,conda-forge/sphinx,['sphinx'],sphinx,1397.0,788.0,4381.0,16642.0,228531.0,123995.0,606.0,https://pypi.org/project/sphinx,2021-01-07 16:17:19.000,104536.0,2229686.0,2277143.0,https://anaconda.org/conda-forge/sphinx,2021-01-07 17:29:49.988,2515264.0,1.0,,,,,,,,
5,pipenv,https://github.com/pypa/pipenv,,Python Development Workflow for Humans.,virtual-envs,36,True,pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2020-12-22 05:34:03.000,2020-12-22 05:34:02.000,21404.0,2020-11-15 04:19:27.000,2020.11.15,297.0,conda-forge/pipenv,,pipenv,1559.0,445.0,2841.0,7005.0,17925.0,15651.0,370.0,https://pypi.org/project/pipenv,2020-11-15 04:19:27.000,2274.0,1596741.0,1599093.0,https://anaconda.org/conda-forge/pipenv,2020-11-15 06:15:51.831,35292.0,1.0,,,,,,,,
6,psutil,https://github.com/giampaolo/psutil,,Cross-platform lib for process and system monitoring in Python.,profiling,36,True,giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2021-01-08 20:33:32.000,2021-01-08 18:10:08.000,6948.0,2020-12-19 01:19:27.000,5.8.0,83.0,conda-forge/psutil,,psutil,1068.0,211.0,1265.0,5672.0,94491.0,69825.0,156.0,https://pypi.org/project/psutil,2020-12-19 01:19:27.000,24666.0,12571192.0,12664984.0,https://anaconda.org/conda-forge/psutil,2021-01-08 20:13:22.692,5346180.0,1.0,,,,,,,,
7,jedi,https://github.com/davidhalter/jedi,,"Awesome autocompletion, static analysis and refactoring library for python.",refactoring,36,True,davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2021-01-09 02:20:30.000,2021-01-03 00:13:17.000,4713.0,2020-12-25 10:34:25.000,0.18.0,30.0,conda-forge/jedi,,jedi,424.0,16.0,1182.0,8184.0,124750.0,108844.0,139.0,https://pypi.org/project/jedi,2020-12-25 10:34:25.000,15906.0,10048390.0,10120762.0,https://anaconda.org/conda-forge/jedi,2021-01-08 23:12:08.511,3691007.0,1.0,,,,,,,,
8,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,36,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2021-01-03 00:41:38.000,2021-01-03 00:41:37.000,3650.0,2020-12-31 01:16:34.000,5.7.0,125.0,conda-forge/isort,,isort,375.0,24.0,867.0,3449.0,171156.0,146938.0,220.0,https://pypi.org/project/isort,2020-10-13 06:36:52.000,24218.0,5981557.0,6008404.0,https://anaconda.org/conda-forge/isort,2020-12-31 02:59:49.605,1449791.0,1.0,,,,,,,,
9,mypy,https://github.com/python/mypy,,Optional static typing for Python 3 and 2 (PEP 484).,linters,35,True,python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2021-01-08 22:30:55.000,2021-01-08 16:46:53.000,9688.0,,,77.0,conda-forge/mypy,,mypy,1565.0,1511.0,4463.0,9314.0,31834.0,25750.0,438.0,https://pypi.org/project/mypy,2020-10-09 16:54:29.000,6084.0,2250668.0,2266719.0,https://anaconda.org/conda-forge/mypy,2020-10-09 19:05:45.293,609941.0,1.0,,,,,,,,
10,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,35,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2021-01-05 17:46:34.000,2021-01-04 21:11:11.000,3156.0,2020-08-21 09:15:44.000,2.6.0,88.0,conda-forge/pylint,,pylint,651.0,661.0,2521.0,5016.0,208083.0,170349.0,355.0,https://pypi.org/project/pylint,2020-08-21 09:15:44.000,37734.0,3494545.0,3520702.0,https://anaconda.org/conda-forge/pylint,2020-10-13 14:32:00.323,1386332.0,1.0,,,,,,,,
11,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,34,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2021-01-08 20:26:43.000,2021-01-08 20:26:42.000,19090.0,2020-08-26 15:56:21.000,20.8b1,23.0,conda-forge/black,,black,1172.0,357.0,952.0,862.0,48066.0,41838.0,216.0,https://pypi.org/project/black,2020-08-26 15:52:03.000,6228.0,2604059.0,2633501.0,https://anaconda.org/conda-forge/black,2020-09-07 11:42:46.809,926745.0,2.0,10607.0,,,,,,,
12,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,34,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2021-01-08 22:05:20.000,2021-01-08 18:09:20.000,2013.0,2021-01-08 18:07:44.000,3.21.0,105.0,conda-forge/tox,['pytest'],tox,331.0,142.0,920.0,1936.0,76243.0,39843.0,234.0,https://pypi.org/project/tox,2021-01-08 18:54:05.000,36400.0,1704341.0,1709390.0,https://anaconda.org/conda-forge/tox,2020-10-11 15:47:21.960,201968.0,1.0,,,,,,,,
13,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2021-01-09 03:56:38.000,2021-01-09 03:56:36.000,1275.0,2021-01-09 02:03:22.000,51.1.2,412.0,conda-forge/setuptools,,setuptools,677.0,527.0,1170.0,,143794.0,85864.0,407.0,https://pypi.org/project/setuptools,2021-01-09 02:03:18.000,57930.0,71674685.0,72000454.0,https://anaconda.org/conda-forge/setuptools,2021-01-08 05:42:17.824,17591505.0,1.0,101.0,,,,,,,
14,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,34,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2021-01-07 23:32:13.000,2021-01-07 23:32:08.000,1052.0,2020-10-02 23:34:01.000,3.8.4,76.0,conda-forge/flake8,,flake8,183.0,7.0,,1876.0,212684.0,141394.0,148.0,https://pypi.org/project/flake8,2020-10-02 23:34:01.000,71290.0,4602785.0,4635871.0,https://anaconda.org/conda-forge/flake8,2020-10-05 05:07:54.333,1819759.0,1.0,,,,,,,,
15,yapf,https://github.com/google/yapf,,A formatter for Python files.,formatters,33,True,google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2020-12-21 02:00:08.000,2020-12-21 02:00:07.000,11360.0,2020-04-23 19:07:36.000,0.30.0,67.0,conda-forge/yapf,,yapf,756.0,291.0,364.0,1113.0,19282.0,15876.0,123.0,https://pypi.org/project/yapf,2020-04-23 19:07:36.000,3406.0,460420.0,469210.0,https://anaconda.org/conda-forge/yapf,2020-07-28 15:36:35.387,483491.0,2.0,,,,,,,,
16,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,33,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2020-12-30 12:14:27.000,2020-12-27 20:14:43.000,11340.0,2020-05-14 15:18:01.000,1.1.2,44.0,conda-forge/mkdocs,['mkdocs'],mkdocs,1598.0,133.0,1327.0,1491.0,15958.0,10016.0,180.0,https://pypi.org/project/mkdocs,2020-05-14 15:18:01.000,5942.0,224065.0,226042.0,https://anaconda.org/conda-forge/mkdocs,2020-06-01 13:16:37.068,112700.0,1.0,,,,,,,,
17,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,33,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2021-01-08 13:39:39.000,2021-01-05 15:36:51.000,5413.0,2020-09-01 18:21:46.000,3.2.2,51.0,conda-forge/robotframework,,robotframework,1549.0,188.0,3239.0,12687.0,4676.0,3268.0,131.0,https://pypi.org/project/robotframework,2020-11-30 19:27:10.000,1408.0,436435.0,437390.0,https://anaconda.org/conda-forge/robotframework,2020-09-03 11:47:40.885,34167.0,1.0,479.0,,,,,,,
18,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2021-01-09 00:46:02.561,2021-01-08 22:45:33.000,4879.0,2021-01-08 22:46:03.000,hypothesis-python-6.0.0,793.0,conda-forge/hypothesis,,hypothesis,447.0,58.0,977.0,10409.0,9957.0,7341.0,241.0,https://pypi.org/project/hypothesis,2021-01-07 03:41:10.000,2616.0,720329.0,781888.0,https://anaconda.org/conda-forge/hypothesis,2021-01-09 00:46:02.561,3324205.0,1.0,,,,,,,,
19,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,33,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2021-01-08 01:29:21.000,2021-01-07 18:35:38.000,4218.0,2020-05-11 20:02:52.000,2.6.0,11.0,conda-forge/pycodestyle,,pycodestyle,592.0,112.0,522.0,1199.0,134786.0,113556.0,124.0,https://pypi.org/project/pycodestyle,2020-05-11 20:02:52.000,21230.0,6655015.0,6690399.0,https://anaconda.org/conda-forge/pycodestyle,2020-05-12 17:42:46.576,1946142.0,1.0,,,,,,,,
20,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,33,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2020-12-28 06:47:45.000,2020-12-28 06:47:37.000,3666.0,2020-08-02 04:28:37.000,1.5.4,64.0,conda-forge/autopep8,,autopep8,228.0,85.0,329.0,2672.0,71448.0,61264.0,47.0,https://pypi.org/project/autopep8,2020-08-02 04:28:37.000,10184.0,962271.0,969110.0,https://anaconda.org/conda-forge/autopep8,2020-08-02 05:22:52.912,376170.0,2.0,,,,,,,,
21,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-01-05 13:49:54.682,2021-01-04 22:13:31.000,3578.0,2018-10-05 13:20:49.000,0.4.2,23.0,conda-forge/sphinx_rtd_theme,['sphinx'],sphinx_rtd_theme,1477.0,158.0,448.0,1186.0,23490.0,16.0,103.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,920001.0,937107.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-01-05 13:49:54.682,906624.0,1.0,,,,,,,,
22,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,32,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2021-01-05 23:51:53.000,2021-01-02 15:20:23.000,15887.0,2020-07-01 21:59:00.000,1.1.0,13.0,conda-forge/numpydoc,['sphinx'],numpydoc,5147.0,49.0,89.0,430.0,30188.0,22840.0,63.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000,7348.0,162523.0,176990.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384,694444.0,2.0,,,,,,,,
23,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,32,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-01-08 21:40:08.000,2021-01-06 16:19:59.000,5322.0,2020-12-27 10:43:53.000,6.2.3,178.0,conda-forge/mkdocs-material,['mkdocs'],mkdocs-material,1338.0,10.0,881.0,2929.0,6434.0,4932.0,96.0,https://pypi.org/project/mkdocs-material,2020-12-27 10:44:37.000,1502.0,222609.0,223748.0,https://anaconda.org/conda-forge/mkdocs-material,2020-12-23 23:37:56.657,22784.0,2.0,,,,,,,,
24,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-01-09 02:35:54.000,2021-01-07 16:16:50.000,3966.0,2020-11-12 17:08:48.000,4.9.2,100.0,conda-forge/conda,,conda,980.0,1761.0,5968.0,15584.0,2104.0,,346.0,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,21077.0,305332.0,https://anaconda.org/conda-forge/conda,2020-11-12 21:09:02.264,15065536.0,2.0,,,,,,,,
25,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-01-08 20:26:58.597,2021-01-04 16:47:15.000,3787.0,2020-12-07 11:48:42.000,20.2.2,152.0,conda-forge/virtualenv,,virtualenv,873.0,50.0,1051.0,,34422.0,,171.0,https://pypi.org/project/virtualenv,2020-12-07 11:48:42.000,34422.0,7791397.0,7803319.0,https://anaconda.org/conda-forge/virtualenv,2021-01-08 20:26:58.597,548455.0,2.0,,,,,,,,
26,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-01-06 14:58:41.830,2020-12-31 16:25:35.000,3118.0,2020-12-31 02:43:43.000,1.5.0,50.0,conda-forge/invoke,,invoke,278.0,299.0,354.0,3499.0,11291.0,6689.0,54.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,686391.0,690244.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,219648.0,1.0,,,,,,,,
27,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-01-05 13:01:19.000,2020-12-27 05:15:35.000,2896.0,2020-12-13 02:48:28.000,1.7.0,31.0,conda-forge/bandit,,bandit,296.0,162.0,362.0,1165.0,7928.0,5574.0,130.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,572037.0,574035.0,https://anaconda.org/conda-forge/bandit,2020-10-11 11:23:21.028,39969.0,1.0,4.0,,,,,,,
28,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-01-05 15:59:23.000,2020-11-04 14:32:05.000,938.0,2020-08-14 17:21:19.000,2.10.1,38.0,conda-forge/pytest-cov,['pytest'],pytest-cov,134.0,91.0,185.0,782.0,118676.0,75282.0,59.0,https://pypi.org/project/pytest-cov,2020-08-14 17:21:19.000,43394.0,4073182.0,4106885.0,https://anaconda.org/conda-forge/pytest-cov,2020-08-14 18:57:30.679,1954806.0,2.0,,,,,,,,
29,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-01-03 20:12:01.000,2021-01-03 20:12:00.000,362.0,2020-12-10 15:10:14.000,0.8.1,24.0,conda-forge/parso,,parso,62.0,7.0,79.0,1063.0,114066.0,102702.0,36.0,https://pypi.org/project/parso,2020-12-10 15:10:14.000,11364.0,10025568.0,10104930.0,https://anaconda.org/conda-forge/parso,2020-12-10 16:40:55.258,2936396.0,1.0,,,,,,,,
30,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2021-01-04 19:45:07.000,2021-01-04 19:44:54.000,224.0,2020-12-13 18:09:07.000,0.36.2,64.0,conda-forge/wheel,,wheel,84.0,20.0,286.0,727.0,62544.0,,60.0,https://pypi.org/project/wheel,2020-12-13 18:09:07.000,62544.0,48202752.0,48467246.0,https://anaconda.org/conda-forge/wheel,2020-12-13 19:48:16.429,14282714.0,1.0,,,,,,,,
31,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,31,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-01-07 11:39:14.000,2021-01-06 13:10:09.000,13446.0,2020-10-23 20:54:00.000,1.1.4,132.0,conda-forge/poetry,,poetry,1057.0,972.0,1690.0,1667.0,64.0,,248.0,https://pypi.org/project/poetry,2020-10-23 20:54:00.000,64.0,885925.0,1025084.0,https://anaconda.org/conda-forge/poetry,2020-12-14 11:33:01.818,154804.0,2.0,4529001.0,,,,,,,
32,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2020-12-31 08:04:34.000,2020-12-19 16:17:53.000,7844.0,2020-09-20 07:56:32.000,0.5.3,17.0,conda-forge/loguru,,loguru,352.0,33.0,300.0,545.0,5079.0,4737.0,28.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,584128.0,587821.0,https://anaconda.org/conda-forge/loguru,2020-10-10 00:51:36.057,84943.0,1.0,,,,,,,,
33,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,31,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2021-01-08 20:35:29.000,2021-01-08 16:22:49.000,7555.0,2020-11-18 13:20:25.000,4.1,26.0,conda-forge/pyinstaller,,pyinstaller,1533.0,460.0,3483.0,7607.0,13583.0,13583.0,387.0,https://pypi.org/project/pyinstaller,2020-11-18 13:19:30.000,0.0,284092.0,295048.0,https://anaconda.org/conda-forge/pyinstaller,2020-11-18 19:08:25.369,185240.0,1.0,662295.0,,,,,,,
34,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-01-08 00:10:52.000,2021-01-03 05:42:27.000,4673.0,2020-12-30 17:05:11.000,5.5.0,90.0,conda-forge/pip-tools,,pip-tools,406.0,118.0,579.0,1459.0,3252.0,,138.0,https://pypi.org/project/pip-tools,2020-12-30 17:05:11.000,3252.0,747449.0,748177.0,https://anaconda.org/conda-forge/pip-tools,2020-12-30 18:26:40.157,6554.0,2.0,,,,,,,,
35,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2020-11-19 07:00:57.000,2020-11-19 07:00:56.000,2709.0,2020-09-05 16:30:35.000,1.0.0,55.0,conda-forge/freezegun,,freezegun,185.0,55.0,163.0,519.0,15298.0,6946.0,94.0,https://pypi.org/project/freezegun,2020-09-05 16:30:35.000,8352.0,1125295.0,1128150.0,https://anaconda.org/conda-forge/freezegun,2020-09-05 20:09:13.257,165635.0,2.0,,,,,,,,
36,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2020-11-21 18:57:03.677,2020-10-21 09:03:20.000,1324.0,2020-10-01 14:13:50.000,0.13.4,37.0,conda-forge/ipdb,,ipdb,123.0,50.0,102.0,312.0,40981.0,24083.0,44.0,https://pypi.org/project/ipdb,2020-10-01 14:13:50.000,16898.0,829315.0,831763.0,https://anaconda.org/conda-forge/ipdb,2020-11-21 18:57:03.677,132223.0,1.0,,,,,,,,
37,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,31,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2020-12-24 15:31:28.323,2020-12-23 14:13:30.000,1070.0,2020-12-24 11:05:10.000,3.3.0,41.0,conda-forge/twine,,twine,233.0,39.0,301.0,941.0,49693.0,32189.0,98.0,https://pypi.org/project/twine,2020-12-24 11:05:10.000,17504.0,842894.0,846500.0,https://anaconda.org/conda-forge/twine,2020-12-24 15:31:28.323,191160.0,2.0,,,,,,,,
38,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,31,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-01-06 16:34:08.000,2021-01-05 16:04:38.000,972.0,2020-04-10 03:52:17.000,2.2.0,28.0,conda-forge/pyflakes,,pyflakes,135.0,92.0,318.0,504.0,101018.0,74520.0,74.0,https://pypi.org/project/pyflakes,2020-04-10 03:52:17.000,26498.0,4832652.0,4866773.0,https://anaconda.org/conda-forge/pyflakes,2020-04-10 13:58:22.845,1876691.0,2.0,,,,,,,,
39,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,30,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2020-12-26 11:58:36.000,2020-10-04 08:13:41.000,4669.0,2020-10-06 22:15:19.000,0.9.52,49.0,conda-forge/pyautogui,,pyautogui,640.0,270.0,158.0,361.0,6089.0,5481.0,42.0,https://pypi.org/project/pyautogui,2020-10-06 22:15:19.000,608.0,244448.0,247148.0,https://anaconda.org/conda-forge/pyautogui,2020-10-13 12:17:23.308,102629.0,2.0,,,,,,,,
40,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,30,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2021-01-07 13:08:46.000,2021-01-06 21:56:34.000,4522.0,2021-01-02 21:47:28.000,2.10.0,100.0,conda-forge/buildbot,,buildbot,1505.0,640.0,624.0,21454.0,1124.0,232.0,775.0,https://pypi.org/project/buildbot,2021-01-02 21:50:22.000,892.0,3380.0,5131.0,https://anaconda.org/conda-forge/buildbot,2021-01-02 23:03:46.115,23576.0,2.0,13150.0,,,,,,,
41,factory_boy,https://github.com/FactoryBoy/factory_boy,,A test fixtures replacement for Python.,testing,30,True,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2020-12-28 08:48:51.000,2020-12-28 08:48:43.000,2366.0,2018-05-05 15:05:40.000,2.11.1,36.0,conda-forge/factory_boy,,factory_boy,309.0,135.0,331.0,866.0,4256.0,,109.0,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000,4256.0,1122973.0,1123963.0,https://anaconda.org/conda-forge/factory_boy,2020-10-05 10:08:00.894,51492.0,2.0,,,,,,,,
42,structlog,https://github.com/hynek/structlog,,Structured Logging for Python.,logging,30,True,hynek/structlog,https://github.com/hynek/structlog,MIT,2013-08-13 15:55:58.000,2021-01-08 07:50:39.000,2021-01-08 07:50:03.000,1402.0,2020-12-31 11:39:01.000,20.2.0,22.0,conda-forge/structlog,,structlog,130.0,31.0,136.0,777.0,4037.0,2831.0,69.0,https://pypi.org/project/structlog,2020-12-31 11:28:04.000,1206.0,494738.0,496277.0,https://anaconda.org/conda-forge/structlog,2021-01-04 12:27:27.303,83106.0,2.0,,,,,,,,
43,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,30,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2020-12-28 11:52:44.000,2019-10-16 17:48:40.000,1395.0,2019-01-16 20:35:25.000,1.4.3,36.0,conda-forge/logbook,,logbook,155.0,54.0,125.0,1194.0,4358.0,2392.0,76.0,https://pypi.org/project/logbook,2019-01-16 20:35:25.000,1966.0,175336.0,176534.0,https://anaconda.org/conda-forge/logbook,2020-10-21 06:22:02.307,26310.0,2.0,244.0,,,,,,,
44,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,30,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2020-10-11 16:52:20.277,2016-03-04 01:16:26.000,1323.0,2015-06-02 09:12:36.000,1.3.7,14.0,conda-forge/nose,,nose,358.0,447.0,460.0,1004.0,187481.0,101007.0,95.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,86474.0,2222928.0,2251421.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,1595617.0,2.0,,,,,,,,
