,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
218,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2022-12-07 11:39:27.000,2022-12-07 11:39:27,220.0,,12.0,3.0,7.0,8.0,67.0,74.0,2022-06-01 11:11:09.000,2.3.4,39.0,4.0,20,True,mkdocs-print-site-plugin,,['mkdocs'],205.0,205.0,https://pypi.org/project/mkdocs-print-site-plugin,,,11949.0,11949.0,,,,3.0,,,,,,,,,,,,,,,,,,
219,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2023-03-28 19:19:30.000,2022-03-08 14:42:57,26.0,,7.0,5.0,9.0,4.0,9.0,52.0,2022-03-08 14:43:59.000,0.3.2,2.0,7.0,20,False,mkdocs-git-revision-date-plugin,,['mkdocs'],1349.0,1349.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,,,39572.0,39572.0,,,,3.0,,,,,,,,,,,,,,,,,,
220,reloadium,reloadware/reloadium,debugging,Advanced Hot Reloading & Profiling for Python.,,https://github.com/reloadware/reloadium,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2023-04-17 16:40:45.000,2023-04-17 16:40:45,46.0,4.0,41.0,24.0,22.0,16.0,83.0,2332.0,2023-04-18 13:08:00.516,1.1.0,39.0,2.0,19,True,reloadium,,,,,https://pypi.org/project/reloadium,2023-01-25 23:37:00.472,,2060.0,2060.0,,,,3.0,,,,,,,,,,,,,,,,,,
221,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2021-11-13 17:38:32.433,2021-11-13 14:58:04,27.0,,122.0,34.0,4.0,5.0,4.0,1621.0,,,2.0,3.0,19,False,heartrate,conda-forge/heartrate,,51.0,51.0,https://pypi.org/project/heartrate,,,1194.0,1295.0,https://anaconda.org/conda-forge/heartrate,2021-11-13 17:38:32.433,2241.0,3.0,,,,,,,,,,,,,,,,,,
222,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,55.0,28.0,63.0,26.0,33.0,1381.0,,,,17.0,19,False,pyannotate,,,115.0,115.0,https://pypi.org/project/pyannotate,,,3389.0,3389.0,,,,3.0,,,,,,,,,,,,,,,,,,
223,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10,279.0,,57.0,1.0,,,,381.0,,,13.0,10.0,19,False,assertpy,conda-forge/assertpy,,104.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,104.0,416041.0,416345.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,19796.0,3.0,,,,,,,,,,,,,,,,,,
224,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2023-02-12 10:13:02.000,2022-09-14 15:18:11,71.0,,55.0,8.0,52.0,7.0,33.0,335.0,2022-04-09 19:12:33.000,0.12.0,11.0,16.0,19,True,pytest-docker,,['pytest'],,,https://pypi.org/project/pytest-docker,,,104817.0,104819.0,,,,3.0,99.0,,,,,,,,,,,,,,,,,
225,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2021-08-29 14:44:21.000,2021-03-21 11:36:52,70.0,,19.0,5.0,14.0,9.0,3.0,112.0,,,2.0,14.0,19,False,dodgy,conda-forge/dodgy,,2334.0,2334.0,https://pypi.org/project/dodgy,,,416645.0,417383.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,59108.0,3.0,,,,,,,,,,,,,,,,,,
226,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,4.0,13.0,19.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19,False,flake8-mypy,,['flake8'],1689.0,1559.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,130.0,42713.0,42713.0,,,,3.0,,,,,,,,,,,,,,,,,,
227,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2023-03-24 11:32:06.000,2023-03-24 11:30:59,532.0,7.0,21.0,2.0,200.0,8.0,30.0,71.0,2023-02-08 16:54:01.303,1.3.3,40.0,13.0,19,True,autoimport,,,107.0,102.0,https://pypi.org/project/autoimport,2023-02-08 16:54:01.303,5.0,3537.0,3537.0,,,,3.0,,,,,,,,,,,,,,,,,,
228,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2022-07-19 20:45:56.000,2022-07-19 20:45:38,40.0,,9.0,4.0,8.0,5.0,6.0,62.0,,,5.0,7.0,19,True,pylint-flask,conda-forge/pylint-flask,['pylint'],7621.0,7265.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,356.0,327857.0,328968.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934,88905.0,3.0,,,,,,,,,,,,,,,,,,
229,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-11-27 17:41:04.999,2021-11-24 14:32:14,130.0,,79.0,28.0,10.0,5.0,38.0,2634.0,,,8.0,5.0,18,False,pretty_errors,conda-forge/pretty_errors,,,,https://pypi.org/project/pretty_errors,,,32875.0,33243.0,https://anaconda.org/conda-forge/pretty_errors,2021-11-27 17:41:04.999,10676.0,3.0,,,,,,,,,,,,,,,,,,
230,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,,2017-06-29 18:15:26.000,2022-11-30 02:55:03.000,2022-11-18 15:26:38,97.0,,53.0,41.0,22.0,6.0,25.0,1536.0,2020-12-02 20:33:26.000,20.12.2,3.0,38.0,18,False,xar,,,25.0,25.0,https://pypi.org/project/xar,,,971.0,971.0,,,,3.0,,,,,,,,,,,,,,,,,,
231,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2022-12-22 20:22:27.544,2022-12-22 13:48:56,431.0,,31.0,18.0,16.0,22.0,26.0,918.0,,,4.0,22.0,18,True,snoop,conda-forge/snoop,,,,https://pypi.org/project/snoop,,,50370.0,50545.0,https://anaconda.org/conda-forge/snoop,2022-12-22 20:22:27.544,3165.0,3.0,,,,,,,,,,,,,,,,,,
232,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,25.0,14.0,24.0,2.0,40.0,374.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,18,False,vex,,,38.0,28.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,10.0,579.0,579.0,,,,3.0,,,,,,,,,,,,,,,,,,
233,cohesion,mschwager/cohesion,code-metrics,A tool for measuring Python class cohesion.,,https://github.com/mschwager/cohesion,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000,2023-03-08 23:21:52.058,2023-03-08 16:15:03,84.0,6.0,4.0,9.0,2.0,4.0,12.0,196.0,2023-03-08 16:22:18.671,1.1.0,10.0,3.0,18,True,cohesion,conda-forge/cohesion,,12.0,,https://pypi.org/project/cohesion,2019-07-10 16:08:05.000,12.0,18885.0,18959.0,https://anaconda.org/conda-forge/cohesion,2023-03-08 23:21:52.058,1273.0,3.0,,,,,,,,,,,,,,,,,,
234,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2023-04-15 14:56:09.000,2023-04-15 14:55:34,710.0,15.0,13.0,8.0,16.0,1.0,54.0,83.0,2023-04-15 15:07:52.000,10.0.7,31.0,15.0,18,True,pip-run,,,,,https://pypi.org/project/pip-run,,,4123.0,4123.0,,,,3.0,,,,,,,,,,,,,,,,,,
235,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2022-07-04 21:06:04.000,2019-08-07 13:44:00,69.0,,14.0,7.0,10.0,8.0,3.0,80.0,,,1.0,5.0,18,False,unify,conda-forge/unify,,1135.0,1135.0,https://pypi.org/project/unify,,,104485.0,104539.0,https://anaconda.org/conda-forge/unify,2021-06-29 19:32:02.475,1195.0,3.0,,,,,,,,,,,,,,,,,,
236,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2019-11-25 09:19:01.000,2019-11-25 09:19:00,242.0,,115.0,67.0,29.0,7.0,15.0,2186.0,2019-03-09 13:53:12.000,1.0.0,2.0,18.0,17,False,fake2db,,,22.0,22.0,https://pypi.org/project/fake2db,,,112.0,112.0,,,,3.0,,,,,,,,,,,,,,,,,,
237,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2023-03-18 20:07:34.000,2023-01-03 15:31:24,422.0,,175.0,43.0,153.0,31.0,171.0,1560.0,,,,60.0,17,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
238,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2022-05-18 12:07:49.000,2022-05-18 12:07:17,415.0,,73.0,42.0,48.0,20.0,34.0,1545.0,,,,10.0,17,True,birdseye,,,,,https://pypi.org/project/birdseye,,,1241.0,1241.0,,,,3.0,,,,,,,,,,,,,,,,,,
239,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2023-04-25 15:21:35.000,2023-04-25 15:21:34,409.0,12.0,18.0,5.0,175.0,,48.0,289.0,,,,11.0,17,True,add-trailing-comma,,,,,https://pypi.org/project/add-trailing-comma,,,29851.0,29851.0,,,,3.0,,,,,,,,,,,,,,,,,,
240,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2022-04-12 18:58:29.000,2022-04-12 18:50:47,399.0,,36.0,7.0,67.0,20.0,26.0,221.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,17,True,imhotep,,,17.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,6.0,77.0,77.0,,,,3.0,,,,,,,,,,,,,,,,,,
241,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,3.0,22.0,40.0,2021-02-11 10:24:03.000,0.4.0,2.0,5.0,17,False,mkdocs-versioning,,['mkdocs'],55.0,55.0,https://pypi.org/project/mkdocs-versioning,,,2412.0,2412.0,,,,3.0,,,,,,,,,,,,,,,,,,
242,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2023-04-02 13:29:37.000,2023-04-02 10:31:12,148.0,6.0,384.0,75.0,60.0,5.0,71.0,3613.0,,,,39.0,16,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
243,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-09-18 20:16:24.000,2021-09-18 20:16:24,55.0,,40.0,13.0,6.0,6.0,9.0,764.0,,,,5.0,16,False,py-heat,,,51.0,51.0,https://pypi.org/project/py-heat,,,2697.0,2697.0,,,,3.0,,,,,,,,,,,,,,,,,,
244,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44,80.0,,9.0,5.0,18.0,7.0,13.0,366.0,2017-07-27 16:45:20.000,0.2.2,8.0,12.0,16,False,tbvaccine,,,11.0,11.0,https://pypi.org/project/tbvaccine,,,1174.0,1174.0,,,,3.0,,,,,,,,,,,,,,,,,,
245,bellybutton,hchasestevens/bellybutton,linters,Custom Python linting through AST expressions.,,https://github.com/hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2022-09-20 12:04:08.000,2021-07-15 00:42:02,33.0,,13.0,4.0,21.0,8.0,6.0,253.0,2020-11-27 21:20:22.000,0.3.1,11.0,5.0,16,False,bellybutton,,,38.0,37.0,https://pypi.org/project/bellybutton,2020-11-27 21:20:22.000,1.0,2697.0,2697.0,,,,3.0,,,,,,,,,,,,,,,,,,
246,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,29.0,4.0,68.0,,,233.0,2019-12-19 14:20:08.000,.0.3.3,3.0,16.0,16,False,flakehell,,['flake8'],,,https://pypi.org/project/flakehell,,,22161.0,22162.0,,,,3.0,61.0,,,,,,,,,,,,,,,,,
247,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2022-05-13 18:18:48.000,2019-10-04 19:05:46,128.0,,18.0,11.0,10.0,6.0,13.0,157.0,,,,10.0,16,False,pynt,,,115.0,115.0,https://pypi.org/project/pynt,,,8863.0,8863.0,,,,3.0,,,,,,,,,,,,,,,,,,
248,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2023-04-11 15:03:37.804,2023-04-10 19:27:15,234.0,6.0,15.0,2.0,16.0,22.0,21.0,144.0,,,4.0,16.0,16,True,dlint,conda-forge/dlint,,,,https://pypi.org/project/dlint,,,160502.0,160641.0,https://anaconda.org/conda-forge/dlint,2023-04-11 15:03:37.804,2373.0,3.0,,,,,,,,,,,,,,,,,-6.0,
249,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,,2013-03-24 21:45:30.000,2021-10-29 14:54:42.000,2019-05-24 17:17:56,199.0,,7.0,7.0,6.0,4.0,3.0,91.0,,,,3.0,16,False,pyformat,,,1792.0,1792.0,https://pypi.org/project/pyformat,,,18474.0,18474.0,,,,3.0,,,,,,,,,,,,,,,,,,
250,pytest-play,pytest-dev/pytest-play,testing,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,,https://github.com/pytest-dev/pytest-play,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000,2019-08-20 15:57:27.000,2019-06-12 11:57:28,382.0,,4.0,9.0,62.0,4.0,25.0,68.0,2019-06-12 11:59:29.000,2.3.1,23.0,3.0,16,False,pytest-play,,['pytest'],31.0,21.0,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000,10.0,186.0,186.0,,,,3.0,,,,,,,,,,,,,,,,,,
251,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,,2010-11-11 09:43:52.000,2023-04-16 21:21:15.000,2023-04-16 21:21:14,535.0,1.0,78.0,13.0,85.0,38.0,93.0,453.0,,,1.0,46.0,15,False,paver,conda-forge/paver,,,,https://pypi.org/project/paver,,,54700.0,55049.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,26885.0,3.0,,,,,,,,,,,,,,,,,-9.0,
252,com2ann,ilevkivskyi/com2ann,refactoring,Tool for translation type comments to type annotations in Python.,,https://github.com/ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000,2023-04-27 10:41:39.000,2023-04-27 10:41:39,41.0,3.0,9.0,6.0,28.0,7.0,19.0,131.0,,,,5.0,15,True,com2ann,,,36.0,36.0,https://pypi.org/project/com2ann,,,10927.0,10927.0,,,,3.0,,,,,,,,,,,,,,,,,,
253,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2022-08-29 13:47:29.000,2022-08-29 13:45:55,70.0,,26.0,5.0,17.0,10.0,16.0,102.0,,,,12.0,15,True,flake8-bandit,,['flake8'],,,https://pypi.org/project/flake8-bandit,,,516340.0,516340.0,,,,3.0,,,,,,,,,,,,,,,,,,
254,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,,2016-05-26 17:45:08.632,2022-11-16 08:09:24.242,2018-06-28 13:35:12,500.0,,13.0,5.0,1.0,,,78.0,,,12.0,62.0,15,False,memory_profiler,conda-forge/memory_profiler,,,,https://pypi.org/project/memory_profiler,,,689186.0,693070.0,https://anaconda.org/conda-forge/memory_profiler,2022-11-16 08:09:24.242,322386.0,3.0,,,,,,,,,,,,,,,,,,
255,yala,cemsbr/yala,linters,Yet Another Linter Aggregator.,,https://github.com/cemsbr/yala,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000,2023-01-30 07:52:09.000,2023-01-30 07:50:18,198.0,5.0,5.0,2.0,136.0,1.0,11.0,14.0,2023-01-30 07:57:23.000,3.2.0,29.0,4.0,15,False,yala,,"['flake8', 'pylint']",59.0,49.0,https://pypi.org/project/yala,2023-01-30 07:35:02.100,10.0,865.0,865.0,,,,3.0,,,,,,,,,,,,,,,,,,
256,freshenv,raiyanyahya/freshenv,virtual-envs,"Provision, share, manage local and cloud developer environments.",,https://github.com/raiyanyahya/freshenv,https://github.com/raiyanyahya/freshenv,MPL-2.0,2021-12-19 21:38:32.000,2023-03-03 20:00:09.000,2022-11-06 20:48:39,188.0,,3.0,1.0,166.0,,3.0,164.0,2022-08-09 15:40:30.000,3.0.0,5.0,3.0,14,True,freshenv,raiyanyahya/freshenv,,,,https://pypi.org/project/freshenv,,,192.0,192.0,https://anaconda.org/raiyanyahya/freshenv,,,3.0,,,,,,,,,,,,,,,,,,
257,massedit,elmotec/massedit,refactoring,Programmatically edit text files with Python. Useful for source to source transformations.,,https://github.com/elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2022-03-17 12:52:23.000,2020-12-23 02:11:17,178.0,,15.0,6.0,7.0,3.0,5.0,107.0,2020-12-23 02:19:02.000,0.69.1,9.0,8.0,14,False,massedit,,,,,https://pypi.org/project/massedit,,,2605.0,2605.0,,,,3.0,20.0,,,,,,,,,,,,,,,,,
258,universal-build,ml-tooling/universal-build,build-tools,Universal build utilities for containerized build pipelines.,,https://github.com/ml-tooling/universal-build,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000,2022-11-09 08:14:25.000,2022-09-15 18:19:20,395.0,,7.0,4.0,34.0,,3.0,19.0,2021-11-17 16:59:34.000,0.6.18,28.0,5.0,14,True,universal-build,,,11.0,11.0,https://pypi.org/project/universal-build,,,198.0,198.0,,,,3.0,18.0,,,,,,,,,,,,,,,,,
259,subpar,google/subpar,packaging,Subpar is a utility for creating self-contained python executables. It is designed to work well with Bazel.,,https://github.com/google/subpar,https://github.com/google/subpar,Apache-2.0,2016-08-03 20:11:35.000,2022-12-27 14:53:53.000,2022-12-19 19:23:19,95.0,,68.0,18.0,75.0,34.0,30.0,554.0,2019-05-14 20:14:05.000,2.0.0,5.0,16.0,13,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
260,pycycle,bndr/pycycle,linters,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,,https://github.com/bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000,2022-01-15 20:44:01.000,2017-02-13 18:07:04,26.0,,20.0,6.0,6.0,15.0,2.0,315.0,,,,2.0,13,False,pycycle,,,75.0,75.0,https://pypi.org/project/pycycle,,,2795.0,2795.0,,,,3.0,,,,,,,,,,,,,,,,,,
261,pipenv-pipes,gtalarico/pipenv-pipes,virtual-envs,A PipEnv Environment Switcher.,,https://github.com/gtalarico/pipenv-pipes,https://github.com/gtalarico/pipenv-pipes,MIT,2018-05-02 03:56:41.000,2022-12-08 02:07:55.000,2019-06-27 03:42:48,285.0,,17.0,5.0,21.0,7.0,10.0,133.0,2018-11-08 03:05:43.000,0.7.1,25.0,5.0,13,False,pipenv-pipes,,,,,https://pypi.org/project/pipenv-pipes,2018-11-08 03:05:43.000,,236.0,236.0,,,,3.0,,,,,,,,,,,,,,,,,,
262,pep8ify,spulec/pep8ify,refactoring,A library that modifies python source code to conform to pep8.,,https://github.com/spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000,2019-03-08 03:06:14.000,2014-10-24 20:36:38,154.0,,12.0,6.0,7.0,6.0,12.0,117.0,,,,6.0,13,False,pep8ify,,,43.0,43.0,https://pypi.org/project/pep8ify,,,140.0,140.0,,,,3.0,,,,,,,,,,,,,,,,,,
263,livepython,agermanidis/livepython,profiling,Visually trace Python code in real-time.,,https://github.com/agermanidis/livepython,https://github.com/agermanidis/livepython,MIT,2017-10-03 00:19:59.000,2019-01-22 17:39:55.000,2017-11-14 21:27:52,20.0,,168.0,78.0,4.0,11.0,15.0,2524.0,,,,3.0,12,False,,,,2.0,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,
264,retype,ambv/retype,refactoring,Re-apply type annotations from .pyi stubs to your codebase.,,https://github.com/ambv/retype,https://github.com/ambv/retype,MIT,2017-03-11 07:54:58.000,2022-08-15 09:53:04.970,2022-08-14 07:12:06,109.0,,17.0,5.0,28.0,,15.0,133.0,2022-08-14 07:05:53.000,22.8.0,7.0,9.0,12,True,retype,conda-forge/retype,,,,https://pypi.org/project/retype,,,519.0,866.0,https://anaconda.org/conda-forge/retype,2022-08-15 09:53:04.970,21885.0,3.0,,,,,,,,,,,,,,,,,,
265,pyship,jamesabel/pyship,packaging,pyship - ship Python desktop apps to end users.,,https://github.com/jamesabel/pyship,https://github.com/jamesabel/pyship,MIT,2020-04-23 04:45:03.000,2023-04-22 05:22:27.000,2023-04-22 05:22:15,289.0,10.0,2.0,3.0,6.0,5.0,,32.0,,,,2.0,11,False,pyship,,,,,https://pypi.org/project/pyship,,,159.0,159.0,,,,3.0,,,,,,,,,,,,,,,,,,
266,linty_fresh,lyft/linty_fresh,linters,Surface lint errors during code review.,,https://github.com/lyft/linty_fresh,https://github.com/lyft/linty_fresh,Apache-2.0,2015-12-19 02:37:26.000,2023-03-20 01:44:54.000,2022-12-13 04:09:02,54.0,,19.0,20.0,61.0,4.0,1.0,184.0,,,,18.0,9,False,linty-fresh,,"['flake8', 'mypy']",,,https://pypi.org/project/linty-fresh,,,18.0,18.0,,,,3.0,,,,,,,,,,,,,,,,,,
