,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,labels,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
0,Python.org Packaging,https://packaging.python.org/overview/,True,An Overview of Packaging for Python.,packaging,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Testing,https://github.com/ml-tooling/best-of-web-python,True,Testing libraries & tools for python web frameworks.,testing,0,True,ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000000,2021-10-21 14:18:58.000000,2021-09-01 14:02:18.000000,91.0,2.0,1350.0,2021-09-01 14:02:45.000000,2021.08.26,22.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,unittest,https://docs.python.org/3/library/unittest.html,True,Unittest is a test framework included in the Python standard library.,testing,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pipenv,https://github.com/pypa/pipenv,,Python Development Workflow for Humans.,virtual-envs,37,True,pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000000,2021-10-05 03:41:53.000000,2021-08-31 00:56:36.000000,1650.0,2902.0,22368.0,2021-05-29 03:10:16.000000,2021.5.29,298.0,387.0,583.0,conda-forge/pipenv,pipenv,7109.0,24619.0,22345.0,https://pypi.org/project/pipenv,2021-05-29 03:10:16.000000,2274.0,3861737.0,3863567.0,https://anaconda.org/conda-forge/pipenv,2020-11-15 06:15:51.831000,43922.0,1.0,,,,,,,,,,,,,,,,
4,tqdm,https://github.com/tqdm/tqdm,,"A Fast, Extensible Progress Bar for Python and CLI.",logging,37,True,tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000000,2021-10-21 09:00:10.000000,2021-09-20 16:15:31.000000,1021.0,531.0,19798.0,2021-09-20 15:24:06.000000,4.62.3,124.0,107.0,314.0,conda-forge/tqdm,tqdm,1889.0,241860.0,215622.0,https://pypi.org/project/tqdm,2021-09-20 15:11:15.000000,26238.0,26119436.0,26247554.0,https://anaconda.org/conda-forge/tqdm,2021-09-20 17:51:38.361000,8188567.0,1.0,tqdm/tqdm,7907.0,https://hub.docker.com/r/tqdm/tqdm,2021-10-16 01:42:34.021874,2.0,3921.0,,,,,,,,,,
5,psutil,https://github.com/giampaolo/psutil,,Cross-platform lib for process and system monitoring in Python.,profiling,37,True,giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000000,2021-10-19 13:06:17.000000,2021-10-18 18:53:32.000000,1149.0,1304.0,7754.0,2020-12-19 01:19:27.000000,5.8.0,83.0,170.0,203.0,conda-forge/psutil,psutil,5720.0,138572.0,113906.0,https://pypi.org/project/psutil,2020-12-19 01:19:27.000000,24666.0,38754985.0,38883404.0,https://anaconda.org/conda-forge/psutil,2021-06-29 02:45:06.508000,8475658.0,1.0,,,,,,,,,,,,,,,,
6,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,36,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000000,2021-10-15 08:20:57.000000,2021-10-13 19:23:48.000000,1835.0,1480.0,13013.0,2021-10-12 21:59:03.000000,1.2.3,48.0,201.0,111.0,conda-forge/mkdocs,mkdocs,1596.0,21607.0,15665.0,https://pypi.org/project/mkdocs,2021-10-12 21:46:30.000000,5942.0,774091.0,776427.0,https://anaconda.org/conda-forge/mkdocs,2021-10-13 01:18:18.279000,154187.0,1.0,,,,,,,['mkdocs'],,,,,,,,,
7,sphinx,https://github.com/sphinx-doc/sphinx,,Main repository for the Sphinx documentation builder.,documentation,36,True,sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000000,2021-10-21 09:41:52.000000,2021-10-20 16:29:30.000000,1571.0,4776.0,4191.0,2021-09-12 07:53:38.000000,4.2.0,156.0,683.0,877.0,conda-forge/sphinx,sphinx,18272.0,267445.0,162909.0,https://pypi.org/project/sphinx,2021-09-12 07:53:38.000000,104536.0,,66782.0,https://anaconda.org/conda-forge/sphinx,2021-09-12 10:18:31.683000,4140499.0,1.0,,,,,,,['sphinx'],,,,,,,,,
8,jedi,https://github.com/davidhalter/jedi,,"Awesome autocompletion, static analysis and refactoring library for python.",refactoring,35,True,davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000000,2021-10-09 13:20:59.000000,2021-10-09 13:20:59.000000,441.0,1224.0,4991.0,2020-12-25 10:34:25.000000,0.18.0,30.0,146.0,33.0,conda-forge/jedi,jedi,8227.0,172502.0,156596.0,https://pypi.org/project/jedi,2020-12-25 10:34:25.000000,15906.0,23505707.0,23613958.0,https://anaconda.org/conda-forge/jedi,2021-06-29 02:44:18.629000,6495080.0,1.0,,,,,,,,,,,,,,,,
9,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,35,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000000,2021-10-18 13:58:26.000000,2021-10-11 16:52:26.000000,385.0,1132.0,2450.0,2021-10-07 07:28:06.000000,4.0.0a9,124.0,251.0,133.0,conda-forge/tox,tox,2052.0,86082.0,49682.0,https://pypi.org/project/tox,2021-09-16 09:44:58.000000,36400.0,3923472.0,3930969.0,https://anaconda.org/conda-forge/tox,2021-09-17 16:40:15.484000,367369.0,1.0,,,,,,,['pytest'],,,,,,,,,
10,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000000,2021-10-20 20:40:18.000000,2021-10-20 17:43:13.000000,768.0,1283.0,1458.0,2021-10-02 03:11:48.000000,58.2.0,442.0,465.0,552.0,conda-forge/setuptools,setuptools,,178520.0,120590.0,https://pypi.org/project/setuptools,2021-10-02 03:11:40.000000,57930.0,148108563.0,148543716.0,https://anaconda.org/conda-forge/setuptools,2021-10-06 01:02:10.329000,27414613.0,1.0,,110.0,,,,,,,,,,,,,,
11,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,34,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-10-11 19:43:39.000000,2021-10-10 09:31:18.000000,155.0,199.0,1124.0,2021-10-04 01:48:57.000000,3.0.0,43.0,72.0,106.0,conda-forge/pytest-cov,pytest-cov,860.0,145360.0,101966.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000000,43394.0,10444583.0,10501429.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977000,3808722.0,1.0,,,,,,,['pytest'],2.0,,,,,,,,
12,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-10-20 21:15:05.000000,2021-10-16 16:44:12.000000,939.0,533.0,30305.0,2021-10-06 13:09:30.000000,10.12.0,136.0,127.0,25.0,conda-forge/rich,rich,2350.0,7705.0,7705.0,https://pypi.org/project/rich,2021-10-06 13:08:03.000000,0.0,2307131.0,2334313.0,https://anaconda.org/conda-forge/rich,2021-10-06 20:41:59.786000,407731.0,1.0,,,,,,,,,,,,,,,,
13,mypy,https://github.com/python/mypy,,Optional static typing for Python 3 and 2 (PEP 484).,linters,33,True,python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000000,2021-10-21 09:01:18.000000,2021-10-20 11:20:06.000000,1904.0,4891.0,11594.0,,,83.0,497.0,1956.0,conda-forge/mypy,mypy,9809.0,53703.0,47619.0,https://pypi.org/project/mypy,2021-06-22 18:39:23.000000,6084.0,,28712.0,https://anaconda.org/conda-forge/mypy,2021-06-23 17:56:50.288000,1349489.0,1.0,,,,,,,,,,,,,,,,
14,pytest,https://github.com/pytest-dev/pytest,,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",testing,33,True,pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000000,2021-10-19 09:53:26.000000,2021-10-19 09:53:25.000000,1812.0,3977.0,7861.0,2021-08-30 17:39:28.000000,6.2.5,148.0,750.0,714.0,conda-forge/pytest,pytest,,518507.0,387923.0,https://pypi.org/project/pytest,2021-08-30 17:39:00.000000,130584.0,,156672.0,https://anaconda.org/conda-forge/pytest,2021-08-31 02:25:39.479000,9870349.0,1.0,,,,,,,['pytest'],,,,,,,,,
15,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,Technical documentation that just works.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000000,2021-10-20 21:04:10.000000,2021-10-20 21:02:55.000000,1844.0,1135.0,7753.0,2021-10-17 16:28:53.000000,7.3.4,219.0,131.0,17.0,conda-forge/mkdocs-material,mkdocs-material,3679.0,10692.0,9190.0,https://pypi.org/project/mkdocs-material,2021-10-17 16:28:53.000000,1502.0,681810.0,684180.0,https://anaconda.org/conda-forge/mkdocs-material,2021-10-18 03:48:53.498000,68739.0,1.0,,,,,,,['mkdocs'],,,,,,,,,
16,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000000,2021-10-20 23:46:50.000000,2021-10-20 23:46:49.000000,475.0,1107.0,5436.0,2021-10-20 12:06:51.000000,hypothesis-python-6.23.4,884.0,254.0,58.0,conda-forge/hypothesis,hypothesis,11041.0,12803.0,10187.0,https://pypi.org/project/hypothesis,2021-10-20 12:06:31.000000,2616.0,2226175.0,2303334.0,https://anaconda.org/conda-forge/hypothesis,2021-10-20 15:25:57.364000,4861029.0,1.0,,,,,,,,,,,,,,,,
17,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,33,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000000,2021-10-21 11:03:52.000000,2021-10-21 11:03:51.000000,244.0,337.0,3914.0,2021-04-30 06:09:29.000000,1.5.7,67.0,51.0,90.0,conda-forge/autopep8,autopep8,2728.0,103191.0,93007.0,https://pypi.org/project/autopep8,2021-04-30 06:04:42.000000,10184.0,2295661.0,2304285.0,https://anaconda.org/conda-forge/autopep8,2021-04-30 08:34:16.877000,551969.0,1.0,,,,,,,,,,,,,,,,
18,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,33,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000000,2021-10-19 18:55:06.000000,2021-10-18 02:16:18.000000,166.0,1273.0,1566.0,2021-10-11 12:42:47.000000,4.0.1,81.0,158.0,39.0,conda-forge/flake8,flake8,,271954.0,200664.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000000,71290.0,12459411.0,12508517.0,https://anaconda.org/conda-forge/flake8,2021-10-12 17:50:59.118000,3142834.0,1.0,,,,,,,,,,,,,,,,
19,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,32,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000000,2021-10-21 06:22:08.000000,2021-10-21 04:01:45.000000,2432.0,5088.0,7495.0,2021-08-12 14:54:57.000000,21.2.4,112.0,639.0,924.0,conda-forge/pip,pip,,80570.0,61904.0,https://pypi.org/project/pip,2021-10-11 19:42:14.000000,18666.0,,412303.0,https://anaconda.org/conda-forge/pip,2021-10-11 23:27:06.405000,25975114.0,1.0,,,,,,,,,,,,,,,,
20,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,32,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-10-20 10:52:45.000000,2021-10-20 02:14:13.000000,497.0,1230.0,6680.0,2021-09-03 00:45:09.000000,2.15.0,163.0,125.0,25.0,conda-forge/pre-commit,pre-commit,2088.0,2136.0,,https://pypi.org/project/pre-commit,2021-09-03 00:33:45.000000,2136.0,3852632.0,3882719.0,https://anaconda.org/conda-forge/pre-commit,2021-09-03 12:43:28.471000,773879.0,1.0,,15830.0,,,,,,,,,,,,,,
21,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000000,2021-10-20 18:48:06.000000,2021-10-20 18:48:06.000000,1089.0,6149.0,4348.0,2021-06-30 04:55:46.000000,4.10.3,100.0,370.0,2055.0,conda-forge/conda,conda,15757.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000000,2104.0,,358306.0,https://anaconda.org/conda-forge/conda,2021-09-24 19:18:03.525000,22215005.0,1.0,,,,,,,,,,,,,,,,
22,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000000,2021-10-20 00:38:13.000000,2021-10-19 17:41:54.000000,906.0,1109.0,3981.0,2021-09-24 10:46:05.000000,20.8.1,171.0,216.0,66.0,conda-forge/virtualenv,virtualenv,,34422.0,,https://pypi.org/project/virtualenv,2021-09-24 10:37:15.000000,34422.0,22650659.0,22672830.0,https://anaconda.org/conda-forge/virtualenv,2021-06-29 14:18:57.494000,1219453.0,2.0,,,,,,,,,,,,,,,,
23,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-10-16 04:43:52.000000,2021-10-16 04:43:50.000000,296.0,358.0,3407.0,2021-07-09 21:42:28.000000,1.6.0,52.0,56.0,330.0,conda-forge/invoke,invoke,3523.0,13645.0,9043.0,https://pypi.org/project/invoke,2021-07-09 21:42:28.000000,4602.0,2031350.0,2038079.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642000,444139.0,1.0,,,,,,,,,,,,,,,,
24,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000000,2021-10-18 03:00:43.000000,2021-10-01 21:43:40.000000,236.0,393.0,1061.0,2021-09-29 13:51:54.000000,1.4.3,135.0,102.0,188.0,conda-forge/sentry-sdk,sentry-sdk,1301.0,15900.0,14914.0,https://pypi.org/project/sentry-sdk,2021-09-29 13:51:50.000000,986.0,10863278.0,10866534.0,https://anaconda.org/conda-forge/sentry-sdk,2021-09-29 16:26:48.534000,109627.0,1.0,,4487.0,,,,,,,,,,,,,,
25,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,31,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000000,2021-10-21 05:23:21.000000,2021-10-19 17:52:10.000000,1471.0,1360.0,23134.0,2021-09-14 02:24:50.000000,21.9b0,33.0,273.0,342.0,conda-forge/black,black,,95362.0,89134.0,https://pypi.org/project/black,2021-09-14 02:25:24.000000,6228.0,,55784.0,https://anaconda.org/conda-forge/black,2021-10-19 21:19:25.764000,2264084.0,2.0,,17462.0,,,,,,,,,,,,,,
26,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,31,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000000,2021-10-21 00:44:23.000000,2021-10-10 18:21:04.000000,1378.0,2119.0,16806.0,2021-10-04 18:05:17.000000,1.1.11,141.0,292.0,1281.0,conda-forge/poetry,poetry,1885.0,64.0,,https://pypi.org/project/poetry,2021-10-04 18:05:17.000000,64.0,,212598.0,https://anaconda.org/conda-forge/poetry,2021-10-05 20:05:28.270000,275538.0,2.0,,8803249.0,,,,,,,,,,,,,,
27,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2021-10-18 20:13:10.000000,2021-09-09 07:14:10.000000,447.0,400.0,10036.0,2020-09-20 07:56:32.000000,0.5.3,17.0,30.0,73.0,conda-forge/loguru,loguru,562.0,11376.0,11034.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,342.0,1784450.0,1793066.0,https://anaconda.org/conda-forge/loguru,2021-09-27 15:58:40.900000,275725.0,2.0,,,,,,,,,,,,,,,,
28,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,31,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000000,2021-10-21 13:19:51.000000,2021-10-21 08:25:22.000000,1787.0,3459.0,6371.0,2021-10-15 08:56:42.000000,4.1.2,69.0,147.0,223.0,conda-forge/robotframework,robotframework,13061.0,5736.0,4328.0,https://pypi.org/project/robotframework,2021-10-15 08:57:24.000000,1408.0,,1445.0,https://anaconda.org/conda-forge/robotframework,2021-10-15 13:26:14.612000,64774.0,1.0,,514.0,,,,,,,,,,,,,,
29,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,31,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000000,2021-10-20 10:09:03.000000,2021-09-14 17:41:07.000000,767.0,196.0,5631.0,2021-07-07 17:05:04.000000,0.9.53,50.0,51.0,336.0,conda-forge/pyautogui,pyautogui,402.0,11408.0,10800.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000000,608.0,514677.0,517569.0,https://anaconda.org/conda-forge/pyautogui,2021-10-13 11:30:22.592000,135930.0,1.0,,,,,,,,,,,,,,,,
30,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-10-21 13:01:33.000000,2021-10-21 13:01:33.000000,1551.0,749.0,4697.0,2021-10-16 08:31:36.000000,3.4.0,114.0,802.0,624.0,conda-forge/buildbot,buildbot,22346.0,1149.0,257.0,https://pypi.org/project/buildbot,2021-10-16 08:31:36.000000,892.0,56499.0,58591.0,https://anaconda.org/conda-forge/buildbot,2021-10-16 13:45:45.804000,44419.0,2.0,,17312.0,,,,,,,,,,,,,,
31,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,31,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000000,2021-10-13 21:28:40.000000,2021-10-13 19:29:49.000000,614.0,549.0,4421.0,2021-10-11 00:56:25.000000,2.8.0,13.0,127.0,113.0,conda-forge/pycodestyle,pycodestyle,,186997.0,165767.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000000,21230.0,17260050.0,17311792.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620000,3311547.0,1.0,,,,,,,,,,,,,,,,
32,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,31,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2021-10-20 22:55:27.000000,2021-10-19 23:03:00.000000,1596.0,534.0,3858.0,2018-10-05 13:20:49.000000,0.4.2,23.0,108.0,186.0,conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,1347.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,23474.0,,29365.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268000,1820674.0,2.0,,,,,,,['sphinx'],,,,,,,,,
33,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,31,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000000,2021-10-05 07:51:16.000000,2021-08-24 02:15:43.000000,364.0,368.0,3600.0,2020-12-13 02:48:28.000000,1.7.0,31.0,134.0,180.0,conda-forge/bandit,bandit,1177.0,10862.0,8508.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000000,2354.0,1986299.0,1989478.0,https://anaconda.org/conda-forge/bandit,2021-09-16 07:37:16.557000,92159.0,1.0,,100.0,,,,,,,,,,,,,,
34,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,31,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000000,2021-04-09 10:35:26.000000,2016-03-04 01:16:26.000000,358.0,461.0,1339.0,2015-06-02 09:12:36.000000,1.3.7,14.0,95.0,447.0,conda-forge/nose,nose,1004.0,202279.0,115805.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000000,86474.0,4196182.0,4225437.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277000,1901610.0,1.0,,,,,,,,,,,,,,,,
35,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,31,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000000,2021-07-27 23:18:51.000000,2021-07-27 23:18:45.000000,158.0,46.0,1089.0,2021-07-27 23:09:33.000000,2.0.2,20.0,46.0,20.0,conda-forge/python-json-logger,python-json-logger,196.0,18847.0,17929.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000000,918.0,4124324.0,4141579.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855000,931772.0,2.0,,,,,,,,,,,,,,,,
36,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,31,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376000,2021-10-14 18:06:46.000000,2021-03-04 09:33:31.000000,79.0,59.0,993.0,2021-02-22 07:34:12.000000,0.8.9,25.0,67.0,45.0,conda-forge/tabulate,tabulate,502.0,61971.0,53869.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000000,8102.0,35697063.0,35720466.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132000,1521238.0,2.0,,,,,,,,,,,,,,,,
37,pydocstyle,https://github.com/PyCQA/pydocstyle,,docstring style checker.,linters,31,True,PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000000,2021-10-10 13:59:20.000000,2021-10-10 13:58:44.000000,152.0,195.0,823.0,2021-05-17 20:37:45.000000,6.1.1,17.0,74.0,79.0,conda-forge/pydocstyle,pydocstyle,714.0,23538.0,19618.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000000,3920.0,2051771.0,2058873.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379000,447477.0,1.0,,56.0,,,,,,,,,,,,,,
38,coveralls-python,https://github.com/TheKevJames/coveralls-python,,Show coverage stats online via coveralls.io.,testing,31,True,TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000000,2021-10-21 08:38:37.000000,2021-10-08 19:18:29.000000,174.0,137.0,464.0,2021-07-20 20:24:19.000000,3.2.0,40.0,59.0,8.0,,coveralls,434.0,36211.0,19203.0,https://pypi.org/project/coveralls,2021-07-20 20:24:19.000000,17008.0,458661.0,458661.0,,,,1.0,,,,,,,['pytest'],,,,,,,,,
39,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,31,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000000,2021-09-15 20:32:18.000000,2021-09-15 20:32:18.000000,75.0,94.0,451.0,2021-03-30 20:43:51.000000,0.8.2,25.0,43.0,8.0,conda-forge/parso,parso,1094.0,165071.0,153707.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000000,11364.0,23391227.0,23506116.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064000,5284922.0,1.0,,,,,,,,,,,,,,,,
40,packaging,https://github.com/pypa/packaging,,Core utilities for Python packages.,packaging,31,True,pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000000,2021-10-18 21:15:05.000000,2021-10-14 22:09:02.000000,159.0,157.0,336.0,2021-07-23 20:58:52.000000,21.0,36.0,70.0,55.0,conda-forge/packaging,packaging,,290312.0,261112.0,https://pypi.org/project/packaging,2021-07-03 12:32:30.000000,29200.0,77189853.0,77348648.0,https://anaconda.org/conda-forge/packaging,2021-07-03 14:49:57.465000,10162513.0,1.0,,158.0,,,,,,,,,,,,,,
41,Glances,https://github.com/nicolargo/glances,,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",profiling,30,True,nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000000,2021-10-08 15:42:42.000000,2021-10-08 15:41:24.000000,1236.0,1198.0,19347.0,2021-08-14 15:24:27.000000,3.2.3,59.0,147.0,208.0,conda-forge/glances,glances,4138.0,390.0,340.0,https://pypi.org/project/glances,2021-08-21 06:39:00.000000,50.0,116172.0,118358.0,https://anaconda.org/conda-forge/glances,2021-09-13 17:25:17.813000,145985.0,1.0,,618.0,,,,,,,,,,,,,,
42,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,30,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000000,2021-09-27 13:51:09.000000,2021-09-27 13:51:09.000000,5969.0,96.0,18392.0,2020-07-01 21:59:00.000000,1.1.0,13.0,66.0,58.0,conda-forge/numpydoc,numpydoc,,35684.0,28336.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000000,7348.0,256014.0,271009.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384000,854763.0,2.0,,,,,,,['sphinx'],,,,,,,,,
43,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,30,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000000,2021-10-17 05:32:50.000000,2021-10-17 05:32:49.000000,419.0,980.0,4235.0,2021-07-29 06:41:35.000000,5.9.3,130.0,249.0,28.0,conda-forge/isort,isort,,223125.0,198907.0,https://pypi.org/project/isort,2021-07-29 06:40:41.000000,24218.0,,38941.0,https://anaconda.org/conda-forge/isort,2021-07-29 08:58:06.550000,2453312.0,2.0,,,,,,,,,,,,,,,,
