,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,labels,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,conda_forge,updated_github_id
198,pylint-flask,https://github.com/jschaf/pylint-flask,,A Pylint plugin to analyze Flask applications.,linters,20,True,jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000000,2021-03-10 19:35:23.000000,2021-03-10 19:35:23.000000,9.0,5.0,59.0,,,5.0,7.0,4.0,conda-forge/pylint-flask,pylint-flask,40.0,6026.0,5320.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000000,706.0,174770.0,175624.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934000,52110.0,3.0,,,,,,,['pylint'],,,,,,,,,
199,pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,,Testinfra test your infrastructures.,testing,19,True,pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000000,2021-07-04 15:22:57.000000,2021-07-04 15:22:57.000000,274.0,198.0,1939.0,2021-06-20 21:23:39.000000,6.4.0,5.0,104.0,111.0,,pytest-testinfra,665.0,0.0,,https://pypi.org/project/pytest-testinfra,2021-06-20 21:23:39.000000,0.0,,,,,,3.0,,,,,,,['pytest'],-5.0,,,,,,,,
200,Birdseye,https://github.com/alexmojaki/birdseye,,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,debugging,19,True,alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000000,2021-08-01 14:18:37.000000,2021-08-01 14:14:35.000000,68.0,32.0,1417.0,2021-07-03 11:54:41.000000,0.9.1,37.0,10.0,18.0,,birdseye,409.0,0.0,,https://pypi.org/project/birdseye,2021-08-01 14:18:37.000000,0.0,867.0,867.0,,,,3.0,,,,,,,,,,,,,,,,
201,pdoc,https://github.com/mitmproxy/pdoc,,API Documentation for Python Projects.,documentation,19,True,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000000,2021-08-23 14:30:37.000000,2021-08-23 14:30:37.000000,114.0,179.0,1031.0,2021-08-18 11:03:46.000000,7.4.0,70.0,31.0,6.0,,pdoc,,679.0,391.0,https://pypi.org/project/pdoc,2021-08-18 11:03:46.000000,288.0,,,,,,3.0,,,,,,,,-5.0,,,,,,,,
202,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,19,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000000,2021-07-13 14:36:24.000000,2021-07-13 14:36:24.000000,31.0,66.0,886.0,2021-07-02 13:17:04.000000,0.3.1,26.0,24.0,43.0,,pyflow,333.0,0.0,,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000000,0.0,135.0,271.0,,,,3.0,,3410.0,,,,,,,,,,,,,,
203,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,19,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000000,2021-03-29 17:53:40.000000,2019-12-20 19:59:49.000000,143.0,28.0,753.0,2018-07-25 01:42:48.000000,0.6.0,11.0,36.0,29.0,,pycco,222.0,454.0,230.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000000,224.0,,,,,,3.0,,,,,,,,,,,,,,,,
204,prettytable,https://github.com/jazzband/prettytable,,Display tabular data in a visually appealing ASCII table format.,logging,19,False,jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000000,2021-09-15 08:17:34.000000,2021-08-27 09:13:13.000000,78.0,35.0,544.0,2021-08-27 09:15:51.000000,2.2.0,15.0,29.0,25.0,conda-forge/prettytable,prettytable,343.0,0.0,,https://pypi.org/project/prettytable,2021-08-27 09:15:51.000000,0.0,,4825.0,https://anaconda.org/conda-forge/prettytable,2021-08-27 13:42:30.607000,303987.0,3.0,,,,,,,,,,,,,,,,
205,vex,https://github.com/sashahart/vex,,Run a command in the named virtualenv.,virtual-envs,19,False,sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000000,2021-01-19 19:03:16.000000,2019-05-10 19:18:48.000000,23.0,38.0,370.0,2019-05-10 19:21:38.000000,0.0.19,18.0,3.0,3.0,,vex,200.0,37.0,21.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000000,16.0,1318.0,1318.0,,,,3.0,,,,,,,,,,,,,,,,
206,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,19,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000000,2021-09-11 21:38:38.000000,2021-08-26 12:18:15.000000,130.0,194.0,324.0,2021-03-31 20:21:51.000000,3.2.1,37.0,47.0,50.0,constructor,,951.0,10.0,10.0,,,,,75.0,https://anaconda.org/anaconda/constructor,2021-04-01 17:48:58.348000,4524.0,3.0,,219.0,,,,,,,,,,,,,,
207,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,19,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000000,2021-09-13 20:30:41.000000,2021-09-13 20:30:41.000000,14.0,34.0,189.0,2021-01-24 18:14:07.000000,2.1.0,30.0,9.0,1.0,,add-trailing-comma,268.0,14.0,,https://pypi.org/project/add-trailing-comma,2021-01-24 18:14:07.000000,14.0,5655.0,5655.0,,,,3.0,,,,,,,,,,,,,,,,
208,nitpick,https://github.com/andreoliwa/nitpick,,Enforce the same settings on multiple projects.,linters,19,True,andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000000,2021-09-13 18:29:26.000000,2021-08-29 00:17:44.000000,11.0,55.0,179.0,2021-07-20 22:57:53.000000,0.27.0,43.0,10.0,33.0,,nitpick,568.0,0.0,,https://pypi.org/project/nitpick,2021-07-20 22:57:49.000000,0.0,9586.0,9586.0,,,,3.0,,4.0,,,,,['flake8'],,,,,,,,,
209,unimport,https://github.com/hakancelik96/unimport,,"A linter, formatter for finding and removing unused import statements.",refactoring,19,True,hakancelik96/unimport,https://github.com/hakancelik96/unimport,MIT,2019-09-08 09:49:24.000000,2021-09-14 09:33:27.000000,2021-09-14 09:30:18.000000,13.0,66.0,111.0,2021-09-14 09:33:27.000000,0.9.2,33.0,12.0,10.0,,unimport,400.0,12.0,12.0,https://pypi.org/project/unimport,2021-09-14 09:33:27.000000,,5032.0,5032.0,,,,3.0,,,,,,,,,,,,,,,,
210,dodgy,https://github.com/landscapeio/dodgy,,Looks at Python code to search for things which look dodgy such as passwords or diffs.,security,19,True,landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000000,2021-08-29 14:44:21.000000,2021-03-21 11:36:52.000000,18.0,3.0,91.0,2019-12-31 16:44:58.000000,0.2.1,10.0,14.0,8.0,conda-forge/dodgy,dodgy,70.0,1913.0,1389.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000000,524.0,,419.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579000,25596.0,3.0,,,,,,,,,,,,,,,,
211,flake8-bandit,https://github.com/tylerwince/flake8-bandit,,Automated security testing using bandit and flake8.,linters,19,False,tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000000,2020-12-29 20:50:06.000000,2020-08-29 05:51:08.000000,15.0,8.0,63.0,2019-10-08 03:58:31.000000,2.1.2,11.0,5.0,4.0,,flake8-bandit,44.0,156.0,,https://pypi.org/project/flake8-bandit,2019-10-08 03:58:31.000000,156.0,427951.0,427951.0,,,,3.0,,,,,,,['flake8'],,,,,,,,,
212,unify,https://github.com/myint/unify,,Modifies strings to all use the same quote where possible.,refactoring,19,False,myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000000,2021-04-21 16:21:07.000000,2019-08-07 13:44:00.000000,12.0,3.0,58.0,2013-06-22 15:34:37.000000,0.1.5,10.0,5.0,10.0,,unify,69.0,351.0,297.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000000,54.0,50247.0,50247.0,,,,3.0,,,,,,,,,,,,,,,,
213,mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,,MkDocs plugin for setting revision date from git per markdown file.,documentation,19,False,zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000000,2020-10-16 02:02:54.000000,2020-10-16 01:58:36.000000,5.0,9.0,36.0,2020-10-16 02:02:42.000000,0.3.1,8.0,6.0,2.0,,mkdocs-git-revision-date-plugin,24.0,324.0,306.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2020-10-16 02:02:18.000000,18.0,13311.0,13311.0,,,,3.0,,,,,,,['mkdocs'],,,,,,,,,
214,pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,virtual-envs,18,True,pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000000,2021-08-23 08:30:29.000000,2021-07-25 09:13:35.000000,300.0,181.0,4483.0,2019-02-14 00:27:42.000000,1.1.5,7.0,44.0,135.0,,,470.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
215,fake2db,https://github.com/emirozer/fake2db,,create custom test databases that are populated with fake data.,testing,18,False,emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000000,2019-11-25 09:19:01.000000,2019-11-25 09:19:00.000000,108.0,15.0,2083.0,2019-03-09 13:53:12.000000,1.0.0,20.0,18.0,7.0,,fake2db,242.0,17.0,16.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000000,1.0,287.0,287.0,,,,3.0,,,,,,,,,,,,,,,,
216,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,18,False,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000000,2020-12-25 03:47:37.000000,2020-03-08 21:43:06.000000,224.0,76.0,2053.0,2018-11-01 16:02:57.000000,0.42,15.0,22.0,21.0,,python-taint,1576.0,72.0,50.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000000,22.0,,1.0,,,,3.0,,65.0,,,,,,,,,,,,,,
217,xar,https://github.com/facebookincubator/xar,,executable archive format.,packaging,18,True,facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000000,2021-09-09 15:49:12.000000,2021-09-09 15:49:10.000000,45.0,21.0,1474.0,2020-12-02 20:41:20.000000,20.12.2,3.0,25.0,8.0,,xar,,15.0,15.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000000,,137.0,137.0,,,,3.0,,,,,,,,,,,,,,,,
218,heartrate,https://github.com/alexmojaki/heartrate,,Simple real time visualisation of the execution of a Python program.,profiling,18,True,alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000000,2021-08-27 02:28:34.000000,2021-07-06 10:06:18.000000,113.0,2.0,1300.0,2019-08-14 12:49:34.000000,0.2.1,3.0,2.0,4.0,,heartrate,23.0,26.0,26.0,https://pypi.org/project/heartrate,2019-08-14 12:49:34.000000,0.0,303.0,303.0,,,,3.0,,,,,,,,,,,,,,,,
219,pycycle,https://github.com/bndr/pycycle,,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,linters,18,False,bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000000,2021-07-28 15:57:26.000000,2017-02-13 18:07:04.000000,15.0,1.0,292.0,2017-02-13 18:07:58.000000,0.0.8,8.0,2.0,14.0,,pycycle,26.0,53.0,46.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000000,7.0,2086.0,2086.0,,,,3.0,,,,,,,,,,,,,,,,
220,assertpy,https://github.com/ActivisionGameScience/assertpy,,Simple assertion library for unit testing in python with a fluent API.,testing,18,False,ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332000,2020-07-19 15:23:26.710000,2019-10-30 17:50:10.000000,47.0,,248.0,,,13.0,10.0,,conda-forge/assertpy,assertpy,279.0,124.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000000,124.0,,269.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710000,12381.0,3.0,,,,,,,,,,,,,,,,
221,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,18,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000000,2021-01-11 21:35:41.000000,2021-01-11 21:35:40.000000,32.0,,224.0,2021-01-11 18:40:32.000000,0.9.0,28.0,15.0,4.0,,flakehell,368.0,0.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000000,0.0,57883.0,57885.0,,,,3.0,,57.0,,,,,['flake8'],,,,,,,,,
222,mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,,An MkDocs plugin to export content pages as PDF files.,documentation,18,True,zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000000,2021-09-08 00:03:29.000000,2021-08-30 19:36:59.000000,34.0,44.0,207.0,2021-08-30 19:37:59.000000,0.5.9,23.0,10.0,37.0,,mkdocs-pdf-export-plugin,70.0,157.0,153.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-08-30 19:37:59.000000,4.0,,,,,,3.0,,,,,,,['mkdocs'],,,,,,,,,
223,pynt,https://github.com/rags/pynt,,A pynt of Python build.,build-tools,18,False,rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000000,2020-04-13 11:49:33.000000,2019-10-04 19:05:46.000000,18.0,13.0,152.0,2018-06-24 06:23:48.000000,0.8.2,7.0,9.0,5.0,,pynt,128.0,124.0,70.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000000,54.0,5990.0,5990.0,,,,3.0,,,,,,,,,,,,,,,,
224,pandas-vet,https://github.com/deppen8/pandas-vet,,A plugin for Flake8 that checks pandas code.,linters,18,True,deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000000,2021-03-03 04:44:57.000000,2021-03-03 04:44:57.000000,14.0,29.0,107.0,2020-02-01 05:12:09.000000,0.2.2,6.0,10.0,21.0,conda-forge/pandas-vet,pandas-vet,179.0,49.0,49.0,https://pypi.org/project/pandas-vet,2020-02-01 05:12:09.000000,0.0,4049.0,4303.0,https://anaconda.org/conda-forge/pandas-vet,2020-02-01 05:31:32.445000,7339.0,3.0,,39.0,,,,,['flake8'],,,,,,,,,
225,pyformat,https://github.com/myint/pyformat,,Formats Python code to follow a consistent style.,formatters,18,False,myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000000,2019-12-07 19:55:59.000000,2019-05-24 17:17:56.000000,5.0,3.0,83.0,2014-09-07 13:57:37.000000,0.5.7,23.0,3.0,3.0,,pyformat,199.0,118.0,96.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000000,22.0,14022.0,14022.0,,,,3.0,,,,,,,,,,,,,,,,
226,mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,,MkDocs Plugin allowing your visitors to *File Print Save as PDF* the entire site.,documentation,18,False,timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000000,2021-09-16 12:44:08.000000,2021-09-16 12:24:13.000000,5.0,52.0,22.0,2021-09-15 13:40:23.000000,2.0.0,24.0,1.0,2.0,,mkdocs-print-site-plugin,179.0,41.0,41.0,https://pypi.org/project/mkdocs-print-site-plugin,2021-09-15 13:40:23.000000,0.0,3182.0,3182.0,,,,3.0,,,,,,,['mkdocs'],2.0,,,,,,,,
227,beartype,https://github.com/beartype/beartype,,Unbearably fast O(1) runtime type-checking in pure Python.,linters,17,True,beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000000,2021-09-16 06:59:10.000000,2021-09-16 06:49:46.000000,8.0,30.0,371.0,2021-08-21 04:36:25.000000,0.8.1,14.0,6.0,5.0,conda-forge/beartype,beartype,,0.0,,https://pypi.org/project/beartype,2021-08-21 04:36:25.000000,0.0,14741.0,15192.0,https://anaconda.org/conda-forge/beartype,2021-08-21 19:39:47.858000,6766.0,3.0,,,,,,,,,,,,,,,,
228,bellybutton,https://github.com/hchasestevens/bellybutton,,Custom Python linting through AST expressions.,linters,17,True,hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000000,2021-07-15 00:42:03.000000,2021-07-15 00:42:02.000000,11.0,6.0,220.0,2020-11-27 21:20:22.000000,0.3.1,11.0,5.0,7.0,,bellybutton,33.0,8.0,8.0,https://pypi.org/project/bellybutton,2020-11-27 21:20:22.000000,0.0,5425.0,5425.0,,,,3.0,,,,,,,,,,,,,,,,
229,imhotep,https://github.com/justinabrahms/imhotep,,A static-analysis bot for Github.,linters,17,False,justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000000,2021-07-28 19:03:11.000000,2017-12-09 20:00:47.000000,37.0,23.0,215.0,2016-09-18 21:57:32.000000,1.1.0,9.0,15.0,23.0,,imhotep,356.0,11.0,7.0,https://pypi.org/project/imhotep,2016-09-18 21:57:32.000000,4.0,12.0,12.0,,,,3.0,,,,,,,,,,,,,,,,
230,com2ann,https://github.com/ilevkivskyi/com2ann,,Tool for translation type comments to type annotations in Python.,refactoring,17,True,ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000000,2021-08-21 14:47:42.000000,2021-08-21 14:47:42.000000,6.0,15.0,98.0,2021-08-21 09:01:26.000000,0.3.0,3.0,4.0,5.0,,com2ann,31.0,4.0,4.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000000,0.0,1653.0,1653.0,,,,3.0,,,,,,,,,,,,,,,,
231,massedit,https://github.com/elmotec/massedit,,Programmatically edit text files with Python. Useful for source to source transformations.,refactoring,17,True,elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000000,2020-12-23 02:17:37.000000,2020-12-23 02:11:17.000000,14.0,5.0,91.0,2020-12-23 02:19:02.000000,0.69.1,15.0,6.0,3.0,,massedit,178.0,10.0,,https://pypi.org/project/massedit,2020-12-23 02:12:33.000000,10.0,1690.0,1690.0,,,,3.0,,17.0,,,,,,,,,,,,,,
232,PyOxidizer,https://github.com/indygreg/PyOxidizer,,A modern Python application packaging and distribution tool.,packaging,16,True,indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000000,2021-09-16 03:55:23.000000,2021-09-12 17:01:50.000000,117.0,153.0,3189.0,2021-08-09 01:16:26.000000,pyoxidizer/0.17,9.0,34.0,217.0,,,,,,,,,,32.0,,,,3.0,,649.0,,,,,,,,,,,,,,
