,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,pypi_id,conda_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
144,redbaron,https://github.com/PyCQA/redbaron,,Bottom-up approach to refactoring in python.,refactoring,24,True,pycqa/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000000,2021-12-09 03:12:39.000000,2021-12-09 03:12:36.000000,67.0,46.0,623.0,2019-03-17 19:03:54.000000,0.9.2,15.0,34.0,80.0,redbaron,,1672.0,514.0,342.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000000,172.0,24265.0,24265.0,,,,2.0,,,,,,,,,,,,,,,,
145,Mamba Test Runner,https://github.com/nestorsalceda/mamba,,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,testing,24,False,nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000000,2021-12-09 22:04:56.000000,2020-11-16 12:31:58.000000,63.0,52.0,481.0,2020-11-16 12:36:24.000000,0.11.2,21.0,22.0,45.0,mamba,,468.0,613.0,393.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000000,220.0,24383.0,24383.0,,,,3.0,,,,,,,,,,,,,,,,
146,paver,https://github.com/paver/paver,,Python-based project scripting.,build-tools,24,True,paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000000,2021-06-21 14:55:20.000000,2021-06-21 14:55:20.000000,78.0,93.0,445.0,2017-12-31 01:13:41.000000,1.3.4,28.0,45.0,37.0,paver,conda-forge/paver,534.0,1908.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000000,1908.0,33143.0,33524.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122000,23669.0,3.0,,,,,,,,,,,,,,,,
147,flake8-import-order,https://github.com/PyCQA/flake8-import-order,,Flake8 plugin that checks import order against various Python Style Guides.,linters,24,False,PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000000,2021-03-12 04:22:24.000000,2020-08-04 12:21:12.000000,61.0,85.0,251.0,2019-03-04 08:39:11.000000,0.18.1,34.0,40.0,13.0,flake8-import-order,conda-forge/flake8-import-order,274.0,1892.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000000,1892.0,291950.0,295233.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199000,203561.0,3.0,['flake8'],,,,,,,,,,,,,,,
148,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,24,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000000,2021-10-16 09:35:31.000000,2021-10-16 09:35:29.000000,31.0,72.0,247.0,,,41.0,20.0,16.0,check-manifest,conda-forge/check-manifest,527.0,8806.0,7002.0,https://pypi.org/project/check-manifest,2021-09-22 09:08:46.000000,1804.0,138771.0,139768.0,https://anaconda.org/conda-forge/check-manifest,2021-09-22 11:40:52.389000,36923.0,3.0,,,,,,,,,,,,,,,,
149,docformatter,https://github.com/myint/docformatter,,Formats docstrings to follow PEP 257.,formatters,24,False,myint/docformatter,https://github.com/myint/docformatter,MIT,2012-05-26 21:40:48.000000,2021-08-19 05:41:14.000000,2020-12-27 18:10:35.000000,34.0,22.0,242.0,2019-11-10 16:23:03.000000,1.3.1,48.0,15.0,27.0,docformatter,,441.0,905.0,795.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000000,110.0,76131.0,76131.0,,,,3.0,,,,,,,,,,,,,,,,
150,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,24,True,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000000,2021-12-15 14:41:21.229000,2021-09-24 20:54:11.000000,36.0,43.0,159.0,2020-01-11 00:29:49.000000,1.6.3,33.0,10.0,33.0,releases,,522.0,1112.0,406.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000000,706.0,12259.0,12259.0,,,,3.0,['sphinx'],,,,,,,,,,,,,,,
151,asteval,https://github.com/newville/asteval,,minimalistic evaluator of python expression using ast module.,ast,24,True,newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000000,2022-01-06 13:22:58.000000,2022-01-06 13:22:40.000000,32.0,46.0,127.0,2021-06-22 12:00:47.000000,0.9.25,25.0,19.0,7.0,asteval,conda-forge/asteval,420.0,945.0,707.0,https://pypi.org/project/asteval,2021-06-22 12:00:47.000000,238.0,117760.0,120187.0,https://anaconda.org/conda-forge/asteval,2021-02-27 14:24:12.922000,152919.0,3.0,,,,,,,,,,,,,,,,
152,pipx,https://github.com/pypa/pipx,,Install and Run Python Applications in Isolated Environments.,dependency-managers,23,True,pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000000,2022-01-04 09:17:35.000000,2022-01-04 08:50:46.000000,214.0,348.0,4464.0,2022-01-04 09:17:35.000000,1.0.0,49.0,71.0,103.0,pipx,,,4.0,,https://pypi.org/project/pipx,2022-01-04 09:17:35.000000,4.0,67838.0,67838.0,,,,3.0,,,,,,,,,,,,,,,,
153,rebound,https://github.com/shobrook/rebound,,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,logging,23,True,shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872000,2021-12-15 16:07:35.783000,2021-01-04 03:14:37.000000,358.0,38.0,3777.0,2021-11-17 15:34:55.000000,3.18.1,173.0,16.0,20.0,rebound,conda-forge/rebound,166.0,36.0,22.0,https://pypi.org/project/rebound,2021-12-15 16:07:35.783000,14.0,1275.0,4223.0,https://anaconda.org/conda-forge/rebound,2021-11-17 17:47:34.225000,164925.0,3.0,,,175.0,,,,,,,,,,,,,
154,mamba,https://github.com/mamba-org/mamba,,The Fast Cross-Platform Package Manager.,dependency-managers,23,True,mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000000,2022-01-05 08:52:54.000000,2022-01-04 11:51:18.000000,136.0,484.0,2578.0,2021-11-22 09:01:26.000000,2021.11.19,84.0,66.0,198.0,,conda-forge/mamba,1615.0,,,,,,,51615.0,https://anaconda.org/conda-forge/mamba,2021-12-08 19:36:37.442000,1754922.0,3.0,,,,,,,,,,,,,,,,
155,dephell,https://github.com/dephell/dephell,,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",dependency-managers,23,True,dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000000,2021-01-11 21:31:40.000000,2021-01-11 21:31:39.000000,106.0,161.0,1735.0,2020-04-28 06:31:17.000000,.0.8.3,30.0,37.0,108.0,dephell,,2145.0,339.0,331.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000000,8.0,4437.0,4442.0,,,,3.0,,,167.0,,,,,,,,,,,,,
156,stackprinter,https://github.com/cknd/stackprinter,,Debugging-friendly exceptions for Python.,logging,23,True,cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000000,2021-03-18 20:44:50.000000,2021-01-01 18:48:26.000000,33.0,15.0,1151.0,2020-10-31 13:10:42.000000,0.2.5,14.0,6.0,11.0,stackprinter,,159.0,89.0,85.0,https://pypi.org/project/stackprinter,2020-10-31 13:06:59.000000,4.0,298847.0,298847.0,,,,3.0,,,,,,,,,,,,,,,,
157,python-hunter,https://github.com/ionelmc/python-hunter,,Hunter is a flexible code tracing toolkit.,debugging,23,True,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000000,2021-12-15 20:38:09.000000,2021-12-15 17:43:12.000000,36.0,50.0,655.0,2021-12-15 20:36:30.000000,3.4.3,49.0,9.0,37.0,hunter,,1026.0,111.0,77.0,https://pypi.org/project/hunter,2021-12-15 20:36:30.000000,34.0,9723.0,9723.0,,,,3.0,,,,,,,,,,,,,,,,
158,prettytable,https://github.com/jazzband/prettytable,,Display tabular data in a visually appealing ASCII table format.,logging,23,False,jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000000,2022-01-05 22:59:18.000000,2022-01-03 18:45:45.000000,89.0,52.0,638.0,2021-12-20 15:36:48.000000,2.5.0,19.0,39.0,23.0,prettytable,conda-forge/prettytable,373.0,0.0,,https://pypi.org/project/prettytable,2021-12-20 15:36:48.000000,0.0,3343496.0,3348588.0,https://anaconda.org/conda-forge/prettytable,2021-12-20 22:21:02.581000,341221.0,3.0,,,,,,,,,,,,,,,,
159,mypy-protobuf,https://github.com/dropbox/mypy-protobuf,,open source tools to generate mypy stubs from protobufs.,linters,23,True,dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000000,2022-01-04 00:10:48.000000,2022-01-04 00:10:48.000000,64.0,93.0,414.0,2021-12-24 04:15:47.000000,3.1.0,37.0,31.0,4.0,mypy-protobuf,,,24.0,,https://pypi.org/project/mypy-protobuf,2021-12-24 04:15:47.000000,24.0,989353.0,989353.0,,,,3.0,,,,,,,,,,,,,,,,
160,pytest-randomly,https://github.com/pytest-dev/pytest-randomly,,Pytest plugin to randomly order tests and control random.seed.,testing,23,True,pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000000,2022-01-04 16:22:30.000000,2022-01-04 16:22:30.000000,22.0,42.0,391.0,2021-11-30 21:30:40.000000,3.10.3,28.0,16.0,6.0,pytest-randomly,,,214.0,,https://pypi.org/project/pytest-randomly,2021-11-30 21:30:40.000000,214.0,333521.0,333521.0,,,,3.0,,,,,,,,,,,,,,,,
161,sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,documentation,23,True,executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000000,2021-06-24 02:56:51.000000,2021-03-14 13:43:08.000000,51.0,44.0,369.0,2021-03-14 13:46:47.000000,2021.3.14,15.0,17.0,14.0,sphinx-autobuild,conda-forge/sphinx-autobuild,,4682.0,,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000000,4682.0,179182.0,180580.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297000,79729.0,3.0,['sphinx'],,,,,,,,,,,,,,,
162,flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,,A flake8 plugin to help you write better list/set/dict comprehensions.,linters,23,True,adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000000,2022-01-04 16:21:26.000000,2022-01-04 16:21:25.000000,15.0,34.0,321.0,2021-10-11 13:39:20.000000,3.7.0,30.0,12.0,7.0,flake8-comprehensions,conda-forge/flake8-comprehensions,,714.0,,https://pypi.org/project/flake8-comprehensions,2021-10-11 13:39:20.000000,714.0,478062.0,485817.0,https://anaconda.org/conda-forge/flake8-comprehensions,2021-10-12 17:53:54.156000,480816.0,3.0,['flake8'],,,,,,,,,,,,,,,
163,flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,,Flake8 plugin to find commented out or dead code.,linters,23,True,wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000000,2021-12-30 08:55:39.000000,2021-12-30 08:55:37.000000,7.0,27.0,215.0,2021-10-19 12:43:12.000000,1.2.0,12.0,13.0,1.0,flake8-eradicate,,334.0,72.0,,https://pypi.org/project/flake8-eradicate,2021-10-19 12:43:12.000000,72.0,206849.0,206849.0,,,,3.0,['flake8'],,,,,,,,,,,,,,,
164,flake8-commas,https://github.com/PyCQA/flake8-commas,,Flake8 extension for enforcing trailing commas in python.,linters,23,True,PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000000,2021-10-13 19:25:52.000000,2021-10-13 19:25:45.000000,23.0,26.0,128.0,2021-10-13 19:25:39.000000,2.1.0,20.0,12.0,5.0,flake8-commas,,176.0,550.0,,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000000,550.0,221218.0,221218.0,,,,3.0,['flake8'],,,,,,,,,,,,,,,
165,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,23,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632000,2021-12-19 14:16:49.287000,2018-06-28 13:35:12.000000,13.0,,67.0,2018-08-16 03:16:49.000000,0.54.0,52.0,61.0,,memory_profiler,conda-forge/memory_profiler,500.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,534.0,413586.0,415748.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287000,147079.0,3.0,,,,,,,,,,,,,,,,
166,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,22,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000000,2021-12-18 12:23:07.000000,2021-08-31 15:45:26.000000,114.0,57.0,5639.0,2021-06-22 20:52:25.000000,2.1.1,15.0,16.0,26.0,icecream,,213.0,6.0,,https://pypi.org/project/icecream,2021-06-22 20:47:50.000000,6.0,107620.0,107620.0,,,,3.0,,,,,,,,,,,,,,,,
167,better-exceptions,https://github.com/Qix-/better-exceptions,,"Pretty and useful exceptions in Python, automatically.",logging,22,True,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000000,2021-10-19 01:43:50.000000,2021-10-19 01:43:50.000000,195.0,41.0,4098.0,2021-01-29 16:48:55.000000,0.3.3,16.0,15.0,29.0,better-exceptions,,99.0,74.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000000,74.0,26595.0,26595.0,,,,3.0,,,,,,,,,,,,,,,,
168,vprof,https://github.com/nvdv/vprof,,Visual profiler for Python.,profiling,22,True,nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000000,2021-02-20 07:50:28.000000,2021-02-20 07:47:40.000000,167.0,56.0,3806.0,2018-06-24 14:16:36.000000,0.37.6,24.0,17.0,26.0,vprof,,619.0,105.0,87.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000000,18.0,3538.0,3538.0,,,,3.0,,,,,,,,,,,,,,,,
169,MonkeyType,https://github.com/Instagram/MonkeyType,,A Python library that generates static type annotations by collecting runtime types.,refactoring,22,True,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000000,2021-10-03 07:01:51.000000,2021-09-15 00:20:06.000000,129.0,112.0,3635.0,2021-05-21 22:24:36.000000,21.5.0,21.0,37.0,37.0,monkeytype,conda-forge/monkeytype,,192.0,158.0,https://pypi.org/project/monkeytype,2021-05-21 22:24:36.000000,34.0,23227.0,24011.0,https://anaconda.org/conda-forge/monkeytype,2021-05-22 12:13:35.937000,37643.0,3.0,,,,,,,,,,,,,,,,
170,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,22,False,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000000,2021-12-15 15:24:47.133000,2020-08-24 01:31:58.000000,120.0,20.0,2991.0,2017-06-28 06:10:16.000000,0.1.3,4.0,18.0,17.0,profiling,,433.0,50.0,45.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133000,5.0,4651.0,4651.0,,,,3.0,,,,,,,,,,,,,,,,
171,alive-progress,https://github.com/rsalmei/alive-progress,,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",logging,22,True,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000000,2021-12-14 18:04:25.000000,2021-11-06 05:27:01.000000,129.0,68.0,2978.0,2021-10-19 01:28:57.000000,2.1.0,21.0,1.0,25.0,alive-progress,conda-forge/alive-progress,,531.0,531.0,https://pypi.org/project/alive-progress,2021-10-19 01:28:57.000000,0.0,20660.0,21166.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990000,11639.0,3.0,,,,,,,,,,,,,,,,
172,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,22,False,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000000,2020-12-25 03:47:37.000000,2020-03-08 21:43:06.000000,226.0,76.0,2063.0,2018-11-01 16:02:57.000000,0.42,15.0,22.0,21.0,python-taint,,1576.0,78.0,56.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000000,22.0,2405.0,2406.0,,,,3.0,,,71.0,,,,,,,,,,,,,
173,cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",packaging,22,True,marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000000,2022-01-05 05:22:03.000000,2022-01-04 16:21:06.000000,172.0,653.0,847.0,2021-12-08 02:45:09.000000,6.9,36.0,93.0,64.0,cx_freeze,conda-forge/cx_freeze,,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000000,153.0,47488.0,50438.0,https://anaconda.org/conda-forge/cx_freeze,2021-12-08 04:58:13.804000,106206.0,3.0,,,,,,,,,,,,,,,,
174,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,22,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000000,2021-03-29 17:53:40.000000,2019-12-20 19:59:49.000000,143.0,28.0,763.0,2018-07-25 01:42:48.000000,0.6.0,11.0,36.0,29.0,pycco,,222.0,467.0,243.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000000,224.0,1123.0,1123.0,,,,3.0,,,,,,,,,,,,,,,,
175,pynsist,https://github.com/takluyver/pynsist,,Build Windows installers for Python applications.,packaging,22,True,takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000000,2021-12-01 21:13:53.000000,2021-12-01 21:13:53.000000,101.0,134.0,741.0,2020-07-03 08:11:24.000000,2.5.1,21.0,29.0,25.0,pynsist,,550.0,88.0,,https://pypi.org/project/pynsist,2021-03-28 16:28:58.000000,88.0,1551.0,1551.0,,,,3.0,,,,,,,,,,,,,,,,
176,snoop,https://github.com/alexmojaki/snoop,,"A powerful set of Python debugging tools, based on PySnooper.",debugging,22,True,alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000000,2021-11-11 16:57:18.000000,2021-11-11 16:24:42.000000,24.0,20.0,676.0,2021-11-11 16:57:18.000000,0.4.1,12.0,21.0,18.0,snoop,,418.0,8.0,,https://pypi.org/project/snoop,2021-11-11 16:57:18.000000,8.0,16855.0,16855.0,,,,3.0,,,,,,,,,,,,,,,,
177,mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,,"Automatic documentation from sources, for MkDocs.",documentation,22,True,mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000000,2021-12-28 21:56:42.000000,2021-12-28 21:55:11.000000,58.0,160.0,571.0,2021-12-27 17:59:42.000000,0.17.0,41.0,26.0,50.0,mkdocstrings,conda-forge/mkdocstrings,477.0,0.0,,https://pypi.org/project/mkdocstrings,2021-12-27 17:59:42.000000,0.0,88676.0,89421.0,https://anaconda.org/conda-forge/mkdocstrings,2021-12-28 00:30:39.821000,11176.0,3.0,['mkdocs'],,,,,,,,,,,,,,,
178,pytest-testmon,https://github.com/tarpas/pytest-testmon,,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,testing,22,True,tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000000,2021-10-22 07:06:32.000000,2021-10-22 07:00:49.000000,29.0,88.0,505.0,2021-10-22 07:01:51.000000,1.2.2,39.0,16.0,28.0,pytest-testmon,conda-forge/pytest-testmon,287.0,98.0,,https://pypi.org/project/pytest-testmon,2021-10-22 07:01:51.000000,98.0,88929.0,89635.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063000,33228.0,3.0,['pytest'],,,,,,,,,,,,,,,
179,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,22,True,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000000,2021-11-17 16:12:56.000000,2021-11-17 16:10:48.000000,15.0,20.0,233.0,2020-02-01 18:04:00.000000,0.6.3,12.0,8.0,15.0,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,95.0,574.0,512.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000000,62.0,224330.0,229717.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818000,307080.0,3.0,['pytest'],,,,,,,,,,,,,,,
180,mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,,An MkDocs plugin to export content pages as PDF files.,documentation,22,True,zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000000,2021-10-05 01:44:06.000000,2021-10-05 01:31:10.000000,34.0,45.0,223.0,2021-10-05 01:33:27.000000,0.5.10,24.0,11.0,41.0,mkdocs-pdf-export-plugin,,72.0,192.0,188.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000000,4.0,12433.0,12433.0,,,,3.0,['mkdocs'],,,,,,,,,,,,,,,
181,data-science-types,https://github.com/predictive-analytics-lab/data-science-types,,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",linters,22,True,predictive-analytics-lab/data-science-types,https://github.com/predictive-analytics-lab/data-science-types,Apache-2.0,2019-09-20 11:45:49.000000,2021-02-16 17:29:01.000000,2021-02-16 17:29:00.000000,57.0,23.0,186.0,2021-02-16 16:47:31.000000,0.2.23,26.0,44.0,39.0,data-science-types,,446.0,158.0,158.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000000,0.0,37288.0,37288.0,,,,3.0,,,,,,,,,,,,,,,,
182,xdoctest,https://github.com/Erotemic/xdoctest,,A rewrite of Python's builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,testing,22,True,Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000000,2021-12-20 22:57:51.000000,2021-12-20 22:57:18.000000,7.0,20.0,130.0,2021-10-06 11:58:58.000000,0.15.10,62.0,7.0,17.0,xdoctest,,,1982.0,1930.0,https://pypi.org/project/xdoctest,2021-10-06 11:58:58.000000,52.0,103541.0,103541.0,,,,3.0,,,,,,,,,,,,,,,,conda-forge/xdoctest
183,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,22,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000000,2021-12-27 16:27:57.000000,2021-12-27 16:27:57.000000,9.0,14.0,102.0,2021-07-16 22:59:22.000000,0.2.3,11.0,5.0,7.0,flake8-black,conda-forge/flake8-black,101.0,1661.0,1625.0,https://pypi.org/project/flake8-black,2021-07-16 22:59:22.000000,36.0,201603.0,207610.0,https://anaconda.org/conda-forge/flake8-black,2021-07-17 00:37:54.092000,186231.0,3.0,['flake8'],,,,,,,,,,,,,,,
184,pyrasite,https://github.com/lmacken/pyrasite,,Inject code into running Python processes.,debugging,21,False,lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000000,2021-06-04 01:31:20.000000,2017-03-13 17:42:17.000000,190.0,15.0,2595.0,,,13.0,20.0,40.0,pyrasite,,274.0,44.0,38.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000000,6.0,19539.0,19539.0,,,,3.0,,,,,,,,,,,,,,,,
185,sixpack,https://github.com/sixpack/sixpack,,Sixpack is a language-agnostic a/b-testing framework.,testing,21,False,sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000000,2021-08-03 05:52:12.000000,2020-08-26 00:32:16.000000,185.0,125.0,1719.0,2017-11-22 14:27:35.000000,2.7.0,37.0,56.0,88.0,sixpack,,828.0,14.0,10.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000000,4.0,395.0,395.0,,,,3.0,,,,,,,,,,,,,,,,
186,Bowler,https://github.com/facebookincubator/Bowler,,Safe code refactoring for modern Python.,refactoring,21,True,facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000000,2021-12-30 11:53:38.000000,2021-09-01 18:41:12.000000,88.0,34.0,1347.0,2020-09-17 01:55:39.000000,0.9.0,8.0,26.0,46.0,bowler,conda-forge/bowler,,10.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000000,10.0,36897.0,37196.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246000,11365.0,3.0,,,,,,,,,,,,,,,,
187,shiv,https://github.com/linkedin/shiv,,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",packaging,21,True,linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000000,2021-11-18 17:19:55.000000,2021-11-18 16:53:47.000000,75.0,70.0,1346.0,2021-11-18 17:19:55.000000,1.0.0,57.0,34.0,33.0,shiv,,,10.0,,https://pypi.org/project/shiv,2021-11-18 17:12:31.000000,10.0,5032.0,5037.0,,,,3.0,,,158.0,,,,,,,,,,,,,
188,wily,https://github.com/tonybaloney/wily,,"A Python application for tracking, reporting on timing and complexity in Python code.",code-metrics,21,True,tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000000,2021-12-06 12:07:14.000000,2021-07-01 09:03:43.000000,45.0,52.0,837.0,2020-09-02 06:33:11.000000,1.19.0,46.0,16.0,28.0,wily,,703.0,16.0,,https://pypi.org/project/wily,2021-07-01 08:25:50.000000,16.0,9833.0,9833.0,,,,3.0,,,,,,,,,,,,,,,,
189,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,21,True,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000000,2021-12-15 14:34:12.182000,2021-09-15 11:45:37.000000,17.0,15.0,319.0,2021-04-08 20:14:54.000000,1.8.0,23.0,11.0,6.0,manhole,,485.0,148.0,82.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000000,66.0,22741.0,22741.0,,,,3.0,,,,,,,,,,,,,,,,
