,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-08-17 06:50:52.000,2023-08-17 06:50:49,2253.0,62.0,371.0,29.0,1650.0,111.0,960.0,2262.0,2023-05-31 14:30:27.000,0.18.0,56.0,182.0,36,True,,wemake-python-styleguide,,,15144.0,15097.0,https://pypi.org/project/wemake-python-styleguide,261270.0,261270.0,,,,2.0,2020-01-19 11:56:48.000,47.0,,,,,,,,,,,,,,,,,
44,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-07-31 23:20:09.000,2023-07-31 23:20:08,562.0,6.0,174.0,29.0,295.0,56.0,452.0,1288.0,2023-07-29 17:00:40.000,3.1.0,37.0,84.0,36,True,,pyflakes,conda-forge/pyflakes,,253279.0,239513.0,https://pypi.org/project/pyflakes,22825548.0,23051272.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6546024.0,2.0,2023-07-29 17:00:40.000,13766.0,,,,,,,,,,,,,,,,,
45,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-08-14 16:49:24.000,2023-08-11 09:21:21,3143.0,51.0,2777.0,380.0,973.0,28.0,1597.0,32983.0,2023-08-11 09:21:29.000,2.3.24,80.0,422.0,35,True,,pyenv,,,10.0,10.0,https://pypi.org/project/pyenv,10004.0,10004.0,,,,2.0,,,,,,,,,,,,,,,,,,,
46,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-08-17 03:21:38.000,2023-08-17 03:21:38,2407.0,129.0,237.0,31.0,759.0,32.0,1173.0,5059.0,2023-07-31 06:42:22.000,2.8.2,172.0,131.0,35,True,,pdm,conda-forge/pdm,,203.0,162.0,https://pypi.org/project/pdm,453040.0,460932.0,https://anaconda.org/conda-forge/pdm,2023-08-07 20:42:34.237,181521.0,2.0,2023-07-31 06:42:18.000,41.0,4.0,,,,,,,,,,,,,,,,
47,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-08-09 05:24:20.000,2023-08-09 05:24:13,1399.0,62.0,183.0,33.0,255.0,28.0,256.0,2699.0,2023-04-06 12:17:40.000,23.1.0,13.0,101.0,35,False,,structlog,conda-forge/structlog,,9114.0,9114.0,https://pypi.org/project/structlog,7608989.0,7612772.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,321556.0,2.0,,,,,,,,,,,,,,,,,,,
48,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-08-17 10:09:32.000,2023-07-30 21:33:52,8765.0,95.0,285.0,62.0,1004.0,658.0,2726.0,1756.0,2023-03-21 16:25:11.000,4.5.2,32.0,149.0,35,True,,scons,conda-forge/scons,,59.0,,https://pypi.org/project/scons,407879.0,414120.0,https://anaconda.org/conda-forge/scons,2023-06-16 13:25:22.382,478677.0,2.0,2022-07-30 21:23:00.222,59.0,1349.0,,,,,,,,,,,,,,,,
49,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-06-19 14:39:45.000,2023-05-06 14:40:18,1079.0,,300.0,37.0,532.0,49.0,417.0,1454.0,2022-12-01 01:51:31.000,4.0.2,52.0,116.0,35,True,,twine,conda-forge/twine,,108313.0,93446.0,https://pypi.org/project/twine,3788954.0,3798772.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,824764.0,2.0,2022-12-01 01:49:17.129,14867.0,,,,,,,,,,,,,,,,,
50,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-08-17 03:31:13.000,2023-06-07 11:16:23,408.0,4.0,1077.0,187.0,155.0,416.0,225.0,8462.0,,,12.0,52.0,34,True,,pyautogui,conda-forge/pyautogui,,26029.0,26029.0,https://pypi.org/project/pyautogui,621821.0,624782.0,https://anaconda.org/conda-forge/pyautogui,2023-06-12 20:13:48.004,204314.0,2.0,,,,,,,,,,,,,,,,,,,
51,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-07-13 14:14:49.000,2023-07-12 18:04:56,3696.0,8.0,345.0,91.0,245.0,300.0,400.0,4040.0,,,25.0,60.0,34,True,,invoke,conda-forge/invoke,,21844.0,21844.0,https://pypi.org/project/invoke,6025067.0,6054833.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,922769.0,2.0,,,,,,,,,,,,,,,,,,,
52,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-08-17 10:48:06.000,2023-08-09 20:05:01,2509.0,47.0,306.0,61.0,1044.0,4.0,312.0,4021.0,2023-08-06 18:17:33.000,10.2.1,49.0,116.0,34,True,,mimesis,conda-forge/mimesis,,1443.0,1443.0,https://pypi.org/project/mimesis,117423.0,121322.0,https://anaconda.org/conda-forge/mimesis,2023-08-06 20:37:54.598,144090.0,2.0,,,461.0,,,,,,,,,,,,,,,,
53,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-08-15 11:15:39.000,2023-08-15 11:15:36,4188.0,182.0,238.0,46.0,40.0,7.0,1187.0,2392.0,2023-08-14 23:11:44.000,8.3.3,321.0,31.0,34,False,,pyarmor,,,936.0,909.0,https://pypi.org/project/pyarmor,136828.0,136828.0,,,,2.0,2023-08-14 22:53:25.000,27.0,,,,,,,,,,,,,,,,,
54,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-08-11 20:46:10.000,2023-08-11 20:46:02,1384.0,11.0,170.0,36.0,262.0,54.0,310.0,1841.0,2023-05-25 01:30:01.451,1.10.2,124.0,89.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,5117.0,4429.0,https://pypi.org/project/prospector,813883.0,814875.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,83404.0,1.0,2023-05-25 01:30:01.451,688.0,,,,,,,,,,,,,,,,,
55,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-07-30 17:47:29.000,2023-04-30 10:08:19,610.0,,141.0,21.0,90.0,83.0,132.0,1737.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,34,True,,tabulate,conda-forge/tabulate,,141797.0,133926.0,https://pypi.org/project/tabulate,49378344.0,49441132.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5462607.0,2.0,2022-10-06 17:23:25.701,7871.0,,,,,,,,,,,,,,,,,
56,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-08-15 12:25:18.000,2023-08-15 12:25:18,564.0,13.0,131.0,34.0,233.0,11.0,132.0,1624.0,2023-06-16 00:00:00.984,3.11.1,60.0,66.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],71691.0,66593.0,https://pypi.org/project/pytest-mock,12025534.0,12083752.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2212294.0,2.0,2023-06-16 00:00:00.984,5098.0,5.0,,,,,,,,,,,,,,,,
57,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-08-13 13:31:02.000,2023-08-13 13:30:58,1299.0,103.0,153.0,35.0,176.0,41.0,136.0,1442.0,2023-07-30 20:22:26.000,1.6.0,4.0,78.0,34,False,,logbook,conda-forge/logbook,,4779.0,4779.0,https://pypi.org/project/logbook,3305776.0,3309631.0,https://anaconda.org/conda-forge/logbook,2023-07-31 08:36:53.455,146412.0,2.0,,,321.0,,,,,,,,,,,,,,,,
58,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,387.0,49.0,261.0,452.0,465.0,1359.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,,nose,conda-forge/nose,,189520.0,144785.0,https://pypi.org/project/nose,4744142.0,4777357.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2889783.0,2.0,2015-06-02 09:12:36.000,44735.0,,,,,,,,,,,,,,,,,
59,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-08-15 07:55:32.000,2023-08-15 07:55:30,465.0,47.0,124.0,36.0,354.0,27.0,215.0,1194.0,2023-07-12 10:20:06.993,0.21.1,37.0,42.0,34,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1074.0,,https://pypi.org/project/pytest-asyncio,7219817.0,7264185.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-07-12 15:08:45.602,1730081.0,2.0,2023-07-12 10:20:06.993,1074.0,147.0,,,,,,,,,6.0,,,,,,,
60,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-08-16 10:43:59.000,2023-08-16 10:43:55,10090.0,19.0,5372.0,1089.0,355.0,63.0,4949.0,27809.0,2023-08-01 09:33:36.000,1.7.8,94.0,128.0,33,True,,sqlmap,,,19.0,10.0,https://pypi.org/project/sqlmap,9481.0,9481.0,,,,2.0,2023-08-01 09:33:36.000,9.0,,,,,,,,,,,,,,,,,
61,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,5.0,946.0,234.0,117.0,25.0,104.0,15990.0,2023-07-15 15:06:01.470,1.2.0,59.0,27.0,33,True,,pysnooper,conda-forge/pysnooper,,1546.0,1493.0,https://pypi.org/project/pysnooper,571523.0,573466.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,68019.0,1.0,2023-07-15 15:06:01.470,53.0,,,,,,,,,,,,,,,,,
62,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-08-07 20:33:52.000,2023-08-03 21:07:38,475.0,13.0,376.0,111.0,294.0,137.0,188.0,10705.0,2022-09-07 22:01:08.223,0.3.14,38.0,34.0,33,True,,py-spy,conda-forge/py-spy,,2988.0,2942.0,https://pypi.org/project/py-spy,2865124.0,2876005.0,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,465974.0,2.0,2022-09-07 22:00:23.982,45.0,13568.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,476.0,407443.0,
63,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-08-15 15:11:36.000,2023-08-15 15:11:36,3002.0,49.0,263.0,71.0,231.0,146.0,236.0,8125.0,2023-08-13 18:04:25.000,1.5.25,148.0,42.0,33,True,,scalene,,,485.0,480.0,https://pypi.org/project/scalene,17436.0,17436.0,,,,2.0,2023-08-13 18:04:25.000,5.0,,,,,,,,,,,,,,,,,
64,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-08-14 19:42:36.000,2023-08-10 10:29:19,576.0,18.0,308.0,74.0,455.0,137.0,456.0,6783.0,2023-03-12 06:23:00.522,1.2.0,52.0,100.0,33,True,,pipx,conda-forge/pipx,,1406.0,1390.0,https://pypi.org/project/pipx,1423137.0,1424918.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,32146.0,3.0,2023-03-12 06:23:00.522,16.0,8363.0,,,,,,,,,,,,,,,,
65,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-08-17 14:09:57.000,2023-08-17 03:31:10,14554.0,324.0,400.0,112.0,379.0,111.0,250.0,6448.0,2023-02-14 00:24:14.000,0.9.18,11.0,250.0,33,True,,pyre-check,,,10.0,10.0,https://pypi.org/project/pyre-check,74118.0,74118.0,,,,3.0,,,,,,,,,,,,,,,,,,,
66,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-08-02 22:25:18.000,2023-04-14 07:08:49,336.0,,351.0,60.0,149.0,169.0,98.0,5319.0,2023-04-14 07:11:09.000,0.4.13,42.0,59.0,33,True,,pipreqs,conda-forge/pipreqs,,22117.0,21744.0,https://pypi.org/project/pipreqs,479877.0,480359.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,40068.0,3.0,2023-04-14 07:10:52.947,373.0,,,,,,,,,,,,,,,,,
67,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-07-04 07:05:55.000,2023-02-28 17:40:55,262.0,,210.0,27.0,84.0,12.0,89.0,1530.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,61207.0,60395.0,https://pypi.org/project/python-json-logger,20503343.0,20570904.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,5134684.0,2.0,2023-02-21 17:40:52.893,812.0,,,,,,,,,,,,,,,,,
68,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-08-10 14:28:58.000,2023-07-16 13:59:19,540.0,16.0,143.0,23.0,411.0,53.0,272.0,1103.0,2023-04-23 03:14:01.967,2023.4.22,25.0,91.0,33,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4706.0,4356.0,https://pypi.org/project/nox,979161.0,982749.0,https://anaconda.org/conda-forge/nox,2023-06-16 16:11:40.627,208111.0,2.0,2023-04-23 03:14:01.967,350.0,,,,,,,,,,,,,,,,,
69,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-08-15 08:38:11.000,2023-08-15 08:38:10,1521.0,33.0,201.0,25.0,395.0,91.0,401.0,742.0,2023-07-20 15:35:38.874,1.12.0,80.0,119.0,33,True,,setuptools_scm,conda-forge/setuptools_scm,,639.0,,https://pypi.org/project/setuptools_scm,16831555.0,16852384.0,https://anaconda.org/conda-forge/setuptools_scm,2023-06-16 13:24:17.147,1853865.0,3.0,2023-07-20 15:35:38.874,639.0,,,,,,,,,,,,,,,,,
70,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-08-14 22:49:44.000,2023-08-04 10:02:57,888.0,34.0,228.0,56.0,142.0,19.0,105.0,5484.0,2023-07-22 22:32:54.000,4.5.1,41.0,52.0,32,True,,pyinstrument,conda-forge/pyinstrument,,1754.0,1636.0,https://pypi.org/project/pyinstrument,591160.0,597713.0,https://anaconda.org/conda-forge/pyinstrument,2023-07-23 00:53:24.914,235926.0,2.0,2023-07-22 22:32:54.000,118.0,,,,,,,,,,,,,,,,,
71,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-06-29 17:22:42.966,2023-06-29 12:24:48,3152.0,11.0,143.0,27.0,347.0,76.0,230.0,1663.0,,,24.0,77.0,32,True,,rope,conda-forge/rope,,66690.0,66690.0,https://pypi.org/project/rope,784967.0,821283.0,https://anaconda.org/conda-forge/rope,2023-06-29 17:22:42.966,1234746.0,1.0,,,,,,,,,,,,,,,,,,,
72,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2023-08-14 07:26:51.000,2023-05-12 08:01:49,682.0,,178.0,35.0,157.0,48.0,134.0,1613.0,2023-05-12 08:13:47.000,1.8.0,46.0,91.0,32,False,,nodeenv,conda-forge/nodeenv,,54383.0,54383.0,https://pypi.org/project/nodeenv,14136532.0,14178160.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,2955636.0,2.0,,,,,,,,,,,,,,,,,,,
73,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-08-02 20:24:01.000,2023-08-02 20:24:00,588.0,19.0,94.0,13.0,161.0,47.0,305.0,1303.0,2023-05-26 10:45:43.395,0.22.0,50.0,37.0,32,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],9171.0,8756.0,https://pypi.org/project/mkdocstrings,577188.0,579590.0,https://anaconda.org/conda-forge/mkdocstrings,2023-07-04 10:51:48.275,81689.0,2.0,2023-05-26 10:45:43.395,415.0,,,,,,,,,,,,,,,,,
74,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-08-12 07:15:17.000,2023-08-12 07:15:16,1055.0,32.0,198.0,56.0,323.0,139.0,196.0,1193.0,2022-11-09 16:51:21.000,6.1.1,95.0,58.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3177.0,2994.0,https://pypi.org/project/pytest-bdd,710205.0,711272.0,https://anaconda.org/conda-forge/pytest-bdd,2023-06-16 16:15:16.989,54456.0,2.0,2022-11-08 17:18:53.914,183.0,,,,,,,,,,,,,,,,,
75,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-07-26 16:58:11.000,2023-07-26 16:58:11,323.0,13.0,95.0,8.0,205.0,51.0,149.0,959.0,2023-07-10 16:30:53.438,23.7.10,60.0,76.0,32,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],33994.0,33582.0,https://pypi.org/project/flake8-bugbear,2269484.0,2291575.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-07-17 21:14:51.714,729029.0,2.0,2023-07-10 16:30:53.438,412.0,,,,,,,,,,,,,,,,,
76,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-06-16 13:18:55.458,2023-03-18 11:25:49,975.0,,97.0,22.0,67.0,11.0,200.0,822.0,2022-10-26 13:47:55.000,4.2.0,44.0,42.0,32,True,,progressbar2,conda-forge/progressbar2,,30214.0,30214.0,https://pypi.org/project/progressbar2,17702935.0,17715029.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,989490.0,2.0,,,2067.0,,,,,,,,,,,,,,,,
77,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2023-08-14 18:06:04.000,2023-05-22 18:16:01,1114.0,1.0,137.0,23.0,311.0,52.0,215.0,757.0,2023-04-29 18:30:51.495,0.13.0,29.0,74.0,32,True,,nose2,conda-forge/nose2,,24783.0,23668.0,https://pypi.org/project/nose2,561158.0,562891.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,109181.0,2.0,2023-04-29 18:30:51.495,1115.0,,,,,,,,,,,,,,,,,
78,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-08-15 07:23:58.000,2023-08-13 18:45:13,483.0,19.0,207.0,25.0,343.0,125.0,215.0,615.0,2022-11-11 08:16:56.000,3.2.0,21.0,50.0,32,False,,pytest-html,conda-forge/pytest-html,['pytest'],37091.0,37091.0,https://pypi.org/project/pytest-html,3476439.0,3490254.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,455902.0,2.0,,,,,,,,,,,,,,,,,,,
79,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,2.0,94.0,22.0,107.0,10.0,104.0,559.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,32,True,,parso,conda-forge/parso,,338886.0,332858.0,https://pypi.org/project/parso,20769488.0,20994989.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,15334106.0,2.0,2021-11-30 21:07:01.473,6028.0,,,,,,,,,,,,,,,,,
80,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-08-16 19:43:46.000,2023-08-16 19:43:46,1067.0,62.0,328.0,57.0,272.0,14.0,110.0,11008.0,2023-08-01 22:54:13.000,1.9.1,15.0,37.0,31,True,,memray,conda-forge/memray,,190.0,190.0,https://pypi.org/project/memray,306877.0,310559.0,https://anaconda.org/conda-forge/memray,2023-08-02 04:02:48.763,58926.0,2.0,,,,,,,,,,,,,,,,,,,
81,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-08-14 17:40:50.000,2023-08-14 12:52:46,660.0,16.0,726.0,128.0,745.0,35.0,1058.0,9175.0,2023-08-14 17:40:50.000,1.37.0,77.0,32.0,31,True,,playwright,,,10.0,10.0,https://pypi.org/project/playwright,1452871.0,1452871.0,,,,2.0,,,,,,,,,,,,,,,,,,,
82,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-08-17 12:05:55.000,2023-08-04 00:49:54,1457.0,8.0,1565.0,164.0,687.0,173.0,606.0,4431.0,,,20.0,115.0,31,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,4591765.0,4633468.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-06-09 10:27:20.086,3503053.0,2.0,,,,,,,,,,,,,,,,,,,
83,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-08-01 06:03:19.000,2023-08-01 06:03:18,1205.0,2.0,218.0,49.0,268.0,161.0,168.0,2724.0,2022-11-03 17:20:34.545,2022.1.3,76.0,92.0,31,True,,pudb,conda-forge/pudb,,5949.0,5195.0,https://pypi.org/project/pudb,204706.0,207448.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,233115.0,1.0,2022-11-03 17:20:34.545,754.0,,,,,,,,,,,,,,,,,
84,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-08-14 10:06:55.000,2023-08-14 10:06:51,721.0,4.0,122.0,24.0,137.0,18.0,163.0,2686.0,2023-08-10 15:29:31.000,2.8,13.0,35.0,31,True,,vulture,conda-forge/vulture,,3968.0,3968.0,https://pypi.org/project/vulture,446871.0,447744.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,73387.0,2.0,,,,,,,,,,,,,,,,,,,
85,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-06-16 13:22:52.551,2023-01-16 03:40:03,1483.0,,170.0,51.0,162.0,85.0,218.0,1655.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,31,True,,doit,conda-forge/doit,,1875.0,1584.0,https://pypi.org/project/doit,407645.0,410903.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,221604.0,3.0,2022-04-22 15:33:23.000,291.0,,,,,,,,,,,,,,,,,
