,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-07-13 17:15:25.000,2023-07-13 17:15:24,249.0,26.0,149.0,53.0,150.0,1.0,2.0,1951.0,2023-07-13 17:15:30.000,2023.07.13,98.0,12.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2023-07-18 17:57:28.000,2023-07-18 17:56:20,185.0,34.0,14.0,10.0,101.0,2.0,6.0,351.0,2023-06-29 18:48:34.000,2023.06.29,68.0,9.0,0,True,mkdocs/catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2023-07-20 13:42:32.000,2023-07-20 13:42:32,15204.0,227.0,2308.0,193.0,5158.0,784.0,4560.0,10416.0,2023-06-23 11:18:06.000,7.4.0,108.0,887.0,48,True,,pytest,conda-forge/pytest,['pytest'],970530.0,970530.0,https://pypi.org/project/pytest,59397572.0,60047466.0,https://anaconda.org/conda-forge/pytest,2023-06-25 11:25:20.181,21446534.0,1.0,,,,,,,,,,,,,,,,,,,
5,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2023-07-19 01:36:09.000,2023-07-18 21:11:24,1606.0,61.0,2124.0,227.0,1439.0,367.0,1981.0,32968.0,2023-07-11 00:23:56.321,23.7.0,47.0,383.0,45,True,,black,conda-forge/black,,405834.0,394945.0,https://pypi.org/project/black,21983644.0,22196073.0,https://anaconda.org/conda-forge/black,2023-07-11 16:38:59.698,7615249.0,1.0,46547.0,2018-09-26 20:08:48.000,10889.0,,,,,,,,,,,,,,,,
6,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2023-07-20 12:15:33.000,2023-07-19 03:05:59,8419.0,129.0,1851.0,361.0,1738.0,197.0,3792.0,23953.0,2023-07-11 19:01:01.978,2023.7.11,365.0,471.0,45,True,,pipenv,conda-forge/pipenv,,98585.0,97334.0,https://pypi.org/project/pipenv,7330911.0,7334007.0,https://anaconda.org/conda-forge/pipenv,2023-07-11 20:20:30.698,117664.0,1.0,,2022-07-04 21:30:18.000,1251.0,,,,,,,,,,,,,,,,
7,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-07-15 08:33:59.000,2023-06-09 13:37:14,5941.0,13.0,1334.0,238.0,634.0,273.0,1391.0,9410.0,2023-04-17 18:27:02.245,5.9.5,89.0,195.0,45,True,,psutil,conda-forge/psutil,,355902.0,338963.0,https://pypi.org/project/psutil,64834113.0,65107410.0,https://anaconda.org/conda-forge/psutil,2023-06-16 13:17:58.536,23776869.0,1.0,,2017-10-12 07:26:59.000,16939.0,,,,,,,,,,,,,,,,
8,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2023-07-20 10:13:11.000,2023-07-20 10:13:05,13962.0,148.0,948.0,91.0,1411.0,546.0,1774.0,2077.0,2023-06-19 15:53:10.000,68.0.0,197.0,574.0,45,True,,setuptools,conda-forge/setuptools,,360700.0,360700.0,https://pypi.org/project/setuptools,258860108.0,261126094.0,https://anaconda.org/conda-forge/setuptools,2023-06-23 13:47:19.359,86107484.0,1.0,,,,,,,,,,,,,,,,,,,
9,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2023-07-20 06:03:07.000,2023-07-17 09:40:25,13937.0,145.0,2762.0,313.0,5244.0,926.0,5944.0,8846.0,,,64.0,738.0,44,True,,pip,conda-forge/pip,,145168.0,145168.0,https://pypi.org/project/pip,145560312.0,147762530.0,https://anaconda.org/conda-forge/pip,2023-07-15 11:29:01.649,83684305.0,1.0,,,,,,,,,,,,,,,,,,,
10,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-07-20 10:17:17.000,2023-07-03 10:41:29,3787.0,30.0,1540.0,541.0,989.0,129.0,991.0,43955.0,2023-06-12 13:57:22.000,13.4.2,102.0,223.0,43,True,,rich,conda-forge/rich,,105364.0,105364.0,https://pypi.org/project/rich,24830555.0,24952390.0,https://anaconda.org/conda-forge/rich,2023-06-12 17:36:05.280,4386064.0,1.0,,,,,,,,,,,,,,,,,,,
11,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-07-20 13:06:40.000,2023-07-18 03:01:06,16415.0,125.0,1390.0,197.0,3721.0,782.0,8450.0,5584.0,2023-07-13 14:45:12.000,23.5.2,100.0,434.0,43,True,,conda,conda-forge/conda,,42980.0,41888.0,https://pypi.org/project/conda,83798.0,1257630.0,https://anaconda.org/conda-forge/conda,2023-07-14 16:36:02.046,44605653.0,1.0,,2016-09-16 15:07:21.000,1092.0,,,,,,,,,,,,,,,,
12,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-07-17 23:20:34.000,2023-03-03 21:07:28,1940.0,,1226.0,215.0,516.0,348.0,570.0,25269.0,2023-03-03 21:28:29.000,4.65.0,104.0,112.0,42,True,,tqdm,conda-forge/tqdm,,509897.0,509897.0,https://pypi.org/project/tqdm,57312644.0,57566150.0,https://anaconda.org/conda-forge/tqdm,2023-06-16 13:21:11.775,21532491.0,1.0,11749.0,,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-06-10 01:47:30.999281,2.0,4105.0,,,,,,,,,,,
13,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-07-19 20:58:25.000,2023-07-19 18:44:38,1937.0,102.0,2276.0,230.0,1157.0,114.0,1720.0,16756.0,2023-05-02 21:20:08.317,1.4.3,56.0,241.0,42,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],51056.0,46733.0,https://pypi.org/project/mkdocs,1822857.0,1825990.0,https://anaconda.org/conda-forge/mkdocs,2023-06-16 13:17:08.336,272633.0,1.0,,2022-03-26 19:53:18.000,4323.0,,,,,,,,,,,,,,,,
14,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,,2012-12-07 13:30:23.000,2023-07-20 03:03:07.000,2023-07-19 00:07:53,11383.0,261.0,2497.0,236.0,6424.0,2484.0,6731.0,15955.0,,,51.0,662.0,42,False,,mypy,conda-forge/mypy,,196315.0,196315.0,https://pypi.org/project/mypy,14773214.0,14860317.0,https://anaconda.org/conda-forge/mypy,2023-06-26 23:33:15.146,3222826.0,1.0,,,,,,,,,,,,,,,,,,,
15,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-07-19 20:51:55.000,2023-07-17 17:47:20,2561.0,57.0,653.0,89.0,1102.0,18.0,1778.0,10643.0,2023-06-13 23:12:35.000,3.3.3,100.0,150.0,42,True,,pre-commit,conda-forge/pre-commit,,140508.0,140508.0,https://pypi.org/project/pre-commit,10155184.0,10271926.0,https://anaconda.org/conda-forge/pre-commit,2023-06-14 13:24:44.334,3388415.0,1.0,520759.0,,,,,,,,,,,,,,,,,,
16,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-07-18 17:33:19.000,2023-07-18 17:33:19,8853.0,137.0,1762.0,232.0,2191.0,260.0,4666.0,10457.0,2023-06-24 23:23:25.000,5.13.0,54.0,455.0,42,True,,pyinstaller,conda-forge/pyinstaller,,45963.0,45963.0,https://pypi.org/project/pyinstaller,1301168.0,1323008.0,https://anaconda.org/conda-forge/pyinstaller,2023-06-26 15:53:40.337,467075.0,1.0,740021.0,,,,,,,,,,,,,,,,,,
17,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-07-20 13:39:22.000,2023-07-18 08:50:01,8743.0,173.0,986.0,77.0,3829.0,732.0,4297.0,4756.0,2023-05-06 16:33:40.000,2.17.4,74.0,532.0,42,True,pylint-dev/pylint,pylint,conda-forge/pylint,,372347.0,372347.0,https://pypi.org/project/pylint,13822258.0,13874224.0,https://anaconda.org/conda-forge/pylint,2023-06-16 13:23:56.946,4313243.0,1.0,,,,,,,,,,,,,,,,,,,
18,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2023-07-20 14:08:08.000,2023-07-20 13:18:35,4205.0,1105.0,490.0,64.0,3625.0,353.0,1849.0,16302.0,2023-07-12 17:06:52.000,0.0.278,100.0,231.0,41,True,astral-sh/ruff,ruff,conda-forge/ruff,,10984.0,10984.0,https://pypi.org/project/ruff,3072907.0,3112658.0,https://anaconda.org/conda-forge/ruff,2023-07-13 00:34:02.707,275025.0,1.0,37616.0,,,,,,,,,,,,,,,,,,
19,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-07-20 08:48:36.000,2023-07-20 08:43:04,5361.0,182.0,3036.0,117.0,2430.0,26.0,1902.0,14550.0,2023-07-18 12:50:05.449,9.1.19,328.0,219.0,41,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],35302.0,34576.0,https://pypi.org/project/mkdocs-material,2490987.0,2498471.0,https://anaconda.org/conda-forge/mkdocs-material,2023-07-19 04:05:29.698,284418.0,1.0,,2022-11-08 14:44:39.000,726.0,,,,,,,,,,,,,,,,
20,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-06-26 20:38:53.000,2023-06-26 20:38:49,1295.0,51.0,902.0,216.0,319.0,369.0,439.0,13310.0,2023-06-20 05:44:07.767,0.40.1,73.0,148.0,41,True,,yapf,conda-forge/yapf,,82425.0,80182.0,https://pypi.org/project/yapf,3688378.0,3706170.0,https://anaconda.org/conda-forge/yapf,2023-06-16 13:17:36.752,1512377.0,2.0,,2023-02-21 19:25:03.574,2243.0,,,,,,,,,,,,,,,,
21,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-07-18 21:41:12.000,2023-07-14 23:20:31,14119.0,136.0,2102.0,476.0,668.0,270.0,3886.0,8208.0,2023-06-12 09:41:48.000,6.1,71.0,185.0,41,True,,robotframework,conda-forge/robotframework,,8023.0,8023.0,https://pypi.org/project/robotframework,1686233.0,1688340.0,https://anaconda.org/conda-forge/robotframework,2023-06-12 12:29:42.201,138763.0,1.0,551.0,,,,,,,,,,,,,,,,,,
22,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2023-07-19 19:28:08.000,2023-07-14 06:50:12,20125.0,59.0,1825.0,147.0,4940.0,1183.0,5331.0,5523.0,2023-05-12 21:51:49.000,7.0.1,99.0,783.0,41,False,,sphinx,conda-forge/sphinx,['sphinx'],317178.0,317178.0,https://pypi.org/project/sphinx,9458452.0,9553850.0,https://anaconda.org/conda-forge/sphinx,2023-06-16 13:24:32.093,7918051.0,1.0,,,,,,,,,,,,,,,,,,,
23,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-07-20 12:02:35.000,2023-07-20 02:24:53,703.0,32.0,1016.0,168.0,1285.0,20.0,1274.0,4505.0,2023-07-20 02:24:46.000,20.24.1,207.0,260.0,41,True,,virtualenv,conda-forge/virtualenv,,308201.0,290286.0,https://pypi.org/project/virtualenv,61106701.0,61253347.0,https://anaconda.org/conda-forge/virtualenv,2023-07-20 09:07:13.258,4839333.0,2.0,,2023-07-20 02:24:40.000,17915.0,,,,,,,,,,,,,,,,
24,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-07-20 09:13:30.000,2023-07-19 22:23:22,2912.0,97.0,1975.0,185.0,2455.0,609.0,4555.0,25796.0,2023-05-29 16:05:44.352,1.5.1,162.0,468.0,40,True,,poetry,conda-forge/poetry,,260.0,,https://pypi.org/project/poetry,13820861.0,14082569.0,https://anaconda.org/conda-forge/poetry,2023-06-16 16:11:52.688,937907.0,2.0,15187565.0,2022-06-06 21:41:00.000,260.0,,,,,,,,,,,,,,,,
25,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-07-19 13:10:29.000,2023-07-19 05:06:54,1984.0,104.0,503.0,101.0,928.0,132.0,831.0,6951.0,2023-07-19 05:16:51.000,7.1.0,65.0,193.0,39,True,,pip-tools,conda-forge/pip-tools,,21440.0,21440.0,https://pypi.org/project/pip-tools,8708880.0,8711575.0,https://anaconda.org/conda-forge/pip-tools,2023-07-19 07:19:23.776,102412.0,2.0,,,,,,,,,,,,,,,,,,,
26,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,,2013-03-10 13:51:19.000,2023-07-20 05:26:17.355,2023-07-20 03:13:04,13173.0,300.0,535.0,70.0,2284.0,39.0,1373.0,6804.0,2023-04-26 08:30:52.000,hypothesis-python-6.74.0,690.0,314.0,39,False,,hypothesis,conda-forge/hypothesis,,21626.0,21626.0,https://pypi.org/project/hypothesis,5010930.0,5219093.0,https://anaconda.org/conda-forge/hypothesis,2023-07-20 05:26:17.355,7910223.0,1.0,,,,,,,,,,,,,,,,,,,
27,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-07-20 12:11:07.000,2023-06-29 17:31:49,4088.0,8.0,540.0,48.0,935.0,174.0,1062.0,5928.0,2023-01-31 16:31:31.154,5.8.0,143.0,284.0,39,True,,isort,conda-forge/isort,,417759.0,400794.0,https://pypi.org/project/isort,25345974.0,25405852.0,https://anaconda.org/conda-forge/isort,2023-06-16 13:18:02.201,5029777.0,2.0,,2019-03-10 06:01:35.000,16965.0,,,,,,,,,,,,,,,,
28,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-07-19 14:55:32.000,2023-07-19 14:55:32,618.0,36.0,485.0,43.0,1324.0,65.0,1557.0,3310.0,2023-07-07 01:57:34.285,4.6.4,199.0,282.0,39,True,,tox,conda-forge/tox,['pytest'],123980.0,102273.0,https://pypi.org/project/tox,11944892.0,11964484.0,https://anaconda.org/conda-forge/tox,2023-07-06 18:48:59.217,744496.0,1.0,,2020-09-01 17:41:17.000,21707.0,,,,,,,,,,,,,,,,
29,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-07-20 12:40:37.000,2023-07-20 08:32:12,1854.0,155.0,380.0,67.0,1265.0,164.0,793.0,1572.0,2023-07-13 10:14:56.000,1.28.1,104.0,183.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,46664.0,46664.0,https://pypi.org/project/sentry-sdk,16376442.0,16390782.0,https://anaconda.org/conda-forge/sentry-sdk,2023-07-13 11:34:01.730,527742.0,1.0,3253.0,,,,,,,,,,,,,,,,,,
30,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-07-20 04:26:36.000,2023-07-15 07:01:15,5116.0,288.0,1376.0,497.0,731.0,204.0,1472.0,23163.0,2023-05-18 15:52:21.000,3.4.0.2,96.0,174.0,37,True,,glances,conda-forge/glances,,740.0,689.0,https://pypi.org/project/glances,164743.0,167051.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,201901.0,1.0,1431.0,2022-05-26 08:29:00.000,51.0,,,,,,,,,,,,,,,,
31,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-07-15 14:56:07.000,2023-07-15 14:54:07,725.0,20.0,616.0,130.0,121.0,106.0,696.0,15386.0,2023-04-10 09:14:19.000,0.7.0,19.0,44.0,37,True,,loguru,conda-forge/loguru,,57517.0,57517.0,https://pypi.org/project/loguru,6572919.0,6600297.0,https://anaconda.org/conda-forge/loguru,2023-06-16 16:13:46.735,1451065.0,2.0,,,,,,,,,,,,,,,,,,,
32,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-07-20 03:29:00.000,2023-07-20 03:28:55,6375.0,364.0,1036.0,108.0,680.0,9.0,4252.0,10625.0,2023-07-19 03:18:34.000,1.1.318,100.0,97.0,37,True,,,,,553.0,553.0,,,583348.0,,,,2.0,639.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,583311.0,,,,,,,,
33,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2023-06-22 08:44:16.000,2023-06-22 08:44:15,8366.0,15.0,482.0,113.0,583.0,54.0,1305.0,5462.0,,,21.0,165.0,37,False,,jedi,conda-forge/jedi,,324822.0,324822.0,https://pypi.org/project/jedi,20059981.0,20273746.0,https://anaconda.org/conda-forge/jedi,2023-06-16 13:24:08.401,17315001.0,1.0,,,,,,,,,,,,,,,,,,,
34,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-07-13 15:40:22.000,2023-07-13 15:40:21,1315.0,10.0,525.0,67.0,384.0,162.0,451.0,5334.0,2023-03-10 01:02:04.000,1.7.5,12.0,169.0,37,True,,bandit,conda-forge/bandit,,42856.0,42856.0,https://pypi.org/project/bandit,3204033.0,3209056.0,https://anaconda.org/conda-forge/bandit,2023-06-16 16:15:12.910,250580.0,1.0,712.0,,,,,,,,,,,,,,,,,,
35,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,,2014-09-13 17:06:24.000,2023-07-11 10:27:40.000,2023-07-11 10:27:38,2388.0,20.0,280.0,37.0,322.0,25.0,1495.0,2916.0,,,29.0,172.0,37,False,,flake8,conda-forge/flake8,,473637.0,473637.0,https://pypi.org/project/flake8,19745589.0,19821262.0,https://anaconda.org/conda-forge/flake8,2023-06-16 13:25:30.103,6432240.0,1.0,,,,,,,,,,,,,,,,,,,
36,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-07-20 11:05:39.000,2023-07-16 20:57:17,11167.0,419.0,489.0,125.0,312.0,134.0,1764.0,9317.0,,,175.0,145.0,36,True,,nuitka,conda-forge/nuitka,,1332.0,1332.0,https://pypi.org/project/nuitka,66634.0,81126.0,https://anaconda.org/conda-forge/nuitka,2023-07-15 07:17:47.321,550719.0,1.0,,,,,,,,,,,,,,,,,,,
37,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2023-07-18 01:27:21.000,2023-07-18 01:27:20,1418.0,65.0,703.0,119.0,483.0,114.0,604.0,4870.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,36,True,,pycodestyle,conda-forge/pycodestyle,,11513.0,,https://pypi.org/project/pycodestyle,27724731.0,27802999.0,https://anaconda.org/conda-forge/pycodestyle,2023-06-16 13:17:34.285,6652852.0,1.0,,2022-11-23 18:29:05.901,11513.0,,,,,,,,,,,,,,,,
38,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-06-16 13:17:55.073,2023-03-19 12:05:58,2819.0,,292.0,72.0,219.0,113.0,357.0,4383.0,2023-03-03 09:23:05.483,2.0.2,73.0,57.0,36,True,,autopep8,conda-forge/autopep8,,190434.0,184591.0,https://pypi.org/project/autopep8,3196753.0,3211016.0,https://anaconda.org/conda-forge/autopep8,2023-06-16 13:17:55.073,1212389.0,3.0,,2022-10-28 21:13:03.171,5843.0,,,,,,,,,,,,,,,,
39,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-07-17 08:24:04.000,2023-07-17 08:24:00,2238.0,55.0,370.0,29.0,1635.0,111.0,960.0,2252.0,2023-05-31 14:30:27.000,0.18.0,56.0,181.0,36,True,,wemake-python-styleguide,,,15033.0,14986.0,https://pypi.org/project/wemake-python-styleguide,269417.0,269417.0,,,,1.0,,2020-01-19 11:56:48.000,47.0,,,,,,,,,,,,,,,,
40,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-07-20 12:26:22.000,2023-07-17 00:59:44,23744.0,141.0,1469.0,204.0,5420.0,682.0,809.0,5059.0,2023-04-17 01:18:25.000,3.8.0,58.0,840.0,35,True,,buildbot,conda-forge/buildbot,,327.0,327.0,https://pypi.org/project/buildbot,31758.0,34049.0,https://anaconda.org/conda-forge/buildbot,2023-06-16 16:16:17.417,85060.0,1.0,31837.0,,,,,,,,,,,,,,,,,,
41,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-07-13 14:14:49.000,2023-07-12 18:04:56,3696.0,40.0,344.0,90.0,245.0,298.0,399.0,4016.0,,,25.0,60.0,35,True,,invoke,conda-forge/invoke,,21436.0,21436.0,https://pypi.org/project/invoke,5713141.0,5743673.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,915977.0,1.0,,,,,,,,,,,,,,,,,,,
42,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-07-15 11:51:22.000,2023-07-10 06:54:38,1385.0,54.0,180.0,33.0,249.0,31.0,251.0,2654.0,2023-04-06 12:17:40.000,23.1.0,13.0,98.0,35,False,,structlog,conda-forge/structlog,,8891.0,8891.0,https://pypi.org/project/structlog,8088784.0,8092526.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,314382.0,2.0,,,,,,,,,,,,,,,,,,,
43,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-07-19 02:37:27.000,2023-07-19 02:37:22,4140.0,285.0,233.0,46.0,39.0,8.0,1162.0,2337.0,2023-07-01 02:36:39.000,8.2.9,315.0,30.0,35,False,,pyarmor,,,900.0,875.0,https://pypi.org/project/pyarmor,130126.0,130126.0,,,,2.0,,2022-12-11 06:32:00.693,25.0,,,,,,,,,,,,,,,,
