,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
87,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2024-01-17 11:06:05.000,2024-01-17 11:06:05,10137.0,29.0,5311.0,1090.0,375.0,5038.0,29715.0,2024-01-03 22:20:06.000,1.8,9.0,134.0,31,False,,48.0,sqlmap,,,21.0,21.0,https://pypi.org/project/sqlmap,,,9199.0,9199.0,,,,2.0,,,,,,,,,,,,,,,,,
88,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2024-01-23 07:12:22.000,2024-01-03 11:19:50,1480.0,7.0,1581.0,166.0,711.0,621.0,4537.0,,,22.0,115.0,31,True,,177.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,3402913.0,3488736.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3690402.0,2.0,,,,,,,,,,,,,,,,,
89,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2024-01-25 09:58:19.436,2024-01-25 08:07:15,1126.0,68.0,41.0,12.0,44.0,194.0,2231.0,2024-01-25 08:06:45.000,0.17.0,34.0,18.0,31,True,,48.0,beartype,conda-forge/beartype,,208.0,,https://pypi.org/project/beartype,2024-01-25 08:06:45.000,208.0,1595220.0,1597029.0,https://anaconda.org/conda-forge/beartype,2024-01-25 09:58:19.436,77802.0,2.0,,,,,,,,,,,,,,,,,
90,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2024-01-23 07:42:22.000,2023-12-08 14:14:14,669.0,6.0,489.0,70.0,291.0,169.0,1828.0,,,11.0,97.0,31,True,,73.0,pyelftools,conda-forge/pyelftools,,7375.0,6804.0,https://pypi.org/project/pyelftools,2023-09-06 23:43:51.000,571.0,2756727.0,2760556.0,https://anaconda.org/conda-forge/pyelftools,2023-09-23 20:45:10.696,149353.0,2.0,,,,,,,,,,,,,,,,,
91,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2024-01-18 10:22:46.000,2024-01-04 18:36:48,617.0,9.0,100.0,14.0,172.0,332.0,1481.0,2023-11-14 17:46:28.000,0.24.0,52.0,41.0,31,True,,44.0,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],11486.0,10973.0,https://pypi.org/project/mkdocstrings,2023-11-14 17:46:17.000,513.0,637660.0,640293.0,https://anaconda.org/conda-forge/mkdocstrings,2023-11-15 01:17:08.478,102708.0,2.0,,,,,,,,,,,,,,,,,
92,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2023-11-06 17:25:08.000,2016-03-04 01:16:26,1004.0,,381.0,48.0,262.0,465.0,1359.0,,,1.0,95.0,31,False,,401.0,nose,conda-forge/nose,,150169.0,150169.0,https://pypi.org/project/nose,,,4428934.0,4461708.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,3015280.0,2.0,,,,,,,,,,,,,,,,,
93,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2024-01-25 00:13:41.000,2023-12-02 16:52:58,237.0,7.0,80.0,13.0,48.0,76.0,837.0,2023-12-02 16:45:08.000,6.8.0,21.0,32.0,31,True,,,colorlog,conda-forge/colorlog,,33171.0,33171.0,https://pypi.org/project/colorlog,,,9784777.0,9829811.0,https://anaconda.org/conda-forge/colorlog,2023-12-02 19:22:57.004,1891468.0,3.0,,,,,,,,,,,,,,,,,
94,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2024-01-17 15:12:14.000,2024-01-08 08:04:35,2351.0,8.0,164.0,22.0,800.0,431.0,818.0,2023-09-11 14:23:39.000,0.6.1,14.0,79.0,31,True,,139.0,asv,conda-forge/asv,,1059.0,1059.0,https://pypi.org/project/asv,,,67770.0,85068.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,761085.0,2.0,160.0,,,,,,,,,,,,,,,,
95,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-12-03 13:55:50.000,2023-12-03 13:55:50,149.0,1.0,56.0,17.0,60.0,45.0,618.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,31,True,,14.0,mccabe,conda-forge/mccabe,,438825.0,422819.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,16006.0,27353877.0,27439544.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7795705.0,2.0,,,,,,,,,,,,,,,,,
96,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2024-01-22 20:37:57.000,2023-11-04 22:55:07,654.0,18.0,119.0,16.0,198.0,169.0,576.0,2023-10-23 13:09:34.000,2.5.5,56.0,70.0,31,True,pylint-dev/pylint-django,59.0,pylint-django,conda-forge/pylint-django,['pylint'],29624.0,28440.0,https://pypi.org/project/pylint-django,2023-10-23 13:09:34.000,1184.0,1072793.0,1077467.0,https://anaconda.org/conda-forge/pylint-django,2024-01-09 10:07:10.754,177427.0,2.0,278.0,,,,,,,,,,,,,,,,
97,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2024-01-19 04:20:27.699,2024-01-18 18:31:26,799.0,40.0,35.0,6.0,54.0,154.0,232.0,2024-01-18 18:31:58.000,0.39.1,93.0,26.0,31,True,,17.0,griffe,conda-forge/griffe,,4226.0,4180.0,https://pypi.org/project/griffe,2024-01-18 18:31:42.000,46.0,826096.0,835400.0,https://anaconda.org/conda-forge/griffe,2024-01-19 04:20:27.699,204702.0,2.0,,,,,,,,,,,,,,,,,
98,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2024-01-25 14:14:36.000,2024-01-23 12:38:11,2767.0,116.0,315.0,45.0,1574.0,1126.0,5749.0,2023-12-21 16:59:19.000,2023.12.21,118.0,147.0,30,True,,446.0,,conda-forge/mamba,,,,,,,,232224.0,https://anaconda.org/conda-forge/mamba,2023-12-21 18:03:09.663,10217857.0,3.0,,,,,,,,,,,,,,,,,
99,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2024-01-25 13:33:49.000,2024-01-18 14:23:32,1001.0,9.0,378.0,41.0,494.0,395.0,3313.0,2023-07-19 09:04:00.000,3.3.0,43.0,129.0,30,True,,195.0,factory_boy,conda-forge/factory_boy,,846.0,,https://pypi.org/project/factory_boy,2023-07-19 09:04:00.000,846.0,2955734.0,2959244.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,140411.0,2.0,,,,,,,,,,,,,,,,,
100,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-12-16 18:29:03.000,2023-12-09 12:48:14,1182.0,8.0,125.0,33.0,275.0,276.0,2062.0,2023-05-14 14:50:50.819,3.9.0,49.0,70.0,30,True,,132.0,flit,conda-forge/flit,,2220.0,1701.0,https://pypi.org/project/flit,2023-05-14 14:50:50.819,519.0,289052.0,291159.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,174953.0,3.0,,,,,,,,,,,,,,,,,
101,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000,2023-01-16 03:40:03,1483.0,,167.0,47.0,163.0,218.0,1743.0,,,10.0,65.0,30,True,,84.0,doit,conda-forge/doit,,1695.0,1695.0,https://pypi.org/project/doit,,,461640.0,465041.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,248302.0,3.0,,,,,,,,,,,,,,,,,
102,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-12-24 18:05:39.000,2023-12-18 14:36:24,755.0,36.0,72.0,15.0,90.0,60.0,1326.0,2023-12-07 08:42:04.000,1.6.0,13.0,31.0,30,True,,13.0,yappi,conda-forge/yappi,,1092.0,1092.0,https://pypi.org/project/yappi,,,1757166.0,1761460.0,https://anaconda.org/conda-forge/yappi,2023-12-07 11:50:22.080,167475.0,2.0,,,,,,,,,,,,,,,,,
103,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2024-01-10 00:12:49.000,2024-01-10 00:12:48,1143.0,20.0,199.0,49.0,398.0,350.0,1294.0,2023-11-21 15:21:18.000,3.5.0,50.0,93.0,30,True,,229.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,,,14089489.0,14222646.0,https://anaconda.org/conda-forge/pytest-xdist,2023-11-21 18:58:37.015,5592520.0,2.0,5.0,,,,,,,,,,,,,,,,
104,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-12-31 15:52:09.000,2023-11-02 07:06:53,544.0,3.0,141.0,24.0,422.0,275.0,1169.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,30,True,wntrblm/nox,61.0,nox,conda-forge/nox,['pytest'],4907.0,4907.0,https://pypi.org/project/nox,,,896906.0,902790.0,https://anaconda.org/conda-forge/nox,2023-09-25 20:41:36.795,253021.0,2.0,,,,,,,,,,,,,,,,,
105,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2024-01-22 18:19:33.000,2024-01-22 18:19:30,1147.0,23.0,128.0,23.0,329.0,217.0,769.0,,,5.0,77.0,30,False,,50.0,nose2,conda-forge/nose2,,24492.0,24492.0,https://pypi.org/project/nose2,,,623010.0,624859.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,125785.0,2.0,,,,,,,,,,,,,,,,,
106,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2024-01-18 13:29:38.000,2023-08-14 16:01:13,475.0,,190.0,9.0,230.0,146.0,537.0,2021-11-11 21:00:03.000,3.3.1,42.0,64.0,30,True,,27.0,coveralls,conda-forge/coveralls,['pytest'],42454.0,32897.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,9557.0,477752.0,490293.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,1053460.0,2.0,,,,,,,,,,,,,,,,,
107,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2024-01-22 03:44:28.000,2024-01-03 04:38:36,234.0,4.0,111.0,21.0,64.0,45.0,431.0,2024-01-03 04:48:22.000,1.7.1,24.0,38.0,30,True,,8.0,ddt,conda-forge/ddt,,5470.0,5470.0,https://pypi.org/project/ddt,,,515036.0,520734.0,https://anaconda.org/conda-forge/ddt,2024-01-03 06:36:38.303,91179.0,2.0,,,,,,,,,,,,,,,,,
108,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-11-06 14:59:28.000,2023-11-06 14:59:27,469.0,2.0,29.0,10.0,42.0,25.0,289.0,2023-10-29 10:17:10.000,2.0.1,33.0,10.0,30,True,,15.0,executing,conda-forge/executing,,143870.0,143655.0,https://pypi.org/project/executing,2023-10-29 10:17:10.000,215.0,19580691.0,19843506.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,10249803.0,1.0,,,,,,,,,,,,,,,,,
109,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-12-22 19:33:33.000,2023-11-03 11:07:13,382.0,14.0,100.0,9.0,95.0,56.0,162.0,2023-11-03 11:07:04.000,6.1.1,43.0,38.0,30,True,,1.0,flake8-isort,conda-forge/flake8-isort,['flake8'],25942.0,25184.0,https://pypi.org/project/flake8-isort,2023-11-03 11:07:04.000,758.0,1149559.0,1150926.0,https://anaconda.org/conda-forge/flake8-isort,2023-11-03 12:57:59.437,57416.0,2.0,,,,,,,,,,,,,,,,,
110,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2024-01-11 03:11:48.000,2023-10-18 07:06:19,437.0,,483.0,164.0,160.0,172.0,9582.0,2023-10-18 16:33:47.000,0.15.2.0,10.0,44.0,29,True,,145.0,gdbgui,,,348.0,348.0,https://pypi.org/project/gdbgui,,,13594.0,13991.0,,,,2.0,16713.0,,,,,,,,,,,,,,,,
111,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2024-01-18 19:45:29.000,2023-12-02 19:40:58,685.0,3.0,188.0,48.0,49.0,194.0,4868.0,,,20.0,7.0,29,True,,19.0,alive-progress,conda-forge/alive-progress,,2657.0,2657.0,https://pypi.org/project/alive-progress,,,486416.0,487563.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,48178.0,3.0,,,,,,,,,,,,,,,,,
112,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,,141.0,28.0,84.0,130.0,1787.0,,,14.0,58.0,29,True,,63.0,ipdb,conda-forge/ipdb,,52340.0,52340.0,https://pypi.org/project/ipdb,,,2229702.0,2234511.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,432890.0,2.0,,,,,,,,,,,,,,,,,
113,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2024-01-24 09:10:00.000,2024-01-17 23:50:12,1001.0,24.0,177.0,27.0,306.0,335.0,1725.0,,,,48.0,29,True,,16.0,pdoc,,,2462.0,2462.0,https://pypi.org/project/pdoc,,,185483.0,185483.0,,,,2.0,,,,,,,,,,,,,,,,,
114,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2024-01-04 18:22:31.000,2023-10-06 10:02:00,544.0,,111.0,34.0,93.0,145.0,1570.0,2023-03-26 06:25:00.948,6.0.1,56.0,60.0,29,True,,23.0,radon,conda-forge/radon,,5346.0,4687.0,https://pypi.org/project/radon,2023-03-26 06:25:00.948,659.0,386744.0,387656.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,68440.0,2.0,,,,,,,,,,,,,,,,,
115,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2024-01-22 18:50:25.000,2024-01-16 17:01:59,615.0,87.0,128.0,38.0,458.0,250.0,1266.0,2024-01-01 14:04:00.000,0.23.3,29.0,44.0,29,True,,43.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,,,8460624.0,8502831.0,https://anaconda.org/conda-forge/pytest-asyncio,2024-01-02 15:54:52.126,1856819.0,3.0,177.0,,,,,,,,,,,,,,,,
116,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2024-01-07 16:46:27.000,2023-12-15 12:49:52,1016.0,12.0,107.0,20.0,76.0,88.0,1159.0,,,5.0,41.0,29,True,,90.0,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],8161.0,8161.0,https://pypi.org/project/pytest-benchmark,,,876786.0,897471.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1944413.0,3.0,,,,,,,,,,,,,,,,,
117,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2024-01-22 20:19:54.000,2024-01-18 13:01:00,609.0,11.0,31.0,5.0,540.0,54.0,559.0,2023-08-15 18:04:57.000,3.15.0,33.0,20.0,29,True,,7.0,pytest-randomly,conda-forge/pytest-randomly,,8094.0,7795.0,https://pypi.org/project/pytest-randomly,2023-08-15 18:04:57.000,299.0,1884912.0,1891323.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,173114.0,3.0,,,,,,,,,,,,,,,,,
118,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/sphinx-doc/sphinx-autobuild,https://github.com/sphinx-doc/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-12-23 17:28:26.000,2023-12-21 21:19:44,305.0,10.0,67.0,22.0,65.0,53.0,497.0,2022-04-20 19:59:44.000,2021.03.14,4.0,26.0,29,True,sphinx-doc/sphinx-autobuild,27.0,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],21579.0,21579.0,https://pypi.org/project/sphinx-autobuild,,,435624.0,438502.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,233127.0,2.0,,,,,,,,,,,,,,,,,
119,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2024-01-14 18:47:47.000,2024-01-09 15:18:40,595.0,9.0,144.0,35.0,307.0,137.0,263.0,2023-09-26 00:23:25.000,1.6.0,15.0,81.0,29,False,,80.0,numpydoc,conda-forge/numpydoc,['sphinx'],42142.0,42142.0,https://pypi.org/project/numpydoc,,,458183.0,508812.0,https://anaconda.org/conda-forge/numpydoc,2023-12-08 17:48:59.802,2227704.0,2.0,,,,,,,,,,,,,,,,,
120,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-12-27 17:07:53.000,2022-12-04 22:09:17,262.0,,171.0,51.0,53.0,71.0,8119.0,2022-07-21 09:17:39.000,2.1.3,7.0,21.0,28,False,,49.0,icecream,conda-forge/icecream,,21.0,21.0,https://pypi.org/project/icecream,,,630705.0,631623.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,30316.0,3.0,,,,,,,,,,,,,,,,,
121,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-12-07 18:19:12.000,2023-01-21 22:38:30,6697.0,,210.0,61.0,130.0,236.0,5029.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,28,True,,324.0,pyoxidizer,,,154.0,152.0,https://pypi.org/project/pyoxidizer,2023-01-02 16:18:55.910,2.0,8815.0,9089.0,,,,2.0,13189.0,,,,,,,,,,,,,,,,
122,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2023-10-23 14:35:37.000,2023-10-23 14:35:37,718.0,,371.0,80.0,162.0,115.0,4122.0,2022-11-15 17:59:01.069,0.61.0,59.0,103.0,28,True,,131.0,memory_profiler,conda-forge/memory_profiler,,265.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,265.0,1017865.0,1022090.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,388738.0,3.0,,,,,,,8.0,,,,,,,,,,
123,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2024-01-24 07:49:28.000,2024-01-12 20:26:20,1320.0,100.0,350.0,47.0,481.0,203.0,3323.0,2022-10-05 17:13:10.000,1.4.0,8.0,74.0,28,True,,101.0,detect-secrets,,,,,https://pypi.org/project/detect-secrets,,,356555.0,356555.0,,,,3.0,,,,,,,,,,,,,,,,,
124,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2024-01-08 17:37:39.000,2022-07-14 07:40:12,517.0,,99.0,30.0,362.0,67.0,2567.0,2021-08-23 20:42:56.000,1.3.0,6.0,19.0,28,False,,35.0,notifiers,conda-forge/notifiers,,1169.0,1169.0,https://pypi.org/project/notifiers,,,631569.0,632534.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,35708.0,3.0,,,,,,,,,,,,,,,,,
125,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-11-01 17:50:44.000,2023-11-01 17:50:44,3337.0,1.0,600.0,90.0,534.0,170.0,1728.0,2016-11-25 22:13:29.000,4.0.515,36.0,387.0,28,True,,135.0,diamond,,,196.0,162.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,34.0,5276.0,5276.0,,,,3.0,,,,,,,,,,,,,,,,,
126,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2024-01-20 03:03:22.000,2024-01-20 01:21:27,603.0,13.0,130.0,33.0,312.0,121.0,1577.0,2024-01-20 03:14:55.000,3.0.1,20.0,41.0,28,True,,62.0,safety,conda-forge/safety,,31.0,31.0,https://pypi.org/project/safety,,,1000473.0,1012078.0,https://anaconda.org/conda-forge/safety,2023-06-16 16:15:06.955,88881.0,3.0,460841.0,,,,,,,,,,,,,,,,
127,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-11-07 10:47:13.000,2022-07-14 18:31:38,706.0,,69.0,19.0,322.0,126.0,1223.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,28,False,,100.0,pdbpp,conda-forge/pdbpp,,6106.0,5370.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,736.0,271291.0,272691.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,107836.0,3.0,,,,,,,,,,,,,,,,,
128,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2024-01-11 17:49:41.000,2024-01-11 17:49:41,266.0,1.0,98.0,24.0,110.0,79.0,761.0,2019-12-10 01:50:33.000,0.8.1,14.0,34.0,28,True,,40.0,astor,conda-forge/astor,,2219.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2219.0,4732433.0,4760302.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2257395.0,2.0,,,,,,,,,,,,,,,,,
129,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2024-01-18 10:45:13.000,2024-01-18 10:45:13,649.0,4.0,105.0,25.0,161.0,65.0,734.0,2023-10-22 15:51:05.000,V2.1.0,10.0,43.0,28,False,,17.0,pyhamcrest,conda-forge/pyhamcrest,,36617.0,36617.0,https://pypi.org/project/pyhamcrest,,,1266892.0,1272099.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,479126.0,3.0,,,,,,,,,,,,,,,,,
