,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-08-02 12:51:10.000,2023-08-02 12:51:08,1105.0,27.0,202.0,48.0,371.0,225.0,327.0,1217.0,2023-05-19 10:55:22.213,3.3.1,65.0,90.0,36,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5095.0,,https://pypi.org/project/pytest-xdist,9762941.0,9822012.0,https://anaconda.org/conda-forge/pytest-xdist,2023-06-16 13:21:13.802,5021100.0,1.0,,2023-05-19 10:55:22.213,5095.0,,,,,,,,,,,8.0,,,,,
44,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-07-13 14:14:49.000,2023-07-12 18:04:56,3696.0,13.0,345.0,91.0,245.0,299.0,400.0,4032.0,,,25.0,60.0,35,True,,invoke,conda-forge/invoke,,21649.0,21649.0,https://pypi.org/project/invoke,6025523.0,6055177.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,919292.0,2.0,,,,,,,,,,,,,,,,,,,
45,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-08-02 20:04:32.000,2023-08-02 20:04:31,1397.0,64.0,181.0,33.0,253.0,28.0,256.0,2685.0,2023-04-06 12:17:40.000,23.1.0,13.0,101.0,35,False,,structlog,conda-forge/structlog,,9009.0,9009.0,https://pypi.org/project/structlog,7962108.0,7965846.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,317778.0,2.0,,,,,,,,,,,,,,,,,,,
46,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-08-01 21:24:47.000,2023-07-30 21:33:52,8765.0,132.0,285.0,62.0,1000.0,658.0,2726.0,1745.0,2023-03-21 16:25:11.000,4.5.2,32.0,149.0,35,True,,scons,conda-forge/scons,,58.0,,https://pypi.org/project/scons,428295.0,434451.0,https://anaconda.org/conda-forge/scons,2023-06-16 13:25:22.382,472095.0,2.0,1344.0,2022-07-30 21:23:00.222,58.0,,,,,,,,,,,,,,,,
47,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2023-08-03 06:47:25.000,2023-08-03 06:47:25,566.0,19.0,7997.0,35.0,279.0,78.0,131.0,23296.0,2022-10-08 14:12:04.684,1.5.0,25.0,76.0,34,True,,numpydoc,conda-forge/numpydoc,['sphinx'],44284.0,39695.0,https://pypi.org/project/numpydoc,401475.0,426626.0,https://anaconda.org/conda-forge/numpydoc,2023-06-16 13:20:56.387,1986944.0,2.0,,2023-07-07 18:38:06.950,4589.0,,,,,,,,,,,6.0,,,,,
48,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-07-30 02:16:06.000,2023-06-07 11:16:23,408.0,5.0,1072.0,185.0,153.0,415.0,224.0,8399.0,,,12.0,52.0,34,True,,pyautogui,conda-forge/pyautogui,,25626.0,25626.0,https://pypi.org/project/pyautogui,661497.0,664439.0,https://anaconda.org/conda-forge/pyautogui,2023-06-12 20:13:48.004,203051.0,2.0,,,,,,,,,,,,,,,,,,,
49,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-08-03 14:07:35.000,2023-08-02 21:47:40,14496.0,357.0,412.0,113.0,375.0,137.0,248.0,6430.0,2023-02-14 01:01:23.450,0.9.18,76.0,250.0,34,True,,pyre-check,,,45.0,,https://pypi.org/project/pyre-check,73623.0,73623.0,,,,3.0,,2023-02-14 01:01:23.450,45.0,,,,,,,,,,,,,,,,
50,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-08-02 10:24:11.000,2023-07-24 08:08:44,2500.0,51.0,306.0,61.0,1037.0,5.0,310.0,4013.0,2023-05-26 18:25:24.000,10.1.0,47.0,116.0,34,True,,mimesis,conda-forge/mimesis,,1429.0,1429.0,https://pypi.org/project/mimesis,118091.0,121915.0,https://anaconda.org/conda-forge/mimesis,2023-06-16 19:20:48.693,141323.0,2.0,453.0,,,,,,,,,,,,,,,,,,
51,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2023-08-03 13:23:19.000,2023-08-03 13:17:21,4166.0,222.0,233.0,46.0,40.0,8.0,1175.0,2363.0,2023-08-03 13:23:19.000,8.3.1,100.0,31.0,34,False,,pyarmor,,,895.0,895.0,https://pypi.org/project/pyarmor,132573.0,132573.0,,,,2.0,,,,,,,,,,,,,,,,,,,
52,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-07-15 04:39:38.000,2023-07-15 04:39:30,1383.0,21.0,170.0,36.0,261.0,54.0,310.0,1835.0,2023-05-25 01:30:01.451,1.10.2,124.0,89.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,5087.0,4405.0,https://pypi.org/project/prospector,770589.0,771559.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,81556.0,1.0,,2023-05-25 01:30:01.451,682.0,,,,,,,,,,,,,,,,
53,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-07-30 17:47:29.000,2023-04-30 10:08:19,610.0,,141.0,21.0,90.0,83.0,131.0,1724.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,34,True,,tabulate,conda-forge/tabulate,,139548.0,131753.0,https://pypi.org/project/tabulate,48837761.0,48899454.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5367362.0,2.0,,2022-10-06 17:23:25.701,7795.0,,,,,,,,,,,,,,,,
54,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-07-11 10:57:24.000,2023-07-11 10:57:24,563.0,14.0,128.0,34.0,232.0,11.0,131.0,1622.0,2023-06-15 23:58:18.000,3.11.1,39.0,66.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],65984.0,65984.0,https://pypi.org/project/pytest-mock,11195152.0,11252681.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2186118.0,2.0,5.0,,,,,,,,,,,,,,,,,,
55,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-07-31 16:43:00.000,2023-05-12 08:01:49,682.0,4.0,184.0,35.0,157.0,55.0,134.0,1608.0,2023-05-12 08:13:47.000,1.8.0,72.0,91.0,34,True,,nodeenv,conda-forge/nodeenv,,53637.0,52711.0,https://pypi.org/project/nodeenv,12491336.0,12532132.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,2896541.0,2.0,,2023-05-12 08:10:47.532,926.0,,,,,,,,,,,,,,,,
56,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-06-16 13:15:36.736,2023-05-24 18:28:10,920.0,8.0,194.0,39.0,237.0,127.0,238.0,1502.0,,,20.0,86.0,34,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],266533.0,266533.0,https://pypi.org/project/pytest-cov,23223581.0,23325530.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,9073481.0,2.0,,,,,,,,,,,,,,,,,,,
57,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-06-19 14:39:45.000,2023-05-06 14:40:18,1079.0,2.0,300.0,37.0,532.0,49.0,416.0,1447.0,2022-12-01 01:51:31.000,4.0.2,52.0,116.0,34,True,,twine,conda-forge/twine,,107306.0,92838.0,https://pypi.org/project/twine,3823934.0,3833625.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,814098.0,2.0,,2022-12-01 01:49:17.129,14468.0,,,,,,,,,,,,,,,,
58,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,387.0,49.0,261.0,452.0,465.0,1361.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,,nose,conda-forge/nose,,189062.0,144345.0,https://pypi.org/project/nose,4744560.0,4777583.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2873005.0,2.0,,2015-06-02 09:12:36.000,44717.0,,,,,,,,,,,,,,,,
59,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-07-31 23:20:09.000,2023-07-31 23:20:08,562.0,6.0,164.0,29.0,295.0,38.0,450.0,1285.0,,,16.0,84.0,34,True,,pyflakes,conda-forge/pyflakes,,237352.0,237352.0,https://pypi.org/project/pyflakes,21099638.0,21323165.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6482302.0,2.0,,,,,,,,,,,,,,,,,,,
60,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-07-31 21:54:36.000,2023-07-31 21:54:35,539.0,24.0,95.0,19.0,92.0,16.0,258.0,1251.0,2023-07-29 22:20:45.000,4.1.0,61.0,30.0,34,True,,typeguard,conda-forge/typeguard,,18245.0,16743.0,https://pypi.org/project/typeguard,9794298.0,9803649.0,https://anaconda.org/conda-forge/typeguard,2023-07-30 08:44:03.718,355348.0,3.0,,2023-07-29 22:20:45.000,1502.0,,,,,,,,,,,,,,,,
61,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-07-29 00:56:25.000,2023-07-28 12:23:39,3138.0,47.0,2766.0,380.0,971.0,27.0,1595.0,32799.0,2023-07-22 13:09:54.000,2.3.23,79.0,422.0,33,True,,pyenv,,,,,https://pypi.org/project/pyenv,10251.0,10251.0,,,,2.0,,,,,,,,,,,,,,,,,,,
62,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-08-01 21:43:53.000,2023-07-31 16:03:47,474.0,12.0,358.0,112.0,293.0,117.0,187.0,10652.0,2022-09-07 21:58:56.000,0.3.14,20.0,33.0,33,True,,py-spy,conda-forge/py-spy,,2898.0,2898.0,https://pypi.org/project/py-spy,2275422.0,2286357.3333333335,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,462584.0,2.0,13389.0,,,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,606.3333333333334,407313.0,
63,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-07-28 15:01:46.000,2023-07-26 15:35:34,654.0,21.0,742.0,125.0,737.0,42.0,1052.0,9089.0,2023-07-14 20:41:05.273,1.36.0,100.0,32.0,33,True,,playwright,,,211.0,,https://pypi.org/project/playwright,1257557.0,1257557.0,,,,2.0,,2023-07-14 20:41:05.273,211.0,,,,,,,,,,,,,,,,
64,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-08-02 14:42:13.000,2023-07-16 19:19:30,573.0,15.0,278.0,74.0,448.0,120.0,451.0,6721.0,2023-03-12 06:08:11.000,1.2.0,24.0,98.0,33,True,,pipx,conda-forge/pipx,,1366.0,1366.0,https://pypi.org/project/pipx,1389424.0,1391118.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,31319.0,2.0,6227.0,,,,,,,,,,,,,,,,,,
65,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-07-23 16:16:29.000,2023-07-22 18:31:20,884.0,51.0,203.0,55.0,138.0,16.0,104.0,5451.0,2023-06-05 21:27:40.000,4.5.0,28.0,52.0,33,True,,pyinstrument,conda-forge/pyinstrument,,1604.0,1604.0,https://pypi.org/project/pyinstrument,526556.0,532983.0,https://anaconda.org/conda-forge/pyinstrument,2023-07-23 00:53:24.914,231398.0,2.0,,,,,,,,,,,,,,,,,,,
66,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-08-02 22:25:18.000,2023-04-14 07:08:49,336.0,,347.0,60.0,149.0,136.0,98.0,5291.0,2023-04-14 07:11:09.000,0.4.13,6.0,59.0,33,True,,pipreqs,conda-forge/pipreqs,,21385.0,21385.0,https://pypi.org/project/pipreqs,460813.0,461283.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,39070.0,2.0,,,,,,,,,,,,,,,,,,,
67,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-08-03 12:53:12.000,2023-08-03 12:53:04,2397.0,149.0,234.0,31.0,751.0,31.0,1160.0,4984.0,2023-07-31 06:42:22.000,2.8.2,100.0,129.0,33,True,,pdm,conda-forge/pdm,,159.0,159.0,https://pypi.org/project/pdm,386355.0,393987.0,https://anaconda.org/conda-forge/pdm,2023-06-13 07:21:45.561,175554.0,2.0,4.0,,,,,,,,,,,,,,,,,,
68,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-08-01 09:10:17.000,2023-08-01 09:09:03,960.0,51.0,179.0,28.0,274.0,17.0,313.0,1598.0,2023-06-19 11:55:01.926,14.0.0,99.0,53.0,33,True,,pdoc,,,2346.0,2054.0,https://pypi.org/project/pdoc,113409.0,113409.0,,,,2.0,,2023-06-19 11:55:01.926,292.0,,,,,,,,,,,,,,,,
69,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-07-04 07:05:55.000,2023-02-28 17:40:55,262.0,,209.0,27.0,84.0,6.0,89.0,1520.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,58144.0,58144.0,https://pypi.org/project/python-json-logger,18983678.0,19048285.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,4910160.0,2.0,,,,,,,,,,,,,,,,,,,
70,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-07-31 08:36:53.455,2023-07-30 20:10:13,1287.0,91.0,153.0,35.0,171.0,40.0,136.0,1441.0,2023-07-30 20:22:26.000,1.6.0,4.0,77.0,33,False,,logbook,conda-forge/logbook,,4729.0,4729.0,https://pypi.org/project/logbook,3067353.0,3071159.0,https://anaconda.org/conda-forge/logbook,2023-07-31 08:36:53.455,144549.0,2.0,320.0,,,,,,,,,,,,,,,,,,
71,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-06-16 13:24:00.075,2023-04-21 00:12:44,383.0,,187.0,30.0,88.0,64.0,56.0,700.0,2023-01-13 06:44:02.021,0.7.13,26.0,29.0,33,True,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],112666.0,104946.0,https://pypi.org/project/alabaster,6783735.0,6858768.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6377844.0,2.0,,2023-01-13 06:44:02.021,7720.0,,,,,,,,,,,,,,,,
72,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-08-01 09:45:24.000,2023-08-01 09:45:20,10086.0,17.0,5312.0,1085.0,354.0,61.0,4937.0,27683.0,2023-08-01 09:33:36.000,1.7.8,94.0,128.0,32,True,,sqlmap,,,9.0,,https://pypi.org/project/sqlmap,9930.0,9930.0,,,,2.0,,2023-08-01 09:33:36.000,9.0,,,,,,,,,,,,,,,,
73,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-08-02 11:55:28.000,2023-08-02 11:55:27,1064.0,59.0,328.0,57.0,268.0,17.0,110.0,10915.0,2023-08-01 23:22:17.000,1.9.1,17.0,37.0,32,True,,memray,conda-forge/memray,,191.0,183.0,https://pypi.org/project/memray,187022.0,190547.0,https://anaconda.org/conda-forge/memray,2023-08-02 04:02:48.763,56413.0,2.0,,2023-08-01 23:22:17.000,8.0,,,,,,,,,,,,,,,,
74,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-07-28 21:50:35.000,2023-07-28 20:11:49,6108.0,140.0,277.0,57.0,837.0,139.0,504.0,4298.0,2023-07-28 21:50:35.000,2023.7.28,179.0,94.0,32,True,,pytype,conda-forge/pytype,,126.0,,https://pypi.org/project/pytype,234972.0,239416.0,https://anaconda.org/conda-forge/pytype,2023-07-24 02:35:54.635,168898.0,3.0,,2023-07-28 21:50:35.000,126.0,,,,,,,,,,,,,,,,
75,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-08-02 13:57:24.000,2023-08-02 04:15:44,1357.0,27.0,242.0,54.0,1137.0,154.0,897.0,2355.0,2023-07-24 13:53:14.000,2.1.140,229.0,113.0,32,True,,pex,,,137.0,,https://pypi.org/project/pex,802823.0,930260.0,,,,2.0,3568248.0,2023-07-24 13:53:14.000,137.0,,,,,,,,,,,,,,,,
76,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-06-29 17:22:42.966,2023-06-29 12:24:48,3152.0,11.0,143.0,27.0,347.0,76.0,229.0,1652.0,,,24.0,77.0,32,True,,rope,conda-forge/rope,,66290.0,66290.0,https://pypi.org/project/rope,761264.0,797179.0,https://anaconda.org/conda-forge/rope,2023-06-29 17:22:42.966,1221112.0,1.0,,,,,,,,,,,,,,,,,,,
77,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-08-02 20:24:01.000,2023-08-02 20:24:00,588.0,23.0,94.0,13.0,161.0,47.0,304.0,1288.0,2023-05-26 10:45:43.395,0.22.0,50.0,37.0,32,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],9020.0,8605.0,https://pypi.org/project/mkdocstrings,514669.0,517006.0,https://anaconda.org/conda-forge/mkdocstrings,2023-07-04 10:51:48.275,79486.0,2.0,,2023-05-26 10:45:43.395,415.0,,,,,,,,,,,,,,,,
78,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-08-01 08:50:48.000,2023-07-23 20:07:36,1053.0,30.0,198.0,56.0,323.0,139.0,196.0,1190.0,2022-11-09 16:51:21.000,6.1.1,95.0,58.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3141.0,2960.0,https://pypi.org/project/pytest-bdd,713097.0,714158.0,https://anaconda.org/conda-forge/pytest-bdd,2023-06-16 16:15:16.989,54115.0,2.0,,2022-11-08 17:18:53.914,181.0,,,,,,,,,,,,,,,,
79,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2023-08-02 17:42:02.000,2023-08-01 06:26:14,1666.0,88.0,202.0,28.0,1014.0,49.0,816.0,1108.0,2023-08-01 06:40:25.000,6.15.5,75.0,105.0,32,True,,cx_freeze,conda-forge/cx_freeze,,50.0,,https://pypi.org/project/cx_freeze,135599.0,142161.0,https://anaconda.org/conda-forge/cx_freeze,2023-08-01 08:09:25.940,255930.0,2.0,,2023-08-01 06:40:25.000,50.0,,,,,,,,,,,,,,,,
80,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-06-16 13:18:55.458,2023-03-18 11:25:49,975.0,,97.0,22.0,67.0,11.0,200.0,821.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,32,True,,progressbar2,conda-forge/progressbar2,,31564.0,30015.0,https://pypi.org/project/progressbar2,18102017.0,18114006.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,980865.0,2.0,2050.0,2022-11-01 15:41:03.059,1549.0,,,,,,,,,,,,,,,,
81,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-08-01 08:50:33.000,2023-07-28 15:28:57,478.0,18.0,207.0,25.0,339.0,124.0,215.0,613.0,2022-11-11 08:16:56.000,3.2.0,21.0,49.0,32,False,,pytest-html,conda-forge/pytest-html,['pytest'],36460.0,36460.0,https://pypi.org/project/pytest-html,3394208.0,3407851.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,450223.0,2.0,,,,,,,,,,,,,,,,,,,
82,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-07-27 14:52:53.379,2023-07-15 15:04:46,313.0,5.0,931.0,234.0,117.0,24.0,104.0,15972.0,,,24.0,27.0,31,True,,pysnooper,conda-forge/pysnooper,,1476.0,1476.0,https://pypi.org/project/pysnooper,511353.0,513280.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,67465.0,1.0,,,,,,,,,,,,,,,,,,,
83,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-07-29 19:20:59.000,2023-07-28 16:09:36,2986.0,33.0,249.0,70.0,227.0,143.0,234.0,8087.0,2023-07-26 20:10:51.000,1.5.23,41.0,41.0,31,True,,scalene,,,477.0,477.0,https://pypi.org/project/scalene,17280.0,17280.0,,,,2.0,,,,,,,,,,,,,,,,,,,
84,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-08-03 09:19:41.000,2023-08-01 18:21:06,10449.0,25.0,614.0,105.0,2569.0,269.0,2190.0,7166.0,2023-05-19 13:37:00.773,0.14.0,122.0,313.0,31,False,,xonsh,,,90.0,,https://pypi.org/project/xonsh,7320.0,7408.0,,,,1.0,8971.0,2023-05-19 13:37:00.773,90.0,,,,,,,,,,,,,,,,
85,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-06-15 15:02:40.000,2023-06-01 01:16:09,678.0,13.0,182.0,46.0,49.0,16.0,184.0,4562.0,2023-06-01 01:18:01.689,3.1.4,33.0,7.0,31,True,,alive-progress,conda-forge/alive-progress,,2300.0,2113.0,https://pypi.org/project/alive-progress,385039.0,385951.0,https://anaconda.org/conda-forge/alive-progress,2023-06-01 05:47:28.243,38323.0,3.0,,2023-01-02 21:20:40.562,187.0,,,,,,,,,,,,,,,,
