,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
167,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-05-16 14:03:19.000,2022-08-08 11:25:05,700.0,,96.0,20.0,97.0,50.0,95.0,1003.0,,,,46.0,25,True,,pylama,,,5920.0,5920.0,https://pypi.org/project/pylama,164324.0,164324.0,,,,3.0,,,,,,,,,,,,,,,,,,,
168,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-03-19 22:56:32.000,2022-07-29 16:12:10,178.0,,37.0,5.0,102.0,24.0,27.0,487.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,25,True,,interrogate,,,4864.0,4686.0,https://pypi.org/project/interrogate,77357.0,77357.0,,,,3.0,2021-09-10 23:05:20.000,178.0,,,,,,,,,,,,,,,,,
169,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2023-07-06 13:05:33.000,2023-06-27 15:37:37,1104.0,20.0,163.0,33.0,370.0,39.0,284.0,413.0,2023-04-06 14:47:55.000,3.4.3,41.0,69.0,25,True,,,constructor,,14.0,14.0,,,85.0,https://anaconda.org/anaconda/constructor,2023-06-22 17:19:03.669,7130.0,3.0,,,255.0,,,,,,,,,,,,,,,,
170,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-07-05 19:25:50.000,2023-07-05 19:25:46,92.0,8.0,31.0,7.0,16.0,12.0,47.0,336.0,2023-05-08 18:47:19.000,2.9.1,23.0,6.0,25,True,,mkdocs-awesome-pages-plugin,,['mkdocs'],2916.0,2808.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,102422.0,102422.0,,,,3.0,2022-07-24 17:45:31.955,108.0,,,,,,,,,,,,,,,,,
171,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-06-01 15:43:14.086,2023-05-31 09:56:43,371.0,1.0,13.0,6.0,256.0,9.0,30.0,302.0,2022-09-20 20:06:30.000,1.4.0,15.0,15.0,25,True,,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],16645.0,16645.0,https://pypi.org/project/flake8-eradicate,561076.0,561438.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,9780.0,3.0,,,,,,,,,,,,,,,,,,,
172,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-06-26 22:59:27.000,2023-05-02 14:06:24,564.0,1.0,39.0,6.0,70.0,19.0,76.0,279.0,,,43.0,22.0,25,True,,check-manifest,conda-forge/check-manifest,,12264.0,9306.0,https://pypi.org/project/check-manifest,210662.0,212387.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,94878.0,3.0,2015-03-26 17:42:26.000,2958.0,,,,,,,,,,,,,,,,,
173,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2023-06-16 13:24:07.930,2022-12-10 16:20:39,292.0,,71.0,10.0,100.0,12.0,90.0,272.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,25,True,,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1211.0,,https://pypi.org/project/flake8-import-order,390489.0,393442.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,236310.0,3.0,2019-03-04 08:39:11.000,1211.0,,,,,,,,,,,,,,,,,
174,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396,2023-06-12 09:19:41,183.0,6.0,23.0,5.0,25.0,7.0,16.0,185.0,2023-06-09 06:29:34.000,2.3.0,4.0,13.0,25,False,PyCQA/eradicate,eradicate,conda-forge/eradicate,,13829.0,13829.0,https://pypi.org/project/eradicate,570820.0,571087.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,7230.0,2.0,,,,,,,,,,,,,,,,,,,
175,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2023-06-16 16:08:54.259,2023-04-28 19:12:18,591.0,8.0,40.0,6.0,27.0,28.0,46.0,171.0,2023-04-28 19:14:01.551,2.1.1,37.0,10.0,25,True,,releases,conda-forge/sphinx-releases,['sphinx'],941.0,572.0,https://pypi.org/project/releases,10660.0,11450.0,https://anaconda.org/conda-forge/sphinx-releases,2023-06-16 16:08:54.259,49023.0,3.0,2023-01-02 18:25:53.338,369.0,,,,,,,,,,,,,,,,,
176,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,26.0,4.0,38.0,5.0,26.0,127.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,25,False,,flake8-commas,,['flake8'],16088.0,15721.0,https://pypi.org/project/flake8-commas,505737.0,505737.0,,,,3.0,2021-10-13 19:25:39.000,367.0,,,,,,,,,,,,,,,,,
177,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2023-06-16 13:23:26.276,2022-12-22 23:43:03,285.0,,21.0,4.0,58.0,2.0,42.0,104.0,2022-12-22 23:44:03.313,2.1.0,26.0,17.0,25,True,,flake8-builtins,conda-forge/flake8-builtins,['flake8'],9727.0,9267.0,https://pypi.org/project/flake8-builtins,562740.0,565381.0,https://anaconda.org/conda-forge/flake8-builtins,2023-06-16 13:23:26.276,211336.0,3.0,2020-05-14 10:45:01.000,460.0,,,,,,,,,,,,,,,,,
178,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2023-06-16 19:23:18.580,2022-03-07 18:48:36,240.0,,34.0,3.0,45.0,18.0,80.0,48.0,2022-03-07 18:50:03.302,0.16.1,26.0,23.0,25,False,,pytkdocs,conda-forge/pytkdocs,,1270.0,1252.0,https://pypi.org/project/pytkdocs,98891.0,101593.0,https://anaconda.org/conda-forge/pytkdocs,2023-06-16 19:23:18.580,89181.0,3.0,2020-07-24 19:40:57.000,18.0,,,,,,,,,,,,,,,,,
179,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-06-16 16:15:08.194,2023-04-12 09:10:26,308.0,1.0,930.0,235.0,114.0,24.0,100.0,15932.0,,,23.0,27.0,24,True,,pysnooper,conda-forge/pysnooper,,,,https://pypi.org/project/pysnooper,372509.0,373831.0,https://anaconda.org/conda-forge/pysnooper,2023-06-16 16:15:08.194,66124.0,3.0,,,,,,,,,,,,,,,,,,,
180,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-06-21 16:18:50.000,2023-06-21 16:18:49,768.0,13.0,90.0,43.0,56.0,19.0,59.0,4468.0,2022-09-29 10:20:01.217,0.8.12,89.0,24.0,24,True,,xxh-xxh,,,75.0,75.0,https://pypi.org/project/xxh-xxh,352.0,390.0,,,,3.0,2022-09-29 10:20:01.217,,1580.0,,,,,,,,,,,,,,,,
181,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,207.0,71.0,56.0,32.0,46.0,4399.0,2021-01-29 16:48:55.000,0.3.3,16.0,17.0,24,True,,better-exceptions,,,84.0,,https://pypi.org/project/better-exceptions,98944.0,98944.0,,,,3.0,2021-01-29 16:48:55.000,84.0,,,,,,,,,,,,,,,,,
182,beartype,beartype/beartype,linters,Unbearably fast near-real-time runtime type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-07-06 05:51:27.000,2023-07-06 05:34:23,966.0,68.0,33.0,13.0,39.0,46.0,145.0,1883.0,2023-06-07 05:37:47.000,0.14.1,26.0,16.0,24,True,,beartype,conda-forge/beartype,,,,https://pypi.org/project/beartype,297270.0,298714.0,https://anaconda.org/conda-forge/beartype,2023-06-07 06:57:51.188,53437.0,3.0,,,,,,,,,-3.0,,,,,,,,,,
183,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000,2019-12-20 19:59:49,222.0,,149.0,16.0,66.0,32.0,28.0,827.0,2018-07-25 01:44:55.232,0.6.0,11.0,36.0,24,False,,pycco,,,419.0,304.0,https://pypi.org/project/pycco,1810.0,1810.0,,,,3.0,2016-06-04 18:49:28.000,115.0,,,,,,,,,,,,,,,,,
184,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-06-16 19:26:54.897,2023-04-26 09:11:54,1074.0,19.0,43.0,15.0,21.0,40.0,54.0,740.0,2023-04-26 10:15:04.184,3.6.1,53.0,9.0,24,True,,hunter,conda-forge/hunter,,165.0,144.0,https://pypi.org/project/hunter,8195.0,10047.0,https://anaconda.org/conda-forge/hunter,2023-06-16 19:26:54.897,44449.0,3.0,2021-12-15 20:36:30.000,21.0,,,,,,,,,,,,,,,,,
185,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,72.0,28.0,106.0,80.0,48.0,669.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,24,False,,redbaron,,,684.0,556.0,https://pypi.org/project/redbaron,34489.0,34489.0,,,,3.0,2019-03-17 18:59:01.000,128.0,,,,,,,,,,,,,,,,,
186,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2023-07-03 22:11:50.000,2023-07-03 18:39:54,337.0,18.0,39.0,7.0,189.0,13.0,55.0,531.0,2023-06-13 19:09:12.141,1.14.0,24.0,16.0,24,True,adamchainz/blacken-docs,blacken-docs,conda-forge/blacken-docs,,27.0,,https://pypi.org/project/blacken-docs,146779.0,147601.0,https://anaconda.org/conda-forge/blacken-docs,2023-06-13 20:46:55.139,29616.0,3.0,2023-01-16 10:50:01.873,27.0,,,,,,,,,,,,,,,,,
187,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2023-06-16 16:13:53.097,2022-11-03 10:04:57,807.0,,72.0,24.0,114.0,49.0,58.0,514.0,2019-05-28 06:37:19.000,1.7.0,12.0,62.0,24,True,,pytest-virtualenv,conda-forge/pytest-shutil,,69.0,,https://pypi.org/project/pytest-virtualenv,35626.0,36358.0,https://anaconda.org/conda-forge/pytest-shutil,2023-06-16 16:13:53.097,43948.0,3.0,2019-05-28 06:37:19.000,69.0,,,,,,,,,,,,,,,,,
188,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2022-12-08 10:54:50.000,2020-11-16 12:31:58,468.0,,63.0,24.0,85.0,45.0,52.0,506.0,2020-11-16 12:36:24.000,0.11.2,21.0,23.0,24,False,,mamba,,,931.0,804.0,https://pypi.org/project/mamba,6909.0,6909.0,,,,3.0,2020-11-16 12:35:41.000,127.0,,,,,,,,,,,,,,,,,
189,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2023-06-16 13:19:05.560,2023-04-16 21:21:14,535.0,1.0,78.0,13.0,85.0,39.0,93.0,455.0,2017-12-31 01:13:41.000,1.3.4,28.0,46.0,24,True,,paver,conda-forge/paver,,960.0,,https://pypi.org/project/paver,53891.0,54234.0,https://anaconda.org/conda-forge/paver,2023-06-16 13:19:05.560,27516.0,3.0,2017-12-31 01:13:41.000,960.0,,,,,,,,,,,,,,,,,
190,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2023-07-03 23:06:12.000,2023-07-03 23:06:10,165.0,1.0,11.0,2.0,50.0,6.0,23.0,159.0,2022-12-20 09:31:01.407,0.3.6,20.0,10.0,24,True,,flake8-black,conda-forge/flake8-black,['flake8'],7146.0,6920.0,https://pypi.org/project/flake8-black,1119928.0,1128940.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,441635.0,3.0,2022-05-16 09:20:23.000,226.0,,,,,,,,,,,,,,,,,
191,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-06-24 19:35:05.000,2022-12-04 22:09:17,262.0,,142.0,49.0,45.0,35.0,70.0,6837.0,2022-07-21 09:17:39.000,2.1.3,7.0,21.0,23,True,,icecream,conda-forge/icecream,,,,https://pypi.org/project/icecream,235895.0,236591.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,18818.0,3.0,,,,,,,,,,,,,,,,,,,
192,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,171.0,72.0,32.0,27.0,57.0,3923.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,23,True,,vprof,,,130.0,114.0,https://pypi.org/project/vprof,3262.0,3262.0,,,,3.0,2020-02-29 13:31:59.000,16.0,,,,,,,,,,,,,,,,,
193,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,234.0,70.0,116.0,22.0,78.0,2138.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,23,False,,python-taint,,,100.0,88.0,https://pypi.org/project/python-taint,4945.0,4946.0,,,,3.0,2018-11-01 16:02:04.000,12.0,104.0,,,,,,,,,,,,,,,,
194,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2022-11-04 03:21:51.000,2022-11-04 03:21:51,205.0,,85.0,27.0,113.0,41.0,76.0,1606.0,2022-11-02 23:26:19.000,1.0.3,60.0,39.0,23,True,,shiv,,,13.0,,https://pypi.org/project/shiv,18696.0,18707.0,,,,3.0,2022-01-24 19:17:52.000,13.0,545.0,,,,,,,,,,,,,,,,
195,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2022-11-04 09:45:28.000,2022-04-21 14:15:55,556.0,,118.0,33.0,90.0,29.0,143.0,844.0,2020-07-03 08:11:24.000,2.5.1,22.0,30.0,23,False,,pynsist,,,242.0,193.0,https://pypi.org/project/pynsist,1720.0,1720.0,,,,3.0,2022-03-21 11:44:22.000,49.0,,,,,,,,,,,,,,,,,
196,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2023-06-11 01:13:27.000,2023-01-27 11:02:15,1077.0,,82.0,20.0,33.0,13.0,133.0,611.0,2022-11-05 16:32:25.000,0.13.0.0,25.0,17.0,23,True,,py2exe,,,1962.0,1786.0,https://pypi.org/project/py2exe,15268.0,15531.0,,,,3.0,2022-11-05 16:36:06.716,176.0,13693.0,,,,,,,,,,,,,,,,
197,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-06-16 13:24:44.425,2022-01-27 10:32:34,98.0,,20.0,9.0,21.0,17.0,21.0,331.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,23,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],1946.0,1827.0,https://pypi.org/project/pytest-lazy-fixture,425198.0,431640.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,483182.0,3.0,2020-02-01 18:04:00.000,119.0,,,,,,,,,,,,,,,,,
198,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000,2021-10-14 20:29:54,188.0,,60.0,10.0,50.0,53.0,44.0,245.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,23,False,,mkdocs-with-pdf,,['mkdocs'],347.0,344.0,https://pypi.org/project/mkdocs-with-pdf,22202.0,22202.0,,,,3.0,2021-07-03 02:04:39.000,3.0,,,,,,,,,,,,,,,,,
199,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,,2011-10-14 11:56:14.000,2023-06-16 13:17:34.885,2022-12-06 17:25:01,713.0,,367.0,79.0,160.0,125.0,113.0,3943.0,,,12.0,101.0,22,False,,memory_profiler,conda-forge/memory_profiler,,,,https://pypi.org/project/memory_profiler,762026.0,766009.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,342597.0,3.0,,,,,,,,,,,,,,,,,,,
200,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,185.0,72.0,170.0,88.0,126.0,1750.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,22,False,,sixpack,,,15.0,11.0,https://pypi.org/project/sixpack,454.0,454.0,,,,3.0,2017-11-22 14:27:35.000,4.0,,,,,,,,,,,,,,,,,
201,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,44.0,24.0,55.0,63.0,72.0,1277.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,22,False,,pyflow,,,43.0,42.0,https://pypi.org/project/pyflow,277.0,402.0,,,,3.0,2021-07-02 13:17:04.000,1.0,5907.0,,,,,,,,,,,,,,,,
202,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2023-06-16 19:27:40.699,2022-12-22 13:48:56,431.0,,33.0,19.0,16.0,22.0,28.0,940.0,2022-12-22 13:51:11.775,0.4.3,14.0,22.0,22,True,,snoop,conda-forge/snoop,,22.0,,https://pypi.org/project/snoop,44762.0,44945.0,https://anaconda.org/conda-forge/snoop,2023-06-16 19:27:40.699,3854.0,3.0,2021-11-11 16:57:18.000,22.0,,,,,,,,,,,,,,,,,
203,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-01-03 00:40:56.000,2023-01-03 00:40:56,266.0,,72.0,18.0,42.0,32.0,32.0,844.0,2022-12-19 09:01:00.611,1.8.0,29.0,20.0,22,True,,portray,,,815.0,794.0,https://pypi.org/project/portray,14379.0,14379.0,,,,3.0,2022-12-19 09:01:00.611,21.0,,,,,,,,,,,,,,,,,
204,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2023-06-16 19:25:38.145,2023-05-23 15:06:17,123.0,2.0,36.0,11.0,81.0,12.0,39.0,772.0,2023-04-05 18:22:56.000,0.11.0,15.0,12.0,22,True,,python-devtools,conda-forge/python-devtools,,1513.0,1512.0,https://pypi.org/project/python-devtools,687.0,1259.0,https://anaconda.org/conda-forge/python-devtools,2023-06-16 19:25:38.145,15445.0,3.0,2017-08-21 10:32:25.000,1.0,,,,,,,,,,,,,,,,,
205,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2023-07-06 04:59:22.000,2023-07-03 20:14:48,276.0,26.0,49.0,21.0,257.0,33.0,47.0,406.0,2021-07-31 16:17:24.000,0.1.4,5.0,35.0,22,False,,fixit,,,40.0,40.0,https://pypi.org/project/fixit,12502.0,12502.0,,,,3.0,,,,,,,,,,,,,,,,,,,
206,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2023-06-16 19:26:54.777,2022-12-17 09:19:54,492.0,,21.0,10.0,44.0,7.0,15.0,341.0,2021-12-15 14:34:12.182,0.0.1,23.0,11.0,22,True,,manhole,conda-forge/manhole,,290.0,253.0,https://pypi.org/project/manhole,12176.0,12846.0,https://anaconda.org/conda-forge/manhole,2023-06-16 19:26:54.777,16090.0,3.0,2021-04-08 20:14:54.000,37.0,,,,,,,,,,,,,,,,,
207,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,50.0,15.0,100.0,44.0,30.0,281.0,2019-02-25 23:55:38.000,0.8,12.0,33.0,22,False,,baron,,,291.0,291.0,https://pypi.org/project/baron,34358.0,34358.0,,,,3.0,,,,,,,,,,,,,,,,,,,
208,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2023-06-21 21:06:31.000,2023-06-18 06:50:58,114.0,1.0,20.0,6.0,16.0,9.0,27.0,220.0,2022-02-24 08:21:17.000,0.9.0,21.0,9.0,22,True,,xenon,conda-forge/xenon,,1149.0,1074.0,https://pypi.org/project/xenon,129875.0,130172.0,https://anaconda.org/conda-forge/xenon,2023-06-16 13:23:09.938,20548.0,3.0,2022-02-24 08:21:17.000,75.0,,,,,,,,,,,,,,,,,
209,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,DISCONTINUED: sphinx builder that outputs markdown files. The active version of this project is now being maintained..,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-06-24 21:25:39.000,2023-06-24 21:25:38,106.0,4.0,41.0,7.0,27.0,,39.0,163.0,2019-10-11 01:01:17.000,0.5.3,4.0,20.0,22,True,,sphinx-markdown-builder,,['sphinx'],705.0,705.0,https://pypi.org/project/sphinx-markdown-builder,40653.0,40653.0,,,,3.0,,,,,,,,,,,,,,,,,,,
210,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2023-06-24 16:23:53.000,2023-06-15 18:07:24,224.0,4.0,12.0,3.0,8.0,9.0,68.0,80.0,2023-06-12 08:53:35.050,2.3.5,40.0,4.0,22,True,,mkdocs-print-site-plugin,,['mkdocs'],232.0,226.0,https://pypi.org/project/mkdocs-print-site-plugin,10388.0,10388.0,,,,3.0,2022-06-01 11:12:02.000,6.0,,,,,,,,,,,,,,,,,
211,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2020-08-24 01:31:58.000,2020-08-24 01:31:58,433.0,,114.0,75.0,25.0,15.0,20.0,2973.0,2015-12-25 11:58:18.000,0.1.1,2.0,18.0,21,False,,profiling,,,63.0,63.0,https://pypi.org/project/profiling,2182.0,2182.0,,,,3.0,,,,,,,,,,,,,,,,,,,
