,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-04-18 11:41:01.000,2023-04-14 07:08:49,336.0,16.0,338.0,61.0,143.0,131.0,97.0,5123.0,2023-04-14 07:11:09.000,0.4.13,6.0,59.0,34,True,,pipreqs,conda-forge/pipreqs,,18794.0,18794.0,https://pypi.org/project/pipreqs,,,2323266.0,2323710.0,https://anaconda.org/conda-forge/pipreqs,2023-04-14 08:24:42.847,35528.0,2.0,,,,,,,,,,,,,,,,,
44,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a robust data generator for Python, capable of rapidly producing large volumes of synthetic data for..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-05-11 10:57:25.000,2023-05-04 17:55:26,2449.0,118.0,307.0,61.0,1014.0,6.0,309.0,3964.0,2023-04-30 12:40:02.000,9.0.0,45.0,115.0,34,True,,mimesis,conda-forge/mimesis,,1323.0,1323.0,https://pypi.org/project/mimesis,,,117405.0,120741.0,https://anaconda.org/conda-forge/mimesis,2023-04-30 13:20:15.821,113281.0,1.0,,402.0,,,,,,,,,,,,,,,
45,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-05-10 09:21:08.000,2023-05-01 22:47:53,1333.0,26.0,178.0,34.0,238.0,29.0,242.0,2548.0,2023-04-06 12:17:40.000,23.1.0,12.0,97.0,34,False,,structlog,conda-forge/structlog,,8279.0,8279.0,https://pypi.org/project/structlog,,,7937811.0,7941438.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,297457.0,2.0,,,,,,,,,,,,,,,,,
46,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-05-11 03:00:14.000,2023-05-05 07:34:53,2189.0,39.0,368.0,26.0,1587.0,113.0,958.0,2213.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,34,True,,wemake-python-styleguide,,,14577.0,14526.0,https://pypi.org/project/wemake-python-styleguide,2022-09-27 22:22:25.120,51.0,271315.0,271315.0,,,,2.0,,,,,,,,,,,,,,,,,
47,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-05-09 20:05:26.309,2023-05-07 13:12:23,1371.0,28.0,161.0,35.0,254.0,53.0,305.0,1800.0,2023-02-15 20:46:15.689,1.9.0,121.0,88.0,34,True,,prospector,conda-forge/prospector,,4991.0,4226.0,https://pypi.org/project/prospector,2023-01-10 19:32:09.781,765.0,681200.0,682050.0,https://anaconda.org/conda-forge/prospector,2023-05-09 20:05:26.309,68930.0,1.0,,,,,,,,,,,,,,,,,
48,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-04-30 09:57:08.000,2023-02-28 12:05:33,910.0,2.0,196.0,36.0,236.0,126.0,237.0,1426.0,2022-09-28 18:41:46.166,4.0.0,44.0,82.0,34,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],284667.0,250913.0,https://pypi.org/project/pytest-cov,2022-09-28 18:41:46.166,33754.0,22622764.0,22719840.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,8348596.0,1.0,,,,,,,,,,,,,,,,,
49,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-04-25 23:37:23.000,2023-04-25 23:37:22,556.0,1.0,169.0,27.0,289.0,56.0,447.0,1262.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,34,True,,pyflakes,conda-forge/pyflakes,,235801.0,222050.0,https://pypi.org/project/pyflakes,2022-11-24 16:55:02.246,13751.0,20743390.0,20816735.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,6087644.0,2.0,,,,,,,,,,,,,,,,,
50,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2023-05-04 03:47:22.000,2023-04-13 03:58:34,643.0,6.0,200.0,26.0,376.0,64.0,251.0,491.0,2023-04-12 16:11:39.000,23.1,18.0,88.0,34,False,,packaging,conda-forge/packaging,,705289.0,705289.0,https://pypi.org/project/packaging,,,153034681.0,153413167.0,https://anaconda.org/conda-forge/packaging,2023-04-12 22:06:30.481,31413067.0,2.0,,707.0,,,,,,,,,,,,,,,
51,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-05-09 07:19:04.000,2023-05-09 07:19:03,862.0,31.0,117.0,28.0,167.0,31.0,333.0,406.0,,,29.0,71.0,34,True,,wheel,conda-forge/wheel,,207350.0,207350.0,https://pypi.org/project/wheel,,,171683246.0,172458599.0,https://anaconda.org/conda-forge/wheel,2023-03-14 16:43:24.949,63578967.0,2.0,,,,,,,,,,,,,,,,,
52,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-04-30 05:16:28.000,2023-04-30 05:16:28,3091.0,44.0,2770.0,382.0,947.0,32.0,1569.0,31800.0,2023-04-06 03:59:00.000,2.3.17,73.0,418.0,33,True,,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,9703.0,9703.0,,,,2.0,,,,,,,,,,,,,,,,,
53,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-04-28 13:30:26.000,2021-09-14 17:41:07,402.0,,1038.0,182.0,148.0,403.0,222.0,8066.0,,,11.0,51.0,33,False,,pyautogui,conda-forge/pyautogui,,23205.0,23205.0,https://pypi.org/project/pyautogui,,,599388.0,602278.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,190770.0,2.0,,,,,,,,,,,,,,,,,
54,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-05-03 19:00:14.000,2023-04-22 12:17:10,558.0,19.0,285.0,72.0,428.0,127.0,430.0,6401.0,2023-03-12 06:23:00.522,1.2.0,52.0,91.0,33,True,,pipx,conda-forge/pipx,,1212.0,1198.0,https://pypi.org/project/pipx,2022-05-28 04:17:00.000,14.0,720268.0,721709.0,https://anaconda.org/conda-forge/pipx,2023-03-13 16:16:53.369,24295.0,3.0,,569.0,,,,,,,,,,,,,,,
55,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-05-11 04:47:48.000,2023-05-11 04:47:43,3986.0,437.0,231.0,44.0,38.0,11.0,1085.0,2200.0,2023-05-09 14:15:37.773,8.2.0,306.0,29.0,33,False,,pyarmor,,,831.0,807.0,https://pypi.org/project/pyarmor,2022-12-11 06:32:00.693,24.0,167858.0,167858.0,,,,2.0,,,,,,,,,,,,,,,,,
56,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-05-09 17:38:30.000,2023-05-09 17:38:30,550.0,15.0,123.0,35.0,223.0,13.0,124.0,1584.0,2022-10-05 18:54:14.310,3.10.0,58.0,64.0,33,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],67343.0,62303.0,https://pypi.org/project/pytest-mock,2022-10-05 18:54:14.310,5040.0,10412999.0,10437903.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,2042133.0,2.0,,,,,,,,,,,,,,,,,
57,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-05-09 15:46:24.000,2023-05-09 15:46:22,418.0,38.0,120.0,37.0,305.0,28.0,209.0,1138.0,2023-03-19 10:29:04.493,0.21.0,36.0,41.0,33,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1156.0,,https://pypi.org/project/pytest-asyncio,2022-12-08 12:30:00.681,1156.0,6517788.0,6540238.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-03-19 13:23:50.028,1616071.0,2.0,5.0,86.0,,,,,,,,,,,,,,,
58,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-03-12 13:12:02.000,2023-02-14 00:43:52,1110.0,6.0,92.0,23.0,106.0,9.0,104.0,538.0,2021-11-30 21:05:47.000,0.8.3,26.0,46.0,33,True,,parso,conda-forge/parso,,305063.0,299058.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,6005.0,17955754.0,18166528.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,13700335.0,2.0,,,,,,,,,,,,,,,,,
59,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-05-10 02:27:29.000,2022-12-09 01:08:31,462.0,,349.0,116.0,279.0,114.0,183.0,10233.0,2022-09-07 22:01:08.223,0.3.14,38.0,31.0,32,True,,py-spy,conda-forge/py-spy,,2627.0,2582.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,44.0,3099401.0,3110627.3333333335,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,436346.0,2.0,,12072.0,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,817.3333333333334,405607.0,
60,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-05-11 08:02:41.000,2023-05-09 20:11:15,636.0,28.0,711.0,121.0,719.0,40.0,975.0,8591.0,2023-05-03 11:23:01.502,1.33.0,97.0,32.0,32,True,,playwright,,,186.0,,https://pypi.org/project/playwright,2023-01-25 17:35:13.011,186.0,1355298.0,1355298.0,,,,2.0,,,,,,,,,,,,,,,,,
61,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-05-11 11:44:32.000,2023-05-11 11:36:32,2264.0,124.0,214.0,30.0,670.0,24.0,1029.0,4512.0,2023-05-10 03:28:51.000,2.6.1,100.0,110.0,32,True,,pdm,conda-forge/pdm,,126.0,126.0,https://pypi.org/project/pdm,,,188139.0,194285.0,https://anaconda.org/conda-forge/pdm,2023-05-10 06:08:26.595,122939.0,3.0,,3.0,,,,,,,,,,,,,,,
62,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-05-11 08:32:15.000,2023-05-08 20:34:45,5972.0,155.0,273.0,56.0,813.0,117.0,491.0,4204.0,2023-05-09 01:45:01.160,2023.5.8,172.0,92.0,32,True,,pytype,conda-forge/pytype,,132.0,,https://pypi.org/project/pytype,2023-01-31 21:44:41.768,132.0,259326.0,263689.0,https://anaconda.org/conda-forge/pytype,2023-05-09 19:10:21.983,157088.0,2.0,,,,,,,,,,,,,,,,,
63,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-04-30 21:28:12.000,2023-04-30 21:28:12,1201.0,4.0,216.0,48.0,265.0,157.0,167.0,2662.0,2022-11-03 17:20:34.545,2022.1.3,76.0,92.0,32,True,,pudb,conda-forge/pudb,,5518.0,4762.0,https://pypi.org/project/pudb,2022-11-03 17:20:34.545,756.0,209702.0,212293.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,212527.0,1.0,,,,,,,,,,,,,,,,,
64,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-04-11 09:56:01.000,2023-04-11 09:56:01,379.0,8.0,146.0,28.0,83.0,60.0,127.0,1699.0,2023-03-09 15:41:00.602,0.13.13,46.0,57.0,32,True,,ipdb,conda-forge/ipdb,,53537.0,44596.0,https://pypi.org/project/ipdb,2022-12-13 15:37:01.965,8941.0,2348098.0,2352456.0,https://anaconda.org/conda-forge/ipdb,2023-03-23 21:56:15.404,357382.0,1.0,,,,,,,,,,,,,,,,,
65,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-05-11 13:01:49.000,2023-05-09 19:48:42,8615.0,80.0,271.0,61.0,972.0,638.0,2718.0,1686.0,2023-03-21 16:25:11.000,4.5.2,18.0,148.0,32,True,,scons,conda-forge/scons,,,,https://pypi.org/project/scons,,,1216293.0,1222178.0,https://anaconda.org/conda-forge/scons,2023-03-22 07:57:20.421,433668.0,2.0,,1271.0,,,,,,,,,,,,,,,
66,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-04-30 10:08:19.000,2023-04-30 10:08:19,610.0,1.0,129.0,22.0,87.0,50.0,129.0,1645.0,,,13.0,84.0,32,True,,tabulate,conda-forge/tabulate,,117975.0,117975.0,https://pypi.org/project/tabulate,,,45679886.0,45737167.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4811604.0,2.0,,,,,,,,,,,,,,,,,
67,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-05-09 07:41:22.000,2023-03-26 13:44:46,538.0,11.0,101.0,31.0,81.0,20.0,145.0,1443.0,2023-03-26 06:25:00.948,6.0.1,56.0,56.0,32,True,,radon,conda-forge/radon,,4615.0,3981.0,https://pypi.org/project/radon,2021-08-08 13:25:20.000,634.0,449165.0,450029.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415,57920.0,2.0,,,,,,,,,,,,,,,,,
68,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-04-25 20:45:24.000,2023-03-18 11:25:49,975.0,3.0,96.0,21.0,66.0,11.0,200.0,813.0,2022-10-26 13:47:55.000,4.2.0,44.0,42.0,32,True,,progressbar2,conda-forge/progressbar2,,28118.0,28118.0,https://pypi.org/project/progressbar2,,,15661240.0,15672368.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,877049.0,2.0,,1874.0,,,,,,,,,,,,,,,
69,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-05-11 06:45:49.000,2023-05-03 20:16:39,460.0,47.0,202.0,23.0,318.0,119.0,211.0,587.0,2022-11-11 08:16:56.000,3.2.0,20.0,48.0,32,False,,pytest-html,conda-forge/pytest-html,['pytest'],33101.0,33101.0,https://pypi.org/project/pytest-html,,,3164966.0,3170691.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,412251.0,2.0,,,,,,,,,,,,,,,,,
70,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-05-08 19:10:01.000,2023-05-01 20:31:54,1005.0,74.0,310.0,56.0,232.0,20.0,90.0,10517.0,2023-02-21 20:02:22.000,1.7.0,11.0,32.0,31,True,,memray,conda-forge/memray,,145.0,145.0,https://pypi.org/project/memray,,,82194.0,84985.0,https://anaconda.org/conda-forge/memray,2023-02-22 05:53:10.527,36285.0,2.0,,,,,,,,,,,,,,,,,
71,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-05-11 13:28:07.000,2023-05-11 00:59:28,14175.0,589.0,412.0,111.0,356.0,137.0,237.0,6337.0,2023-02-14 00:24:14.000,0.9.18,11.0,243.0,31,True,,pyre-check,,,,,https://pypi.org/project/pyre-check,,,57958.0,57958.0,,,,2.0,,,,,,,,,,,,,,,,,
72,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,,2011-03-29 15:28:56.000,2023-05-08 22:09:36.000,2023-05-08 22:09:35,680.0,8.0,175.0,35.0,155.0,43.0,134.0,1571.0,2022-06-25 15:42:15.000,1.7.0,45.0,91.0,31,False,,nodeenv,conda-forge/nodeenv,,45524.0,45524.0,https://pypi.org/project/nodeenv,,,10286268.0,10322900.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,2490992.0,2.0,,,,,,,,,,,,,,,,,
73,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-05-01 15:23:58.000,2023-05-01 15:23:56,565.0,17.0,91.0,11.0,155.0,52.0,287.0,1210.0,2023-01-19 23:00:14.000,0.20.0,15.0,36.0,31,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],7673.0,7673.0,https://pypi.org/project/mkdocstrings,,,358528.0,360509.0,https://anaconda.org/conda-forge/mkdocstrings,2023-04-07 10:32:53.843,61425.0,2.0,,,,,,,,,,,,,,,,,
74,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-05-09 05:14:52.000,2023-04-04 06:58:55,1023.0,8.0,185.0,55.0,318.0,104.0,190.0,1156.0,2022-11-09 16:51:21.000,6.1.1,4.0,54.0,31,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2802.0,2802.0,https://pypi.org/project/pytest-bdd,,,711844.0,712946.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,52923.0,2.0,,,,,,,,,,,,,,,,,
75,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2023-05-03 14:12:17.000,2023-04-10 11:51:09,424.0,14.0,70.0,17.0,159.0,22.0,90.0,1067.0,2023-04-10 11:18:29.000,0.9.7,29.0,48.0,31,True,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],24842.0,22107.0,https://pypi.org/project/pytest-sugar,2022-11-05 08:06:05.737,2735.0,846478.0,849158.0,https://anaconda.org/conda-forge/pytest-sugar,2023-04-10 13:13:03.642,184728.0,2.0,,3.0,,,,,,,,,,,,,,,
76,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-04-29 21:25:10.082,2023-04-23 01:30:43,524.0,12.0,131.0,24.0,395.0,49.0,265.0,1058.0,2023-04-23 01:43:49.000,2023.04.22,25.0,86.0,31,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],3993.0,3993.0,https://pypi.org/project/nox,,,1056058.0,1059155.0,https://anaconda.org/conda-forge/nox,2023-04-29 21:25:10.082,170385.0,2.0,,,,,,,,,,,,,,,,,
77,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-02-10 09:37:04.000,2023-01-17 20:27:44,742.0,,188.0,20.0,313.0,111.0,222.0,1044.0,2023-01-17 20:31:11.783,6.3.0,22.0,89.0,31,True,,pydocstyle,conda-forge/pydocstyle,,57489.0,54703.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2786.0,3125106.0,3141712.0,https://anaconda.org/conda-forge/pydocstyle,2023-01-17 23:20:42.339,1361767.0,2.0,,60.0,,,,,,,,,,,,,,,
78,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2023-05-08 23:43:28.000,2023-04-10 09:23:04,514.0,8.0,123.0,21.0,133.0,31.0,81.0,1020.0,2023-04-10 09:07:08.837,3.7.0,29.0,53.0,31,False,,prettytable,conda-forge/prettytable,,44199.0,43205.0,https://pypi.org/project/prettytable,2023-01-09 20:56:32.595,994.0,8408394.0,8421497.0,https://anaconda.org/conda-forge/prettytable,2023-04-11 08:30:15.746,1087624.0,2.0,,,,,,,,,,,,,,,,,
79,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-05-09 23:57:41.000,2023-05-09 23:53:56,310.0,23.0,91.0,8.0,193.0,48.0,142.0,935.0,2023-05-10 00:00:02.878,23.5.9,58.0,73.0,31,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],32350.0,31917.0,https://pypi.org/project/flake8-bugbear,2023-01-20 21:20:01.679,433.0,1838595.0,1854064.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-03-23 17:22:10.646,696138.0,2.0,,,,,,,,,,,,,,,,,
80,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-05-07 16:26:00.000,2023-05-02 10:17:02,2155.0,132.0,158.0,21.0,762.0,135.0,393.0,772.0,2022-02-06 14:17:08.000,0.5.1,13.0,73.0,31,True,,asv,conda-forge/asv,,927.0,927.0,https://pypi.org/project/asv,,,20248.0,29556.0,https://anaconda.org/conda-forge/asv,2022-11-04 11:34:14.554,707441.0,2.0,,,,,,,,,,,,,,,,,
81,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2023-04-30 12:05:23.000,2023-04-21 00:12:44,383.0,10.0,171.0,30.0,88.0,62.0,56.0,690.0,,,6.0,29.0,31,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],96335.0,96335.0,https://pypi.org/project/alabaster,,,6256169.0,6328828.0,https://anaconda.org/conda-forge/alabaster,2023-01-13 21:36:23.432,5958055.0,2.0,,,,,,,,,,,,,,,,,
82,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-05-08 17:42:03.000,2023-05-03 22:39:02,305.0,13.0,92.0,10.0,188.0,27.0,139.0,485.0,2023-04-13 18:32:10.000,1.23.0,35.0,52.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],35682.0,35682.0,https://pypi.org/project/sphinx-autodoc-typehints,,,1354283.0,1361740.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-01-25 17:54:59.740,492186.0,2.0,,,,,,,,,,,,,,,,,
83,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-05-10 00:07:23.000,2023-04-25 15:44:10,2953.0,30.0,250.0,70.0,217.0,136.0,218.0,7664.0,2023-04-20 20:02:50.000,1.5.21.2,142.0,39.0,30,True,,scalene,,,446.0,442.0,https://pypi.org/project/scalene,2023-01-06 20:40:06.239,4.0,15160.0,15160.0,,,,2.0,,,,,,,,,,,,,,,,,
84,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-05-10 11:43:18.000,2023-05-06 22:57:40,829.0,20.0,219.0,55.0,127.0,18.0,97.0,5298.0,2022-11-05 12:02:04.078,4.4.0,39.0,48.0,30,True,,pyinstrument,conda-forge/pyinstrument,,1574.0,1457.0,https://pypi.org/project/pyinstrument,2022-11-05 12:02:04.078,117.0,435904.0,438346.0,https://anaconda.org/conda-forge/pyinstrument,2022-11-05 17:20:23.957,195385.0,2.0,,,,,,,,,,,,,,,,,
85,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-05-06 01:47:37.000,2023-05-06 01:46:06,1331.0,46.0,234.0,55.0,1106.0,147.0,880.0,2318.0,2023-05-06 01:48:55.000,2.1.136,100.0,113.0,30,True,,pex,,,,,https://pypi.org/project/pex,,,776100.0,894120.0,,,,2.0,,2950517.0,,,,,,,,,,,,,,,
