,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
43,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-11-09 02:38:27.000,2023-11-09 02:31:42,14936.0,402.0,461.0,112.0,396.0,142.0,257.0,6532.0,2023-10-19 15:20:03.000,0.9.19,77.0,251.0,35,True,,pyre-check,,,74.0,21.0,https://pypi.org/project/pyre-check,2023-10-19 15:20:03.000,53.0,76818.0,76818.0,,,,3.0,,,,,,,,,,,,,,,,,
44,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-11-08 08:30:44.000,2023-11-08 08:30:32,2492.0,87.0,262.0,31.0,826.0,48.0,1267.0,5500.0,2023-11-07 00:52:01.000,2.10.1,100.0,149.0,35,True,,pdm,conda-forge/pdm,,185.0,185.0,https://pypi.org/project/pdm,,,577089.0,585168.0,https://anaconda.org/conda-forge/pdm,2023-11-07 03:41:42.771,210062.0,2.0,4.0,,,,,,,,,,,,,,,,
45,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-11-07 05:55:36.000,2023-11-07 05:55:22,1469.0,70.0,188.0,35.0,275.0,25.0,272.0,2820.0,2023-10-09 14:53:10.000,23.2.0,14.0,105.0,35,False,,structlog,conda-forge/structlog,,9899.0,9899.0,https://pypi.org/project/structlog,,,7599611.0,7609799.0,https://anaconda.org/conda-forge/structlog,2023-10-09 17:50:22.949,346409.0,2.0,,,,,,,,,,,,,,,,,
46,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-11-06 13:10:35.000,2023-11-06 13:10:32,2308.0,59.0,376.0,29.0,1702.0,104.0,962.0,2314.0,2023-05-31 14:30:27.000,0.18.0,55.0,183.0,35,True,,wemake-python-styleguide,,,15589.0,15589.0,https://pypi.org/project/wemake-python-styleguide,,,176548.0,176548.0,,,,1.0,,,,,,,,,,,,,,,,,
47,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-10-26 03:07:36.000,2023-10-23 01:45:10,1083.0,4.0,289.0,38.0,537.0,50.0,425.0,1482.0,2022-12-01 01:51:31.000,4.0.2,25.0,117.0,35,True,,twine,conda-forge/twine,,96805.0,96805.0,https://pypi.org/project/twine,,,3871155.0,3881378.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,889413.0,2.0,,,,,,,,,,,,,,,,,
48,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-11-06 23:14:05.000,2023-11-06 23:14:04,577.0,37.0,97.0,21.0,112.0,15.0,276.0,1328.0,2023-09-11 07:31:39.000,4.1.5,66.0,33.0,35,True,,typeguard,conda-forge/typeguard,,20460.0,18855.0,https://pypi.org/project/typeguard,2023-09-11 07:31:39.000,1605.0,10570912.0,10581861.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,448937.0,3.0,,,,,,,,,,,,,,,,,
49,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-09-27 11:36:48.000,2023-07-31 23:20:08,562.0,,167.0,29.0,295.0,38.0,457.0,1306.0,,,16.0,84.0,35,True,,pyflakes,conda-forge/pyflakes,,253396.0,253396.0,https://pypi.org/project/pyflakes,,,27170169.0,27386575.0,https://anaconda.org/conda-forge/pyflakes,2023-07-29 18:48:34.199,6925007.0,1.0,,,,,,,,,,,,,,,,,
50,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-11-08 20:24:40.000,2023-11-04 17:24:08,1124.0,19.0,202.0,48.0,384.0,225.0,333.0,1257.0,2023-05-19 10:55:22.213,3.3.1,65.0,91.0,35,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5394.0,,https://pypi.org/project/pytest-xdist,2023-05-19 10:55:22.213,5394.0,14698915.0,14761080.0,https://anaconda.org/conda-forge/pytest-xdist,2023-06-16 13:21:13.802,5470565.0,2.0,,,,,,,,,,,,7.0,,,,,
51,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2023-11-09 06:51:38.000,2023-11-05 08:53:44,5236.0,98.0,1387.0,501.0,770.0,210.0,1500.0,23773.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,177.0,34,False,,glances,conda-forge/glances,,746.0,746.0,https://pypi.org/project/glances,,,138811.0,141097.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,208943.0,1.0,1551.0,,,,,,,,,,,,,,,,
52,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-11-08 23:39:16.000,2023-11-08 23:39:14,681.0,23.0,799.0,124.0,771.0,41.0,1118.0,9607.0,2023-10-17 19:43:41.000,1.39.0,104.0,33.0,34,True,,playwright,,,355.0,21.0,https://pypi.org/project/playwright,2023-10-17 19:43:41.000,334.0,2356216.0,2356216.0,,,,2.0,,,,,,,,,,,,,,,,,
53,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-11-09 01:45:04.000,2023-11-09 01:44:53,4309.0,134.0,245.0,44.0,40.0,8.0,1306.0,2573.0,2023-11-08 02:17:14.000,8.4.3,333.0,31.0,34,False,,pyarmor,,,1031.0,1003.0,https://pypi.org/project/pyarmor,2023-11-08 02:16:55.000,28.0,160267.0,160267.0,,,,2.0,,,,,,,,,,,,,,,,,
54,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-10-19 14:14:48.980,2023-10-18 06:21:56,1396.0,12.0,174.0,35.0,273.0,56.0,312.0,1864.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,5318.0,4615.0,https://pypi.org/project/prospector,2023-10-18 06:23:27.000,703.0,1019672.0,1022285.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,94081.0,1.0,,,,,,,,,,,,,,,,,
55,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2023-11-07 17:30:47.000,2023-10-30 01:41:15,8880.0,103.0,285.0,62.0,1036.0,658.0,2738.0,1823.0,2023-03-21 16:25:11.000,4.5.2,32.0,155.0,34,True,,scons,conda-forge/scons,,62.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,62.0,382485.0,395636.0,https://anaconda.org/conda-forge/scons,2023-09-22 18:37:33.979,511949.0,2.0,1402.0,,,,,,,,,,,,,,,,
56,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-11-09 10:24:24.435,2023-11-05 15:14:29,3212.0,60.0,150.0,28.0,359.0,83.0,235.0,1713.0,,,26.0,79.0,34,True,,rope,conda-forge/rope,,70040.0,70040.0,https://pypi.org/project/rope,,,809654.0,845900.0,https://anaconda.org/conda-forge/rope,2023-11-09 10:24:24.435,1341131.0,1.0,,,,,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-10-31 07:15:49.000,2023-10-24 11:32:02,584.0,21.0,131.0,34.0,246.0,12.0,136.0,1672.0,2023-10-19 16:26:09.000,3.12.0,61.0,67.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],75503.0,70178.0,https://pypi.org/project/pytest-mock,2023-10-19 16:25:55.000,5325.0,14457878.0,14516099.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2387073.0,2.0,11.0,,,,,,,,,,,,,,,,
58,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-11-08 15:09:02.000,2023-11-08 15:04:25,543.0,83.0,125.0,35.0,399.0,32.0,228.0,1228.0,2023-10-31 07:26:43.000,0.22.0,38.0,42.0,34,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1497.0,,https://pypi.org/project/pytest-asyncio,2023-10-31 07:26:39.000,1497.0,8936771.0,8980293.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-10-31 14:09:09.565,1827642.0,2.0,154.0,,,,,,,,,,,,,,,,
59,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-11-07 12:33:20.000,2023-10-23 11:00:02,588.0,12.0,327.0,76.0,477.0,146.0,480.0,7147.0,2023-10-23 10:48:58.000,1.2.1,53.0,105.0,33,True,,pipx,conda-forge/pipx,,1564.0,1548.0,https://pypi.org/project/pipx,2023-10-23 10:48:58.000,16.0,2044288.0,2046311.0,https://anaconda.org/conda-forge/pipx,2023-10-23 20:34:38.730,38349.0,3.0,18177.0,,,,,,,,,,,,,,,,
60,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-11-08 19:49:11.000,2023-11-08 19:49:08,6353.0,216.0,277.0,57.0,871.0,142.0,514.0,4394.0,2023-10-31 21:05:51.000,2023.10.31,189.0,100.0,33,True,,pytype,conda-forge/pytype,,148.0,,https://pypi.org/project/pytype,2023-10-31 21:05:51.000,148.0,375932.0,380310.0,https://anaconda.org/conda-forge/pytype,2023-09-12 03:57:47.405,179499.0,3.0,,,,,,,,,,,,7.0,,,,,
61,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-11-05 09:05:39.000,2023-09-23 23:30:57,3698.0,2.0,348.0,93.0,246.0,309.0,402.0,4116.0,,,25.0,60.0,33,True,,invoke,conda-forge/invoke,,23051.0,23051.0,https://pypi.org/project/invoke,,,6661883.0,6689687.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,945356.0,2.0,,,,,,,,,,,,,,,,,
62,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-11-08 10:38:54.000,2023-10-30 16:31:41,2550.0,41.0,306.0,62.0,1075.0,9.0,319.0,4102.0,2023-08-19 20:40:36.000,11.1.0,51.0,117.0,33,True,,mimesis,conda-forge/mimesis,,1537.0,1537.0,https://pypi.org/project/mimesis,,,158679.0,162797.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,164552.0,2.0,514.0,,,,,,,,,,,,,,,,
63,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-11-03 16:04:29.000,2023-11-03 16:04:29,1148.0,51.0,167.0,36.0,508.0,15.0,392.0,2916.0,2023-10-07 18:35:56.000,3.15.0,166.0,35.0,33,True,,pyupgrade,conda-forge/pyupgrade,,160.0,,https://pypi.org/project/pyupgrade,2023-10-07 18:35:56.000,160.0,460554.0,474860.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-07 20:00:06.902,600872.0,2.0,,,,,,,,,,,,,,,,,
64,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-10-09 11:59:37.000,2023-02-28 17:40:55,262.0,,213.0,27.0,86.0,8.0,89.0,1573.0,2023-02-21 17:39:43.000,2.0.7,10.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,71938.0,71938.0,https://pypi.org/project/python-json-logger,,,20202308.0,20285126.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,6542681.0,2.0,,,,,,,,,,,,,,,,,
65,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-11-08 22:58:39.000,2023-10-03 15:46:09,1327.0,40.0,155.0,35.0,186.0,41.0,136.0,1451.0,2023-07-30 20:22:26.000,1.6.0,4.0,78.0,33,False,,logbook,conda-forge/logbook,,5097.0,5097.0,https://pypi.org/project/logbook,,,4097055.0,4100961.0,https://anaconda.org/conda-forge/logbook,2023-10-03 21:18:01.244,160040.0,2.0,333.0,,,,,,,,,,,,,,,,
66,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000,2023-11-03 22:28:45,746.0,3.0,183.0,19.0,318.0,113.0,225.0,1106.0,2023-01-17 20:28:28.000,6.3.0,17.0,92.0,33,True,,pydocstyle,conda-forge/pydocstyle,,60012.0,60012.0,https://pypi.org/project/pydocstyle,,,4315492.0,4334589.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1680547.0,2.0,69.0,,,,,,,,,,,,,,,,
67,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-10-10 22:17:49.000,2023-09-11 04:46:13,2341.0,114.0,168.0,21.0,793.0,141.0,426.0,807.0,2023-09-11 14:23:39.000,0.6.1,20.0,76.0,33,True,,asv,conda-forge/asv,,1099.0,1015.0,https://pypi.org/project/asv,2023-09-11 05:46:09.000,84.0,81671.0,99622.0,https://anaconda.org/conda-forge/asv,2023-10-03 19:44:19.217,753921.0,2.0,159.0,,,,,,,,,,,,,,,,
68,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-11-07 15:43:04.000,2023-11-07 15:33:42,507.0,29.0,214.0,25.0,366.0,134.0,236.0,628.0,2023-11-07 16:58:34.000,4.1.1,21.0,54.0,33,False,,pytest-html,conda-forge/pytest-html,['pytest'],40703.0,40703.0,https://pypi.org/project/pytest-html,,,4287039.0,4300708.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,492115.0,2.0,,,,,,,,,,,,,,,,,
69,memray,bloomberg/memray,profiling,The endgame Python memory profiler.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-11-09 12:38:07.000,2023-11-07 11:36:29,1106.0,41.0,362.0,57.0,302.0,17.0,123.0,11390.0,2023-10-05 16:24:07.000,1.10.0,18.0,39.0,32,True,,memray,conda-forge/memray,,242.0,231.0,https://pypi.org/project/memray,2023-10-05 16:24:07.000,11.0,356204.0,360409.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,79902.0,2.0,,,,,,,,,,,,,,,,,
70,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-11-09 03:42:25.000,2023-11-07 17:34:26,480.0,5.0,373.0,111.0,306.0,132.0,190.0,11087.0,2022-09-07 21:58:56.000,0.3.14,20.0,35.0,32,True,,py-spy,conda-forge/py-spy,,3201.0,3201.0,https://pypi.org/project/py-spy,,,2278401.0,2289000.3333333335,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,493301.0,2.0,14366.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,256.3333333333333,408228.0,
71,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-11-09 02:13:34.000,2023-10-27 18:06:50,3068.0,72.0,335.0,87.0,265.0,146.0,260.0,10289.0,2023-09-15 20:38:44.000,1.5.31.1,51.0,43.0,32,True,,scalene,,,545.0,545.0,https://pypi.org/project/scalene,,,23953.0,23953.0,,,,2.0,,,,,,,,,,,,,,,,,
72,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-11-08 12:36:02.000,2023-11-08 12:35:44,939.0,39.0,207.0,56.0,150.0,17.0,112.0,5643.0,2023-10-12 08:46:13.000,4.6.0,30.0,53.0,32,True,,pyinstrument,conda-forge/pyinstrument,,1805.0,1805.0,https://pypi.org/project/pyinstrument,,,804467.0,811332.0,https://anaconda.org/conda-forge/pyinstrument,2023-10-13 07:38:06.601,267739.0,2.0,,,,,,,,,,,,,,,,,
73,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-10-31 21:27:12.000,2023-10-31 21:27:11,1476.0,19.0,1579.0,165.0,708.0,174.0,620.0,4491.0,,,21.0,115.0,32,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],16.0,16.0,https://pypi.org/project/sphinx_rtd_theme,,,3970416.0,4059329.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-08-22 09:02:27.150,3645436.0,2.0,,,,,,,,,,,,-6.0,,,,,
74,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-10-06 15:53:30.000,2023-10-06 15:53:20,740.0,20.0,125.0,27.0,144.0,20.0,171.0,2811.0,2023-10-06 15:53:34.000,2.10,16.0,37.0,32,True,,vulture,conda-forge/vulture,,4132.0,4132.0,https://pypi.org/project/vulture,,,509937.0,510811.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,76122.0,2.0,,,,,,,,,,,,,,,,,
75,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-10-19 11:12:20.000,2023-04-30 10:08:19,610.0,,139.0,20.0,94.0,73.0,132.0,1823.0,,,13.0,84.0,32,True,,tabulate,conda-forge/tabulate,,147075.0,147075.0,https://pypi.org/project/tabulate,,,50492439.0,50559514.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,6036767.0,2.0,,,,,,,,,,,,,,,,,
76,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-10-21 22:19:38.000,2023-01-16 03:40:03,1483.0,,170.0,50.0,163.0,85.0,218.0,1713.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,32,True,,doit,conda-forge/doit,,1926.0,1633.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,293.0,467804.0,471224.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,242850.0,3.0,,,,,,,,,,,,,,,,,
77,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2023-10-28 16:17:40.000,2023-10-28 16:12:11,609.0,21.0,97.0,14.0,168.0,46.0,322.0,1407.0,2023-09-02 09:32:18.000,0.23.0,51.0,40.0,32,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],10156.0,9727.0,https://pypi.org/project/mkdocstrings,2023-09-02 09:32:07.000,429.0,630649.0,633265.0,https://anaconda.org/conda-forge/mkdocstrings,2023-09-02 18:04:24.292,96817.0,2.0,,,,,,,,,,,,,,,,,
78,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-11-01 22:34:29.000,2023-10-29 12:08:28,1072.0,18.0,196.0,56.0,330.0,108.0,202.0,1222.0,2022-11-09 16:51:21.000,6.1.1,6.0,58.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3130.0,3130.0,https://pypi.org/project/pytest-bdd,,,777551.0,786815.0,https://anaconda.org/conda-forge/pytest-bdd,2023-10-10 21:40:59.858,55588.0,2.0,,,,,,,,,,,,,,,,,
79,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2023-10-17 07:08:40.000,2023-10-03 04:55:59,523.0,6.0,132.0,21.0,142.0,41.0,89.0,1146.0,2023-09-11 14:03:45.000,3.9.0,31.0,54.0,32,False,,prettytable,conda-forge/prettytable,,51606.0,50470.0,https://pypi.org/project/prettytable,2023-09-11 14:03:45.000,1136.0,11636227.0,11671367.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1265052.0,2.0,,,,,,,,,,,,,,,,,
80,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-10-03 01:50:38.000,2023-10-03 01:50:36,969.0,104.0,100.0,22.0,68.0,9.0,205.0,830.0,2022-10-26 13:49:10.642,4.2.0,103.0,43.0,32,True,,progressbar2,conda-forge/progressbar2,,1579.0,,https://pypi.org/project/progressbar2,2022-11-01 15:41:03.059,1579.0,20949210.0,20961514.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,1043615.0,2.0,2085.0,,,,,,,,,,,,,,,,
81,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-11-06 14:59:28.000,2023-11-06 14:59:27,469.0,33.0,28.0,10.0,42.0,20.0,25.0,280.0,2023-10-29 10:17:10.000,2.0.1,33.0,10.0,32,True,,executing,conda-forge/executing,,121393.0,121211.0,https://pypi.org/project/executing,2023-10-29 10:17:10.000,182.0,21274854.0,21539197.0,https://anaconda.org/conda-forge/executing,2023-10-29 11:48:33.889,9780726.0,1.0,,,,,,,,,,,,,,,,,
82,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2023-11-07 09:39:16.000,2023-11-07 09:39:15,10468.0,19.0,614.0,106.0,2581.0,270.0,2199.0,7370.0,2023-08-16 07:03:44.000,0.14.1,123.0,317.0,31,False,,xonsh,,,97.0,,https://pypi.org/project/xonsh,2023-08-16 07:03:44.000,97.0,7008.0,7097.0,,,,1.0,9273.0,,,,,,,,,,,,,,,,
83,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-11-08 22:26:52.000,2023-10-08 03:21:32,337.0,1.0,365.0,56.0,172.0,180.0,104.0,5463.0,2023-04-14 07:11:09.000,0.4.13,42.0,60.0,31,True,,pipreqs,conda-forge/pipreqs,,24096.0,23715.0,https://pypi.org/project/pipreqs,2023-04-14 07:10:52.947,381.0,576227.0,576755.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,45409.0,3.0,,,,,,,,,,,,,,,,,
84,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-11-09 06:24:38.416,2023-11-08 23:23:17,684.0,6.0,186.0,46.0,49.0,20.0,191.0,4733.0,2023-11-08 23:23:51.000,3.1.5,34.0,7.0,31,True,,alive-progress,conda-forge/alive-progress,,2614.0,2403.0,https://pypi.org/project/alive-progress,2023-11-08 23:23:51.000,211.0,472923.0,474063.0,https://anaconda.org/conda-forge/alive-progress,2023-11-09 06:24:38.416,45638.0,3.0,,,,,,,,,,,,,,,,,
85,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2023-10-16 17:39:17.000,2023-10-16 17:39:16,1230.0,25.0,212.0,49.0,274.0,142.0,173.0,2781.0,2023-10-06 19:01:05.000,2023.1,12.0,93.0,31,False,,pudb,conda-forge/pudb,,5484.0,5484.0,https://pypi.org/project/pudb,,,260485.0,263255.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,243814.0,1.0,,,,,,,,,,,,,,,,,
