,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
130,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2023-11-08 14:34:43.249,2023-11-08 03:04:24,232.0,2.0,111.0,21.0,62.0,11.0,43.0,432.0,2023-11-08 03:05:41.000,1.7.0,32.0,38.0,28,True,,ddt,conda-forge/ddt,,6662.0,5323.0,https://pypi.org/project/ddt,2023-11-08 03:05:41.000,1339.0,413026.0,419441.0,https://anaconda.org/conda-forge/ddt,2023-11-08 14:34:43.249,89813.0,3.0,,,,,,,,,,,,,,,,,
131,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-11-03 14:34:37.000,2023-11-03 14:34:37,258.0,1.0,25.0,16.0,35.0,4.0,5.0,429.0,2023-06-07 07:37:46.000,1.1.2,41.0,14.0,28,True,explosion/wasabi,wasabi,conda-forge/wasabi,,36773.0,36465.0,https://pypi.org/project/wasabi,2023-06-07 07:36:02.865,308.0,5244293.0,5266055.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1240434.0,3.0,,,,,,,,,,,,,,,,,
132,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-08-18 23:41:57.000,2019-12-22 18:11:19,86.0,,50.0,9.0,37.0,25.0,22.0,209.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,28,False,,astunparse,conda-forge/astunparse,,90941.0,90476.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,465.0,8973844.0,8999848.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,2002375.0,2.0,,,,,,,,,,,,,,,,,
133,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-11-03 12:57:59.437,2023-11-03 11:07:13,382.0,29.0,95.0,8.0,95.0,1.0,56.0,156.0,,,14.0,38.0,28,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],24350.0,24350.0,https://pypi.org/project/flake8-isort,,,1095830.0,1097200.0,https://anaconda.org/conda-forge/flake8-isort,2023-11-03 12:57:59.437,54802.0,2.0,,,,,,,,,,,,,,,,,
134,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-11-05 21:17:28.000,2022-12-04 22:09:17,262.0,,156.0,49.0,50.0,49.0,71.0,7789.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,27,True,,icecream,conda-forge/icecream,,149.0,21.0,https://pypi.org/project/icecream,2022-07-21 09:20:01.329,128.0,310385.0,311262.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,27208.0,3.0,,,,,,,,,,,,,,,,,
135,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-10-30 17:34:27.000,2022-07-14 07:40:12,517.0,,99.0,31.0,361.0,43.0,67.0,2533.0,2022-02-10 14:51:38.000,1.3.3,31.0,19.0,27,False,,notifiers,conda-forge/notifiers,,1118.0,1094.0,https://pypi.org/project/notifiers,2022-02-10 14:51:38.000,24.0,404845.0,405851.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,35216.0,3.0,,,,,,,,,,,,,,,,,
136,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2023-11-08 05:08:53.000,2023-11-06 20:14:27,1771.0,96.0,198.0,28.0,1118.0,44.0,836.0,1158.0,2023-10-24 14:40:49.000,6.15.10,66.0,107.0,27,True,,cx_freeze,conda-forge/cx_freeze,,,,https://pypi.org/project/cx_freeze,,,144355.0,150949.0,https://anaconda.org/conda-forge/cx_freeze,2023-10-24 20:14:19.337,276948.0,2.0,,,,,,,,,,,,-5.0,,,,,
137,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-10-26 13:50:09.000,2022-08-08 11:25:05,700.0,,102.0,20.0,98.0,56.0,95.0,1028.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,27,False,,pylama,,,6792.0,6123.0,https://pypi.org/project/pylama,2022-08-08 11:29:01.059,669.0,190851.0,190851.0,,,,2.0,,,,,,,,,,,,,,,,,
138,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2023-11-07 09:55:36.000,2023-11-07 09:53:48,374.0,8.0,48.0,17.0,78.0,25.0,124.0,730.0,2023-11-07 09:57:34.000,2.1.0,50.0,24.0,27,True,,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1174.0,1174.0,https://pypi.org/project/pytest-testmon,,,174715.0,175302.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40531.0,3.0,,,,,,,,,,,,,,,,,
139,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-11-01 16:12:44.000,2023-10-24 08:23:51,1761.0,2.0,184.0,19.0,365.0,176.0,399.0,702.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,27,False,breathe-doc/breathe,breathe,conda-forge/breathe,,11346.0,11346.0,https://pypi.org/project/breathe,,,329533.0,342233.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,520022.0,3.0,550.0,,,,,,,,,,,,,,,,
140,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2023-11-07 23:00:00.000,2023-11-07 22:59:59,601.0,29.0,28.0,5.0,529.0,6.0,54.0,543.0,,,8.0,20.0,27,True,,pytest-randomly,conda-forge/pytest-randomly,,7460.0,7460.0,https://pypi.org/project/pytest-randomly,,,1167483.0,1174134.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,166287.0,3.0,,,,,,,,,,,,,,,,,
141,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,,2013-02-09 18:32:52.000,2023-11-07 04:28:34.000,2023-11-07 04:28:34,266.0,8.0,144.0,16.0,130.0,16.0,79.0,471.0,2022-12-19 20:46:12.000,0.13.3,18.0,36.0,27,False,,pep8-naming,conda-forge/pep8-naming,,50317.0,50317.0,https://pypi.org/project/pep8-naming,,,1808494.0,1812286.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,352675.0,2.0,,,,,,,,,,,,,,,,,
142,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-07-03 07:21:35.215,2023-04-29 19:35:43,97.0,,30.0,12.0,45.0,3.0,30.0,128.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,27,True,,gast,conda-forge/gast,,137383.0,135427.0,https://pypi.org/project/gast,2023-04-29 19:44:01.995,1956.0,13563296.0,13627904.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2519717.0,3.0,,,,,,,,,,,,,,,,,
143,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-09-19 13:54:33.000,2023-01-21 22:38:30,6697.0,,204.0,61.0,128.0,307.0,234.0,4936.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,54.0,26,True,,pyoxidizer,,,149.0,149.0,https://pypi.org/project/pyoxidizer,,,3619.0,3881.0,,,,3.0,12069.0,,,,,,,,,,,,,,,,
144,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2023-10-17 20:25:49.000,2023-09-21 19:22:19,335.0,4.0,160.0,54.0,134.0,40.0,135.0,4393.0,2023-03-20 14:10:04.829,23.3.0,23.0,47.0,26,True,,monkeytype,conda-forge/monkeytype,,26.0,,https://pypi.org/project/monkeytype,2022-02-18 23:46:48.000,26.0,68244.0,69036.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,55502.0,2.0,,,,,,,,,,,,,,,,,
145,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2018-02-28 04:47:03.000,2023-10-20 17:39:38.000,2022-02-16 05:16:40,168.0,,383.0,76.0,41.0,24.0,38.0,4028.0,2023-10-20 17:39:38.000,3.28.4,210.0,16.0,26,False,,rebound,conda-forge/rebound,,46.0,24.0,https://pypi.org/project/rebound,2023-10-20 17:39:38.000,22.0,12190.0,19756.0,https://anaconda.org/conda-forge/rebound,2023-10-04 16:28:37.640,317671.0,3.0,235.0,,,,,,,,,,,,,,,,
146,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-10-14 08:25:25.000,2023-10-11 10:07:31,992.0,8.0,363.0,41.0,487.0,167.0,395.0,3221.0,,,11.0,129.0,26,True,,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,,,3453373.0,3457018.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,138547.0,3.0,,,,,,,,,,,,-6.0,,,,,
147,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-11-09 07:00:47.000,2023-11-09 06:49:43,1065.0,69.0,39.0,12.0,42.0,50.0,181.0,2107.0,2023-10-21 04:52:32.000,0.16.4,32.0,17.0,26,True,,beartype,conda-forge/beartype,,,,https://pypi.org/project/beartype,,,1414505.0,1416271.0,https://anaconda.org/conda-forge/beartype,2023-09-23 05:39:58.894,72429.0,3.0,,,,,,,,,,,,,,,,,
148,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-10-05 20:40:10.000,2023-07-10 03:17:08,1424.0,,237.0,92.0,385.0,88.0,423.0,1593.0,2023-07-10 03:25:42.000,0.13.10,11.0,39.0,26,True,,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,,,28357.0,30808.0,https://anaconda.org/conda-forge/pybuilder,2023-09-26 20:19:01.834,58830.0,3.0,,,,,,,,,,,,,,,,,
149,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2023-08-24 02:21:44.000,2022-12-21 03:55:00,575.0,,140.0,9.0,116.0,123.0,203.0,1038.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,26,True,,pdoc3,anaconda/pdoc3,,3898.0,3680.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,218.0,185204.0,185240.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1748.0,3.0,,,,,,,,,,,,,,,,,
150,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-10-25 08:57:33.000,2023-08-03 07:40:25,478.0,,78.0,20.0,455.0,12.0,111.0,596.0,2023-07-29 00:23:21.000,3.5.0,41.0,37.0,26,True,nipunn1313/mypy-protobuf,mypy-protobuf,conda-forge/mypy-protobuf,,101.0,,https://pypi.org/project/mypy-protobuf,2023-07-29 00:23:21.000,101.0,2124724.0,2128043.0,https://anaconda.org/conda-forge/mypy-protobuf,2023-08-20 18:57:58.024,119505.0,3.0,,,,,,,,,,,,,,,,,
151,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2023-11-07 22:59:51.000,2023-11-07 22:59:50,379.0,34.0,40.0,8.0,230.0,11.0,63.0,570.0,2023-08-16 08:58:38.000,1.16.0,26.0,19.0,26,True,adamchainz/blacken-docs,blacken-docs,conda-forge/blacken-docs,,803.0,769.0,https://pypi.org/project/blacken-docs,2023-08-16 08:58:38.000,34.0,152988.0,153800.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,32504.0,3.0,,,,,,,,,,,,,,,,,
152,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-11-06 20:44:07.000,2023-09-07 20:35:16,182.0,4.0,41.0,5.0,108.0,28.0,27.0,506.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,26,True,,interrogate,,,5551.0,5373.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000,178.0,89409.0,89409.0,,,,3.0,,,,,,,,,,,,,,,,,
153,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-11-04 10:33:24.000,2023-10-15 16:08:38,586.0,2.0,57.0,9.0,122.0,18.0,128.0,466.0,2023-07-12 01:47:02.331,1.7.5,62.0,30.0,26,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,3343.0,3191.0,https://pypi.org/project/docformatter,2023-07-12 01:47:02.331,152.0,405862.0,408584.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,103406.0,3.0,11.0,,,,,,,,,,,,,,,,
154,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-11-09 10:08:14.000,2023-11-09 08:25:25,840.0,39.0,21.0,4.0,496.0,47.0,81.0,366.0,2023-08-19 01:46:45.000,0.34.0,52.0,16.0,26,True,,nitpick,,['flake8'],1270.0,1270.0,https://pypi.org/project/nitpick,,,55572.0,55572.0,,,,3.0,5.0,,,,,,,,,,,,,,,,
155,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-06-01 15:43:14.086,2023-05-31 09:56:43,371.0,,12.0,5.0,256.0,8.0,31.0,304.0,2022-09-20 20:06:30.000,1.4.0,15.0,15.0,26,True,,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],17562.0,17562.0,https://pypi.org/project/flake8-eradicate,,,603682.0,604094.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,12778.0,3.0,,,,,,,,,,,,,,,,,
156,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-10-04 13:12:44.000,2023-10-04 13:12:43,568.0,4.0,38.0,6.0,71.0,20.0,76.0,282.0,,,11.0,22.0,26,True,,check-manifest,conda-forge/check-manifest,,9645.0,9645.0,https://pypi.org/project/check-manifest,,,198698.0,200515.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,107236.0,3.0,,,,,,,,,,,,,,,,,
157,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2023-06-16 13:20:50.267,2022-12-19 16:44:44,108.0,,34.0,5.0,65.0,6.0,44.0,167.0,,,15.0,32.0,26,True,,flake8-quotes,conda-forge/flake8-quotes,['flake8'],20046.0,20046.0,https://pypi.org/project/flake8-quotes,,,754858.0,762831.0,https://anaconda.org/conda-forge/flake8-quotes,2023-06-16 13:20:50.267,685733.0,3.0,,,,,,,,,,,,,,,,,
158,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-08-25 00:29:01.000,2023-02-22 05:49:22,592.0,,244.0,33.0,222.0,115.0,178.0,3847.0,,,15.0,109.0,25,True,,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,,,7462865.0,7479180.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1501037.0,3.0,,,,,,,,,,,,,,,,,
159,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,619.0,156.0,35.0,166.0,119.0,1962.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,uiautomator,,,254.0,254.0,https://pypi.org/project/uiautomator,,,23657.0,23657.0,,,,3.0,,,,,,,,,,,,,,,,,
160,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,107.0,161.0,1758.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,dephell,,,838.0,821.0,https://pypi.org/project/dephell,2020-04-28 06:31:03.273,17.0,3146.0,3150.0,,,,3.0,253.0,,,,,,,,,,,,,,,,
161,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-11-01 17:50:44.000,2023-11-01 17:50:44,3337.0,2.0,571.0,92.0,534.0,66.0,170.0,1723.0,,,,387.0,25,True,,diamond,,,154.0,154.0,https://pypi.org/project/diamond,,,7743.0,7743.0,,,,3.0,,,,,,,,,,,,,,,,,
162,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-08-10 16:18:37.000,2023-05-29 16:30:35,590.0,,127.0,32.0,306.0,55.0,118.0,1557.0,2022-12-08 19:08:48.000,2.3.5,18.0,41.0,25,True,,safety,conda-forge/safety,,29.0,29.0,https://pypi.org/project/safety,,,1088247.0,1099349.0,https://anaconda.org/conda-forge/safety,2023-06-16 16:15:06.955,85496.0,3.0,418850.0,,,,,,,,,,,,,,,,
163,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-09-28 21:11:23.665,2019-06-15 20:36:43,183.0,,55.0,12.0,49.0,40.0,44.0,709.0,,,1.0,16.0,25,False,,pytest-watch,conda-forge/pytest-watch,['pytest'],8799.0,8799.0,https://pypi.org/project/pytest-watch,,,494297.0,496799.0,https://anaconda.org/conda-forge/pytest-watch,2023-09-28 21:11:23.665,95088.0,3.0,,,,,,,,,,,,,,,,,
164,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,74.0,28.0,106.0,66.0,48.0,677.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,25,False,,redbaron,,,731.0,599.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,132.0,61635.0,61635.0,,,,2.0,,,,,,,,,,,,,,,,,
165,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-10-05 13:48:57.000,2020-11-16 12:31:58,468.0,,63.0,24.0,86.0,28.0,52.0,508.0,2020-11-16 12:36:24.000,0.11.2,7.0,23.0,25,False,,mamba,,,867.0,867.0,https://pypi.org/project/mamba,,,7045.0,7045.0,,,,3.0,,,,,,,,,,,,,,,,,
166,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2023-10-19 18:26:44.000,2023-04-16 21:21:14,535.0,,83.0,13.0,86.0,41.0,93.0,456.0,2017-12-31 01:13:41.000,1.3.4,28.0,46.0,25,True,,paver,conda-forge/paver,,961.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,961.0,50005.0,50338.0,https://anaconda.org/conda-forge/paver,2023-06-16 13:19:05.560,27981.0,3.0,,,,,,,,,,,,9.0,,,,,
167,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-10-02 21:31:31.000,2022-01-27 10:32:34,98.0,,24.0,8.0,23.0,20.0,21.0,348.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,25,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],2271.0,2110.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,161.0,573952.0,580969.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,554368.0,3.0,,,,,,,,,,,,,,,,,
168,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2023-10-30 16:44:38.000,2023-04-16 08:34:06,854.0,,30.0,13.0,30.0,177.0,307.0,280.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,py2app,,,4573.0,4573.0,https://pypi.org/project/py2app,,,23420.0,23420.0,,,,3.0,,,,,,,,,,,,,,,,,
169,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2023-11-08 13:51:20.000,2023-11-08 13:51:19,135.0,15.0,21.0,7.0,55.0,7.0,13.0,218.0,2023-10-03 12:20:54.000,1.5.0,11.0,11.0,25,True,,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1654.0,1530.0,https://pypi.org/project/pytest-datadir,2023-10-03 12:20:51.000,124.0,260943.0,278795.0,https://anaconda.org/conda-forge/pytest-datadir,2023-10-03 20:24:49.695,232050.0,3.0,2.0,,,,,,,,,,,,,,,,
170,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,51.0,10.0,171.0,33.0,23.0,198.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,,1093.0,1093.0,https://pypi.org/project/data-science-types,,,62600.0,62877.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,9705.0,3.0,,,,,,,,,,,,,,,,,
171,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,Saxpath,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396,2023-06-12 09:19:41,183.0,,24.0,5.0,25.0,7.0,16.0,190.0,2023-06-09 06:33:02.577,2.3.0,19.0,13.0,25,False,PyCQA/eradicate,eradicate,conda-forge/eradicate,,14748.0,14654.0,https://pypi.org/project/eradicate,2023-06-09 06:33:02.577,94.0,676062.0,676380.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,9864.0,2.0,,,,,,,,,,,,,,,,,
172,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-11-06 14:59:15.000,2023-11-06 14:59:10,539.0,4.0,38.0,10.0,58.0,4.0,61.0,165.0,2023-07-16 18:33:22.000,0.9.31,31.0,24.0,25,True,,asteval,conda-forge/asteval,,179.0,,https://pypi.org/project/asteval,2022-05-24 15:52:50.000,179.0,282339.0,292664.0,https://anaconda.org/conda-forge/asteval,2023-07-16 20:56:29.139,340750.0,3.0,,,,,,,,,,,,,,,,,
173,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2023-11-03 15:56:08.359,2023-11-03 11:04:28,323.0,38.0,22.0,4.0,72.0,,45.0,105.0,,,20.0,18.0,25,True,,flake8-builtins,conda-forge/flake8-builtins,['flake8'],9779.0,9779.0,https://pypi.org/project/flake8-builtins,,,631726.0,649360.0,https://anaconda.org/conda-forge/flake8-builtins,2023-11-03 15:56:08.359,229246.0,3.0,,,,,,,,,,,,,,,,,
